absolute_improvement_error,actual_arc_length_cells,actual_clearance_safe,actual_controller_steps,actual_displacement_col,actual_displacement_row,actual_endpoint_col,actual_endpoint_row,actual_horizon_complete,actual_horizon_final_step,actual_path_min_clearance_m,clearance_agreement,clearance_threshold_m,decision_step,directional_cosine,endpoint_deviation_m,episode_id,event_step,executed_path_mean_risk,hard_contact_disagreement,horizon_crosses_opening,improvement_sign_agreement,mean_cross_track_deviation_m,nominal_primitive_risk,opening_step,phase,predicted_risk_improvement,primitive_horizon_cells,realized_risk_improvement,regime,selected_direction_col,selected_direction_row,selected_endpoint_col,selected_endpoint_row,selected_primitive_risk,selected_ray_min_clearance_m,source_gate_decision
0.0891103252958817,12.894932682341114,1,8,11.149410247802734,-6.392948150634766,70.35882568359375,36.99406433105469,1,48,2.5,1,1.0,41,0.7915380866265593,4.031963046298783,0,25,0.6325220520487986,0,0,0,2.03762369523132,0.604730578760306,35,post_opening,0.06131885200738907,12,-0.02779147328849263,R1,0.3826834370613369,-0.9238795305660376,63.80161666870117,32.30046081542969,0.5434117267529169,1.4142135381698608,1
0.11415613961975557,13.041610464748015,1,8,11.077507019042969,-6.819252014160156,71.70352935791016,35.997371673583984,1,49,2.5,1,1.0,42,0.5242270375070092,6.1145586809214985,0,25,0.5822437606529473,0,0,0,2.795473946465387,0.5554275860389074,35,post_opening,0.08733996500571573,12,-0.026816174614039845,R1,-1.8369701465288538e-16,-1.0,60.62602233886719,30.81662368774414,0.4680876210331917,1.4142135381698608,1
0.1407556291614463,13.156467770402031,1,8,10.990882873535156,-7.186923980712891,73.03434753417969,34.9854621887207,1,50,2.692582368850708,1,1.0,43,0.5472801680836503,5.999275104277288,0,25,0.545121290405044,0,0,0,2.776104185316298,0.5123092258969942,35,post_opening,0.10794356465339655,12,-0.03281206450804974,R1,-1.8369701465288538e-16,-1.0,62.04346466064453,30.172386169433594,0.4043656612435977,1.5811388492584229,1
0.17135421670884204,13.22435790102621,1,8,10.880931854248047,-7.4866943359375,74.33822631835938,33.97066879272461,1,51,3.640054941177368,1,1.0,44,0.5668400178276979,5.889919482345419,0,25,0.5363020411373209,0,0,0,2.752231597900391,0.49491877605517703,35,post_opening,0.12997095162669814,12,-0.041383265082143905,R1,-1.8369701465288538e-16,-1.0,63.45729446411133,29.45736312866211,0.3649478244284789,2.0,1
0.17708433446461674,13.232198275520293,1,8,10.740287780761719,-7.710872650146484,75.60368347167969,32.96413040161133,1,52,4.031128883361816,1,1.0,45,0.5832016329114442,5.782525292569868,0,25,0.535572583746659,0,0,0,2.723980373806424,0.470756101111571,35,post_opening,0.11226785182952881,12,-0.06481648263508794,R1,-1.8369701465288538e-16,-1.0,64.86339569091797,28.675003051757812,0.3584882492820422,3.0,1
0.20868070128256888,13.16811888897928,1,8,10.562026977539062,-7.852947235107422,76.82029724121094,31.97610855102539,1,53,5.0,1,1.0,46,0.5966603121716035,5.673501134860778,0,25,0.5356148228316984,0,0,0,2.6908153957790804,0.4562893360853195,35,post_opening,0.12935521453619003,12,-0.07932548674637885,R1,-1.8369701465288538e-16,-1.0,66.25827026367188,27.829055786132812,0.3269341215491295,3.5,1
0.2435454994490257,13.022689105834381,1,8,10.340721130371094,-7.908180236816406,77.97966766357422,31.015541076660156,1,54,5.522680282592773,1,1.0,47,0.25725674287388284,7.633711865400336,0,25,0.5368037566592804,0,0,0,3.2048219238828395,0.4695955713589986,35,post_opening,0.17633731414874393,12,-0.06720818530028178,R1,-0.3826834370613369,-0.9238795305660376,63.04674530029297,27.837167739868164,0.29325825721025467,2.0,1
0.2597771011694929,12.794310048912095,1,8,10.071792602539062,-7.883810043334961,79.07477569580078,30.090139389038086,1,55,6.082762718200684,1,1.0,48,0.6163828104002321,5.440221180887564,0,25,0.5401377377812724,0,0,0,2.604971567789714,0.49830978115399677,35,post_opening,0.21794914454221725,12,-0.04182795662727562,R1,-1.8369701465288538e-16,-1.0,69.00298309326172,25.973949432373047,0.2803606366117795,5.0,1
0.27006186551942374,11.121443066290954,1,7,8.715950012207031,-6.903924942016602,79.07477569580078,30.090139389038086,0,55,7.017834186553955,1,1.0,49,0.6209128911192938,5.048211703462233,0,25,0.5445883212694917,0,0,0,2.2526717185974126,0.5309136658906937,35,post_opening,0.25638721014062565,12,-0.013674655378798084,R1,-1.8369701465288538e-16,-1.0,70.35882568359375,24.994064331054688,0.274526455750068,5.5,1
0.24072645948374072,9.447637753485415,1,6,7.371246337890625,-5.907232284545898,79.07477569580078,30.090139389038086,0,55,7.5,1,1.0,50,0.6253555113502057,4.781660041459078,0,25,0.5478630659087876,0,0,0,1.9021301269531252,0.5323782463868459,35,post_opening,0.22524163996179902,12,-0.015484819521941695,R1,-1.8369701465288538e-16,-1.0,71.70352935791016,23.997371673583984,0.3071366064250469,6.5,1
