directional_class,directional_p_noop,directional_p_pred,dot_safe,episode_id,feasible_direction_count,force_norm,force_perp_norm,force_risk_alignment,force_source,has_safe_alt,lam_hard,lam_soft,path_index,regime,safe_risk,scaffold_risk
0.0,nan,nan,2.6221652030944824,00000_001822_04,4.0,3.320943593978882,3.295142889022827,-0.04687213525176048,coef_energy_material_checkpoint_lambdas,0.0,2.184364080429077,1.4425337314605713,3,R2,2.451377034187317,0.3381277024745941
0.0,nan,nan,0.4399348497390747,00000_001822_04,5.0,2.158571720123291,2.113265037536621,0.6269291043281555,coef_energy_material_checkpoint_lambdas,0.0,2.172844409942627,1.439508318901062,6,R2,2.029312700033188,2.029312700033188
0.0,nan,nan,2.01944637298584,00000_001822_04,3.0,2.2322607040405273,2.231647491455078,0.9996255040168762,coef_energy_material_checkpoint_lambdas,0.0,2.1599791049957275,1.4343231916427612,9,R2,2.1005732715129852,2.0570045709609985
0.0,nan,nan,0.6886058449745178,00000_001822_04,2.0,0.7178045511245728,0.630210280418396,0.9404004216194153,coef_energy_material_checkpoint_lambdas,0.0,2.1488699913024902,1.4390029907226562,12,R2,2.0247632265090942,1.2957609593868256
0.0,nan,nan,-0.20495937764644623,00000_001822_04,1.0,0.5215916037559509,0.19422480463981628,0.6739090085029602,coef_energy_material_checkpoint_lambdas,0.0,2.1527538299560547,1.4360641241073608,15,R2,2.029312700033188,0.8878019452095032
0.0,nan,nan,2.0289950370788574,00000_001822_04,1.0,3.483447790145874,2.8315346240997314,-0.1445302516222,coef_energy_material_checkpoint_lambdas,0.0,2.1864891052246094,1.4293532371520996,30,R2,3.1665260195732117,3.1665260195732117
0.0,nan,nan,0.12095209956169128,00000_001822_04,2.0,2.327127456665039,2.3239822387695312,0.920328676700592,coef_energy_material_checkpoint_lambdas,0.0,2.215596914291382,1.4361869096755981,33,R2,3.1889272034168243,3.1889272034168243
0.0,nan,nan,-0.07488737255334854,00000_001822_04,2.0,0.07683982700109482,0.01721164397895336,0.9998815059661865,coef_energy_material_checkpoint_lambdas,0.0,2.222933292388916,1.449442982673645,36,R2,3.348447561264038,3.348447561264038
0.0,nan,nan,0.5402418971061707,00000_001822_04,1.0,1.2742565870285034,1.1540660858154297,-0.9487246870994568,coef_energy_material_checkpoint_lambdas,0.0,2.229520320892334,1.477825403213501,39,R2,3.1665260195732117,3.161460041999817
0.0,nan,nan,0.028985649347305298,00000_001822_04,2.0,0.24941915273666382,0.15467503666877747,-0.1831023246049881,coef_energy_material_checkpoint_lambdas,0.0,2.2093563079833984,1.5187619924545288,42,R2,3.1889272034168243,1.2306994795799255
