activation_rate,active_steps,agreement_clearance_rate,agreement_decisions,agreement_directional_cosine,agreement_hard_disagreement_rate,blocked_pre_opening_activation_rate,blocked_pre_opening_active_steps,blocked_pre_opening_any_activation,blocked_pre_opening_steps,compute_ms_per_step,cvar20_violation,episode_id,false_preactivation_episode,hard_contacts,k,post_opening_activation_rate,post_opening_active_steps,post_opening_any_activation,post_opening_no_activation_episode,post_opening_steps,pre_event_activation_rate,pre_event_active_steps,pre_event_any_activation,pre_event_steps,regime,steps,success
0.12244897959183673,6,1.0,6,0.48554920610611824,0.0,0.0,0,0,10,9.29587610227493,2.546969282694993,26,0,8.0,4,0.3333333333333333,6,1,0,18,0.0,0,0,21,R1,49,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,9.436098909513516,1.5967590741003161,27,0,3.0,4,0.0,0,0,1,19,0.0,0,0,26,R1,55,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,9.819688660395771,2.54822434855749,28,0,10.0,4,0.0,0,0,1,19,0.0,0,0,24,R1,53,1.0
0.03333333333333333,2,1.0,2,0.3433453998857168,0.0,0.0,0,0,10,9.34582470023694,1.8479620419266167,29,0,6.0,4,0.08695652173913043,2,1,0,23,0.0,0,0,27,R1,60,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,9.897578413827055,1.6863183446650871,30,0,5.0,4,0.0,0,0,1,21,0.0,0,0,27,R1,58,1.0
0.03225806451612903,2,1.0,2,0.766634601338031,0.0,0.0,0,0,10,9.939712983924114,1.4884514100856787,31,0,4.0,4,0.08695652173913043,2,1,0,23,0.0,0,0,29,R1,62,1.0
0.01020408163265306,1,0.0,1,0.8109429758029212,1.0,0.0,0,0,10,9.661518867372306,2.3532579644877725,32,0,15.0,4,0.022727272727272728,1,1,0,44,0.0,0,0,44,R3,98,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,9.96555901357381,2.3168994275328356,33,0,11.0,4,0.0,0,0,1,30,0.0,0,0,33,R1,73,1.0
0.010526315789473684,1,0.0,1,0.7190975709878674,0.0,0.0,0,0,10,9.92653490515965,2.302078598725906,34,0,16.0,4,0.023255813953488372,1,1,0,43,0.0,0,0,42,R3,95,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,9.954464854066222,2.6701621178403863,35,0,23.0,4,0.0,0,0,1,43,0.0,0,0,43,R3,96,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,8.220826439267002,2.7225023921948193,36,0,26.0,4,0.0,0,0,1,36,0.0,0,0,36,R3,82,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.448343391769339,2.79123342911119,37,0,16.0,4,0.0,0,0,1,31,0.0,0,0,33,R3,74,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.2713938091456995,2.9034996531176134,38,0,17.0,4,0.0,0,0,1,28,0.0,0,0,30,R1,68,1.0
0.04477611940298507,3,0.0,3,0.7731705936258276,0.0,0.0,0,0,10,8.413444671939725,2.1433432370595495,39,0,9.0,4,0.1111111111111111,3,1,0,27,0.0,0,0,30,R3,67,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.516325857105418,2.7522791876700436,40,0,12.0,4,0.0,0,0,1,16,0.0,0,0,23,R1,49,1.0
0.043478260869565216,2,1.0,2,0.999664844231459,0.0,0.0,0,0,10,8.12496767384405,2.6972267215317944,41,0,10.0,4,0.13333333333333333,2,1,0,15,0.0,0,0,21,R1,46,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.4151733260014625,2.8011454570864034,42,0,15.0,4,0.0,0,0,1,15,0.0,0,0,21,R1,46,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.639702965489364,2.2272830403440618,43,0,8.0,4,0.0,0,0,1,21,0.0,0,0,27,R1,58,1.0
0.017543859649122806,1,0.0,1,0.5877232177561263,0.0,0.0,0,0,10,7.498963070183731,2.4046908059124963,44,0,9.0,4,0.05,1,1,0,20,0.0,0,0,27,R1,57,1.0
0.06896551724137931,4,0.0,4,0.7266384716809754,0.0,0.0,0,0,10,7.528265638092276,1.4814433670919105,45,0,3.0,4,0.18181818181818182,4,1,0,22,0.0,0,0,26,R1,58,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.459510943659072,2.6167182594237133,46,0,19.0,4,0.0,0,0,1,19,0.0,0,0,24,R2,53,1.0
0.017543859649122806,1,nan,0,nan,nan,0.0,0,0,10,8.573997508950956,2.871439346729781,47,0,14.0,4,0.047619047619047616,1,1,0,21,0.0,0,0,26,R2,57,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.87072059017087,2.614089267007646,48,0,19.0,4,0.0,0,0,1,23,0.0,0,0,28,R1,61,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,8.106283383191718,2.6454031552219197,49,0,23.0,4,0.0,0,0,1,22,0.0,0,0,28,R1,60,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.939886861444952,2.6422474975988606,50,0,26.0,4,0.0,0,0,1,25,0.0,0,0,30,R1,65,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.910559190407632,2.643164110339712,51,0,15.0,4,0.0,0,0,1,24,0.0,0,0,29,R3,63,1.0
0.06666666666666667,4,0.25,4,0.4063342005898133,0.0,0.0,0,0,10,8.00891026641087,2.5264129420002814,52,0,19.0,4,0.17391304347826086,4,1,0,23,0.0,0,0,27,R1,60,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.878833983947213,2.6651667401423,53,0,22.0,4,0.0,0,0,1,23,0.0,0,0,30,R1,63,1.0
0.034482758620689655,2,1.0,1,0.7261657873473887,0.0,0.0,0,0,10,7.998860706595287,2.782066960016255,54,0,18.0,4,0.09090909090909091,2,1,0,22,0.0,0,0,26,R3,58,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.916132888769628,2.9025735500866983,55,0,26.0,4,0.0,0,0,1,21,0.0,0,0,23,R2,54,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.695475770694921,2.715038202629101,56,0,14.0,4,0.0,0,0,1,24,0.0,0,0,27,R1,61,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.693154961112644,2.338214653197354,57,0,12.0,4,0.0,0,0,1,34,0.0,0,0,33,R2,77,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.801636452742694,2.8454293823099044,58,0,18.0,4,0.0,0,0,1,19,0.0,0,0,24,R3,53,1.0
0.03571428571428571,3,1.0,3,0.6376674649230082,0.0,0.0,0,0,10,7.598853321161143,2.3439386667017663,59,0,14.0,4,0.08108108108108109,3,1,0,37,0.0,0,0,37,R2,84,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.82191426095897,2.777140792119841,60,0,13.0,4,0.0,0,0,1,15,0.0,0,0,21,R2,46,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.574989730518395,2.692303360576063,61,0,28.0,4,0.0,0,0,1,41,0.0,0,0,38,R1,89,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.6199437441196425,2.204289657812067,62,0,14.0,4,0.0,0,0,1,36,0.0,0,0,36,R2,82,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.659962733547824,2.7010432044458494,63,0,16.0,4,0.0,0,0,1,23,0.0,0,0,27,R2,60,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.377543054030252,2.8635614652405468,64,0,24.0,4,0.0,0,0,1,31,0.0,0,0,33,R1,74,1.0
0.09333333333333334,7,0.8571428571428571,7,0.7531065438556516,0.0,0.0,0,0,10,7.455736866686493,2.796560009974473,65,0,16.0,4,0.21875,7,1,0,32,0.0,0,0,33,R1,75,1.0
0.0125,1,0.0,1,0.7681274775072853,0.0,0.0,0,0,10,7.596015062517836,2.5291423374898323,66,0,14.0,4,0.029411764705882353,1,1,0,34,0.0,0,0,36,R1,80,1.0
0.010869565217391304,1,1.0,1,0.9902144567773535,0.0,0.0,0,0,10,7.446719412932314,2.0504109203291665,67,0,11.0,4,0.02564102564102564,1,1,0,39,0.0,0,0,43,R3,92,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.578307781791822,2.8381777175848146,68,0,21.0,4,0.0,0,0,1,21,0.0,0,0,24,R3,55,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.45302167014925,2.431950220684982,69,0,13.0,4,0.0,0,0,1,41,0.0,0,0,40,R1,91,1.0
0.04918032786885246,3,1.0,3,0.7439493467680848,0.0,0.0,0,0,10,7.636957524676395,2.8214173678498686,70,0,22.0,4,0.125,3,1,0,24,0.0,0,0,27,R3,61,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.436887999828805,2.687216269430436,71,0,20.0,4,0.0,0,0,1,40,0.0,0,0,43,R3,93,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.381442233357423,2.137342532905733,72,0,8.0,4,0.0,0,0,1,23,0.0,0,0,27,R2,60,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.3955501234382135,1.4227277019380067,73,0,5.0,4,0.0,0,0,1,31,0.0,0,0,32,R1,73,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.532088321438225,2.5203608420319052,74,0,14.0,4,0.0,0,0,1,20,0.0,0,0,26,R1,56,1.0
0.0196078431372549,1,0.0,1,0.6743012231949482,1.0,0.0,0,0,10,7.587490431558085,2.4509575849039558,75,0,8.0,4,0.0,0,0,1,17,0.041666666666666664,1,1,24,R3,51,1.0
0.018867924528301886,1,nan,0,nan,nan,0.0,0,0,10,7.431954131703296,1.6244097121152306,76,0,3.0,4,0.05263157894736842,1,1,0,19,0.0,0,0,24,R2,53,1.0
0.07692307692307693,5,0.0,5,0.9292540426193628,1.0,0.0,0,0,10,7.313513138349383,1.7956624707092161,77,0,9.0,4,0.0,0,0,1,26,0.1724137931034483,5,1,29,R2,65,1.0
0.04,2,0.0,2,0.6812653563752029,1.0,0.0,0,0,10,7.8217231400776654,2.294193332285993,78,0,7.0,4,0.0,0,0,1,16,0.08333333333333333,2,1,24,R3,50,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.817575075684792,2.050294436322874,79,0,9.0,4,0.0,0,0,1,26,0.0,0,0,30,R2,66,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.685886350807554,1.5516681919841158,80,0,3.0,4,0.0,0,0,1,21,0.0,0,0,26,R2,57,1.0
0.05084745762711865,3,1.0,3,0.6007998752059794,0.0,0.0,0,0,10,6.7189798815673125,2.027296783697919,81,0,7.0,4,0.13636363636363635,3,1,0,22,0.0,0,0,27,R1,59,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.640479367164591,1.9377262575474838,82,0,4.0,4,0.0,0,0,1,16,0.0,0,0,23,R3,49,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.570599290200569,1.286306343319554,83,0,2.0,4,0.0,0,0,1,23,0.0,0,0,29,R1,62,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.679866569510732,1.4318816726149286,84,0,3.0,4,0.0,0,0,1,25,0.0,0,0,30,R1,65,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.558133551654214,1.560250319927145,85,0,3.0,4,0.0,0,0,1,21,0.0,0,0,27,R1,58,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.7370962692970915,2.581963192698953,86,0,10.0,4,0.0,0,0,1,18,0.0,0,0,24,R1,52,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,6.560154254639558,1.8163089828546135,87,0,4.0,4,0.0,0,0,1,18,0.0,0,0,23,R1,51,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.930111794420929,2.6158939358641398,88,0,12.0,4,0.0,0,0,1,28,0.0,0,0,30,R1,68,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,8.040863274213587,2.432755971356926,89,0,12.0,4,0.0,0,0,1,24,0.0,0,0,28,R1,62,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.712429609765844,2.623868964394451,90,0,18.0,4,0.0,0,0,1,38,0.0,0,0,34,R1,82,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.804831164131469,2.4914235762254027,91,0,14.0,4,0.0,0,0,1,27,0.0,0,0,30,R2,67,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.7780439103988295,2.4796387722366835,92,0,10.0,4,0.0,0,0,1,27,0.0,0,0,30,R2,67,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.888675348526291,2.45994975730419,93,0,10.0,4,0.0,0,0,1,28,0.0,0,0,28,R2,66,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.734743685931807,2.4431178062625323,94,0,14.0,4,0.0,0,0,1,17,0.0,0,0,24,R2,51,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.575357226111616,2.679837746849038,95,0,14.0,4,0.0,0,0,1,38,0.0,0,0,36,R1,84,1.0
0.07246376811594203,5,0.0,5,0.924486196842645,0.0,0.0,0,0,10,7.367328855384519,2.108504713076481,96,0,11.0,4,0.17857142857142858,5,1,0,28,0.0,0,0,31,R2,69,1.0
0.12121212121212122,8,0.125,8,0.9095020948173421,0.0,0.0,0,0,10,7.440667242697215,2.5311799259189423,97,0,15.0,4,0.32,8,1,0,25,0.0,0,0,31,R2,66,1.0
0.10204081632653061,5,1.0,5,0.506046507090864,0.0,0.0,0,0,10,7.252600265557555,1.8835481670857055,98,0,4.0,4,0.2777777777777778,5,1,0,18,0.0,0,0,21,R1,49,1.0
0.12280701754385964,7,1.0,7,0.5670247776598366,0.0,0.0,0,0,10,7.408072263116768,2.623175056275576,99,0,11.0,4,0.3333333333333333,7,1,0,21,0.0,0,0,26,R1,57,1.0
0.21428571428571427,12,1.0,7,0.5774383136932805,0.0,0.0,0,0,10,7.946561821362203,2.362980258937169,0,0,10.0,8,0.5714285714285714,12,1,0,21,0.0,0,0,25,R1,56,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.999776525154584,1.9600181268606136,1,0,7.0,8,0.0,0,0,1,22,0.0,0,0,27,R1,59,1.0
0.10909090909090909,6,0.6666666666666666,6,0.8267967753910593,0.3333333333333333,0.2,2,1,10,7.775578563186255,2.2891397638925843,2,1,9.0,8,0.2,4,1,0,20,0.0,0,0,25,R3,55,1.0
0.09375,6,1.0,6,0.6154390893566679,0.0,0.0,0,0,10,7.807934422089602,1.3941213816136981,3,0,3.0,8,0.24,6,1,0,25,0.0,0,0,29,R3,64,1.0
0.32727272727272727,18,0.6666666666666666,15,0.7134707589554646,0.0,0.0,0,0,10,7.527768636249345,1.5975663233089985,4,0,3.0,8,0.5263157894736842,10,1,0,19,0.3076923076923077,8,1,26,R3,55,1.0
0.09230769230769231,6,0.5,6,0.6869103373345129,0.5,0.0,0,0,10,7.707722461782396,1.702204411262008,5,0,6.0,8,0.125,3,1,0,24,0.0967741935483871,3,1,31,R1,65,1.0
0.171875,11,0.18181818181818182,11,0.9296059616445201,0.0,0.0,0,0,10,8.333815187143045,2.113445117976783,6,0,8.0,8,0.08333333333333333,2,1,0,24,0.3,9,1,30,R1,64,1.0
0.17307692307692307,9,0.6666666666666666,9,0.7989575538862805,0.0,0.1,1,1,10,7.390586038617095,2.377843306085679,7,1,9.0,8,0.16666666666666666,3,1,0,18,0.20833333333333334,5,1,24,R1,52,1.0
0.23529411764705882,12,0.5714285714285714,7,0.716392683500551,0.42857142857142855,0.3,3,1,10,7.658211176521053,2.628876824235302,8,1,12.0,8,0.5294117647058824,9,1,0,17,0.0,0,0,24,R2,51,1.0
0.02040816326530612,1,1.0,1,0.7939932433275886,0.0,0.0,0,0,10,7.503681387918602,2.774425280290071,9,0,13.0,8,0.058823529411764705,1,1,0,17,0.0,0,0,22,R2,49,1.0
0.05357142857142857,3,0.6666666666666666,3,0.8551196052889664,0.0,0.0,0,0,10,7.48890458895143,2.5406136995400392,10,0,9.0,8,0.1,2,1,0,20,0.038461538461538464,1,1,26,R1,56,1.0
0.21212121212121213,14,1.0,12,0.5557705950889065,0.0,0.1,1,1,10,7.745887181954458,1.3684046382766868,11,1,3.0,8,0.5,13,1,0,26,0.0,0,0,30,R1,66,1.0
0.09836065573770492,6,0.8333333333333334,6,0.8805113479131336,0.16666666666666666,0.0,0,0,10,7.485610114689153,1.3482038494321997,12,0,3.0,8,0.22727272727272727,5,1,0,22,0.034482758620689655,1,1,29,R2,61,1.0
0.13333333333333333,8,1.0,5,0.808095856902851,0.0,0.0,0,0,10,7.446412333229091,2.7169188033590737,13,0,20.0,8,0.36363636363636365,8,1,0,22,0.0,0,0,28,R1,60,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.4790595620773574,2.5473058023440713,14,0,11.0,8,0.0,0,0,1,17,0.0,0,0,21,R1,48,1.0
0.018518518518518517,1,0.0,1,0.4741402824653511,1.0,0.0,0,0,10,7.299689092582816,2.37606504388543,15,0,11.0,8,0.0,0,0,1,19,0.04,1,1,25,R2,54,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,8.011191356256289,2.576678928773273,16,0,12.0,8,0.0,0,0,1,22,0.0,0,0,27,R1,59,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,8.113058145681862,2.5702010751655413,17,0,13.0,8,0.0,0,0,1,16,0.0,0,0,22,R2,48,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.890505718254209,2.737993605095636,18,0,14.0,8,0.0,0,0,1,33,0.0,0,0,28,R1,71,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.912952547784487,2.7136702958803167,19,0,20.0,8,0.0,0,0,1,31,0.0,0,0,32,R1,73,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.854703999680257,2.623574669938637,20,0,13.0,8,0.0,0,0,1,25,0.0,0,0,27,R1,62,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.9420780423622,2.4211518309931686,21,0,11.0,8,0.0,0,0,1,33,0.0,0,0,28,R1,71,1.0
0.0547945205479452,4,0.0,4,0.7899607323887995,1.0,0.0,0,0,10,7.838695246665675,2.874771676691243,22,0,35.0,8,0.13333333333333333,4,1,0,30,0.0,0,0,33,R3,73,1.0
0.06666666666666667,4,0.0,3,0.7436793604472877,1.0,0.0,0,0,10,8.100537750093887,2.9458124249101667,23,0,23.0,8,0.16666666666666666,4,1,0,24,0.0,0,0,26,R1,60,1.0
0.2903225806451613,18,0.6111111111111112,18,0.7135463597666476,0.3888888888888889,0.8,8,1,10,7.588458322589436,2.3258657745726046,24,1,11.0,8,0.4,10,1,0,25,0.0,0,0,27,R1,62,1.0
0.24074074074074073,13,0.08333333333333333,12,0.6962812540426345,0.8333333333333334,0.5,5,1,10,7.672304370552646,2.6196796388888135,25,1,13.0,8,0.42105263157894735,8,1,0,19,0.0,0,0,25,R3,54,1.0
0.12244897959183673,6,1.0,6,0.48554920610611824,0.0,0.0,0,0,10,7.57392844938369,2.546969282694993,26,0,8.0,8,0.3333333333333333,6,1,0,18,0.0,0,0,21,R1,49,1.0
0.18181818181818182,10,0.9,10,0.7108057424465664,0.1,0.1,1,1,10,7.5036095820409665,1.5967601678111318,27,1,3.0,8,0.2631578947368421,5,1,0,19,0.15384615384615385,4,1,26,R1,55,1.0
0.018867924528301886,1,1.0,1,0.7268464423401167,0.0,0.0,0,0,10,7.5525977359952865,2.54822434855749,28,0,10.0,8,0.05263157894736842,1,1,0,19,0.0,0,0,24,R1,53,1.0
0.06666666666666667,4,1.0,4,0.5673584549007528,0.0,0.0,0,0,10,7.4064072997619705,1.8479620419266167,29,0,6.0,8,0.17391304347826086,4,1,0,23,0.0,0,0,27,R1,60,1.0
0.1206896551724138,7,0.42857142857142855,7,0.7194086502800981,0.5714285714285714,0.5,5,1,10,7.6202377932876795,1.6863184746342978,30,1,5.0,8,0.09523809523809523,2,1,0,21,0.0,0,0,27,R1,58,1.0
0.06451612903225806,4,1.0,4,0.8784983739733033,0.0,0.0,0,0,10,7.584704128901414,1.4884512879805765,31,0,4.0,8,0.08695652173913043,2,1,0,23,0.06896551724137931,2,1,29,R1,62,1.0
0.01020408163265306,1,0.0,1,0.8109429758029212,1.0,0.0,0,0,10,7.658862397763688,2.3532579644877725,32,0,15.0,8,0.022727272727272728,1,1,0,44,0.0,0,0,44,R3,98,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.4994903558559,2.3168994275328356,33,0,11.0,8,0.0,0,0,1,30,0.0,0,0,33,R1,73,1.0
0.010526315789473684,1,0.0,1,0.7190975709878674,0.0,0.0,0,0,10,7.700924400093132,2.302078598725906,34,0,16.0,8,0.023255813953488372,1,1,0,43,0.0,0,0,42,R3,95,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.5937951460218756,2.6701621178403863,35,0,23.0,8,0.0,0,0,1,43,0.0,0,0,43,R3,96,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.619311792418224,2.7225023921948193,36,0,26.0,8,0.0,0,0,1,36,0.0,0,0,36,R3,82,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.61642045934521,2.79123342911119,37,0,16.0,8,0.0,0,0,1,31,0.0,0,0,33,R3,74,1.0
0.0,0,nan,0,nan,nan,0.0,0,0,10,7.499401588574983,2.9034996531176134,38,0,17.0,8,0.0,0,0,1,28,0.0,0,0,30,R1,68,1.0
0.04477611940298507,3,0.0,3,0.7731705936258276,0.0,0.0,0,0,10,7.603676641731759,2.1433432370595495,39,0,9.0,8,0.1111111111111111,3,1,0,27,0.0,0,0,30,R3,67,1.0
0.20408163265306123,10,0.3,10,0.6358844996029983,0.7,0.0,0,0,10,7.676948591287495,2.7522792688578064,40,0,12.0,8,0.1875,3,1,0,16,0.30434782608695654,7,1,23,R1,49,1.0
0.043478260869565216,2,1.0,2,0.999664844231459,0.0,0.0,0,0,10,7.753956608686839,2.6972267215317944,41,0,10.0,8,0.13333333333333333,2,1,0,15,0.0,0,0,21,R1,46,1.0
0.06521739130434782,3,0.0,2,0.7150631074279057,0.0,0.0,0,0,10,7.756871499662774,2.8011454570864034,42,0,15.0,8,0.2,3,1,0,15,0.0,0,0,21,R1,46,1.0
0.034482758620689655,2,1.0,2,0.6958792158686989,0.0,0.0,0,0,10,7.7913646382512525,2.2272830403440618,43,0,8.0,8,0.09523809523809523,2,1,0,21,0.0,0,0,27,R1,58,1.0
