corruption_probability,CAR,FAR,SR,activation_rate,noop_rate,R1_activation_rate,R2_activation_rate,R3_activation_rate,n_samples,n_CAR_eligible,n_FAR_eligible
0.0,0.7333802321491383,0.21708926710663426,1.8637828584539315,0.2867998388118128,0.7132001611881872,0.4239111870196413,0.22744666048237477,0.20676300578034681,52113.0,8529.0,34548.0
0.1,0.48868566068706765,0.17051638300335764,1.6734875507271803,0.20935275267207798,0.790647247327922,0.28573868488471393,0.1707444341372913,0.17028901734104046,52113.0,8529.0,34548.0
0.2,0.3971157228279986,0.14469723283547528,1.6038561533352311,0.1749083721911999,0.8250916278088001,0.23432963279248506,0.1461038961038961,0.14329479768786127,52113.0,8529.0,34548.0
0.3,0.34728573103529137,0.13375593377330092,1.5491518184594502,0.15848252835185078,0.8415174716481493,0.20711642470822658,0.13369666048237477,0.1338150289017341,52113.0,8529.0,34548.0
