directional_class,directional_p_noop,directional_p_pred,dot_safe,episode_id,feasible_direction_count,force_norm,force_perp_norm,force_risk_alignment,force_source,has_safe_alt,lam_hard,lam_soft,path_index,regime,safe_risk,scaffold_risk
0.0,nan,nan,4.173018932342529,00000_001822_04,4.0,5.366870880126953,5.3371076583862305,-0.06620947271585464,coef_energy_material_checkpoint_lambdas,0.0,3.5262110233306885,1.9707024097442627,3,R2,2.451377034187317,0.3381277024745941
0.0,nan,nan,0.6844639778137207,00000_001822_04,5.0,3.472775936126709,3.404655933380127,0.6215752363204956,coef_energy_material_checkpoint_lambdas,0.0,3.51493501663208,1.9677982330322266,6,R2,2.029312700033188,2.029312700033188
0.0,nan,nan,3.2598214149475098,00000_001822_04,3.0,3.6037487983703613,3.602778434753418,0.9996190667152405,coef_energy_material_checkpoint_lambdas,0.0,3.5169906616210938,1.9597423076629639,9,R2,2.1005732715129852,2.0570045709609985
0.0,nan,nan,1.108282208442688,00000_001822_04,2.0,1.1532721519470215,1.009225606918335,0.9383547902107239,coef_energy_material_checkpoint_lambdas,0.0,3.509413003921509,1.9697917699813843,12,R2,2.0247632265090942,1.2957609593868256
0.0,nan,nan,-0.33775943517684937,00000_001822_04,1.0,0.8421909213066101,0.30669718980789185,0.6673636436462402,coef_energy_material_checkpoint_lambdas,0.0,3.5037975311279297,1.9676059484481812,15,R2,2.029312700033188,0.8878019452095032
0.0,nan,nan,3.3167214393615723,00000_001822_04,1.0,5.63075065612793,4.550242900848389,-0.1525462418794632,coef_energy_material_checkpoint_lambdas,0.0,3.5300066471099854,1.961106777191162,30,R2,3.1665260195732117,3.1665260195732117
0.0,nan,nan,0.16487792134284973,00000_001822_04,2.0,3.670874834060669,3.667170286178589,0.9175410270690918,coef_energy_material_checkpoint_lambdas,0.0,3.5529775619506836,1.9577628374099731,33,R2,3.1889272034168243,3.1889272034168243
0.0,nan,nan,-0.10028068721294403,00000_001822_04,2.0,0.10296626389026642,0.023363109678030014,0.9998311400413513,coef_energy_material_checkpoint_lambdas,0.0,3.555922746658325,1.9674760103225708,36,R2,3.348447561264038,3.348447561264038
0.0,nan,nan,0.8807767629623413,00000_001822_04,1.0,2.0538289546966553,1.8553829193115234,-0.950416088104248,coef_energy_material_checkpoint_lambdas,0.0,3.5352728366851807,1.9978835582733154,39,R2,3.1665260195732117,3.161460041999817
0.0,nan,nan,0.009587362408638,00000_001822_04,2.0,0.4017663598060608,0.2772315442562103,-0.27323243021965027,coef_energy_material_checkpoint_lambdas,0.0,3.482300281524658,2.038586378097534,42,R2,3.1889272034168243,1.2306994795799255
