arm,correct_activation,dataset,dot_safe,episode_id,false_activation,gate_active,lambda_hard_learned,lambda_soft_learned,lambda_soft_used,path_index,regime,soft_force_norm,soft_force_perp_norm
zero,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.07846607267856598,0.11145079135894775,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.07846607267856598,0.11145079135894775,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.07846607267856598,0.11145079135894775,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.07152612507343292,0.10751509666442871,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.07152612507343292,0.10751509666442871,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.07152612507343292,0.10751509666442871,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.0740952342748642,0.11462356895208359,0.0,72,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.0740952342748642,0.11462356895208359,0.0,72,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_06,0,0,0.0740952342748642,0.11462356895208359,0.0,72,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.10641881823539734,0.13513563573360443,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.10641881823539734,0.13513563573360443,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.10641881823539734,0.13513563573360443,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.10601773858070374,0.13386623561382294,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.10601773858070374,0.13386623561382294,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.10601773858070374,0.13386623561382294,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.09508732706308365,0.12418600916862488,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.09508732706308365,0.12418600916862488,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.09508732706308365,0.12418600916862488,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.0847189873456955,0.1147974357008934,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.0847189873456955,0.1147974357008934,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.0847189873456955,0.1147974357008934,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.07687629014253616,0.11141417920589447,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.07687629014253616,0.11141417920589447,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.07687629014253616,0.11141417920589447,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.07005705684423447,0.11172584444284439,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.07005705684423447,0.11172584444284439,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001770_07,0,0,0.07005705684423447,0.11172584444284439,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.06523006409406662,0.09994423389434814,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.06523006409406662,0.09994423389434814,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.06523006409406662,0.09994423389434814,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.0863780528306961,0.11780992895364761,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.0863780528306961,0.11780992895364761,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.0863780528306961,0.11780992895364761,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.07310916483402252,0.1042850986123085,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.07310916483402252,0.1042850986123085,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.07310916483402252,0.1042850986123085,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.06587303429841995,0.09763676673173904,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.06587303429841995,0.09763676673173904,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.06587303429841995,0.09763676673173904,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.07253982126712799,0.09910713881254196,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.07253982126712799,0.09910713881254196,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.07253982126712799,0.09910713881254196,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.08019406348466873,0.10370466858148575,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.08019406348466873,0.10370466858148575,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_00,0,0,0.08019406348466873,0.10370466858148575,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.035883937031030655,0.06851834058761597,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.035883937031030655,0.06851834058761597,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.035883937031030655,0.06851834058761597,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.08852403610944748,0.11814063787460327,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.08852403610944748,0.11814063787460327,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.08852403610944748,0.11814063787460327,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07288667559623718,0.10411921888589859,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07288667559623718,0.10411921888589859,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07288667559623718,0.10411921888589859,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.06415573507547379,0.09580184519290924,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.06415573507547379,0.09580184519290924,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.06415573507547379,0.09580184519290924,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07911522686481476,0.1052541732788086,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07911522686481476,0.1052541732788086,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07911522686481476,0.1052541732788086,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07764575630426407,0.10401579737663269,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07764575630426407,0.10401579737663269,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_01,0,0,0.07764575630426407,0.10401579737663269,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.061503682285547256,0.09545998275279999,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.061503682285547256,0.09545998275279999,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.061503682285547256,0.09545998275279999,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.07651638984680176,0.10738198459148407,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.07651638984680176,0.10738198459148407,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.07651638984680176,0.10738198459148407,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.09153835475444794,0.11993290483951569,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.09153835475444794,0.11993290483951569,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.09153835475444794,0.11993290483951569,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.08289814740419388,0.11613868921995163,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.08289814740419388,0.11613868921995163,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.08289814740419388,0.11613868921995163,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.08003854006528854,0.1069662868976593,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.08003854006528854,0.1069662868976593,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.08003854006528854,0.1069662868976593,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.07726919651031494,0.10307959467172623,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.07726919651031494,0.10307959467172623,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_02,0,0,0.07726919651031494,0.10307959467172623,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.06523006409406662,0.09994423389434814,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.06523006409406662,0.09994423389434814,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.06523006409406662,0.09994423389434814,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.0863780528306961,0.11780992895364761,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.0863780528306961,0.11780992895364761,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.0863780528306961,0.11780992895364761,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07310916483402252,0.1042850986123085,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07310916483402252,0.1042850986123085,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07310916483402252,0.1042850986123085,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.06587303429841995,0.09763676673173904,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.06587303429841995,0.09763676673173904,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.06587303429841995,0.09763676673173904,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07208289951086044,0.09990493953227997,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07208289951086044,0.09990493953227997,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07208289951086044,0.09990493953227997,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07406824082136154,0.10204038769006729,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07406824082136154,0.10204038769006729,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_03,0,0,0.07406824082136154,0.10204038769006729,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.06771950423717499,0.10310482233762741,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.06771950423717499,0.10310482233762741,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.06771950423717499,0.10310482233762741,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.06798462569713593,0.10184705257415771,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.06798462569713593,0.10184705257415771,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.06798462569713593,0.10184705257415771,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.0863029956817627,0.11561755836009979,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.0863029956817627,0.11561755836009979,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.0863029956817627,0.11561755836009979,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.07640405744314194,0.10617440938949585,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.07640405744314194,0.10617440938949585,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.07640405744314194,0.10617440938949585,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.07182051986455917,0.10346458107233047,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.07182051986455917,0.10346458107233047,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.07182051986455917,0.10346458107233047,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.08207601308822632,0.10654032230377197,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.08207601308822632,0.10654032230377197,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_04,0,0,0.08207601308822632,0.10654032230377197,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.06784117221832275,0.10375446826219559,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.06784117221832275,0.10375446826219559,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.06784117221832275,0.10375446826219559,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07184316217899323,0.1053653210401535,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07184316217899323,0.1053653210401535,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07184316217899323,0.1053653210401535,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.08537345379590988,0.11492274701595306,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.08537345379590988,0.11492274701595306,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.08537345379590988,0.11492274701595306,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07640405744314194,0.10617440938949585,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07640405744314194,0.10617440938949585,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07640405744314194,0.10617440938949585,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07182051986455917,0.10346458107233047,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07182051986455917,0.10346458107233047,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.07182051986455917,0.10346458107233047,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.08283586800098419,0.10699980705976486,0.0,60,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.08283586800098419,0.10699980705976486,0.0,60,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_05,0,0,0.08283586800098419,0.10699980705976486,0.0,60,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.035883937031030655,0.06851834058761597,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.035883937031030655,0.06851834058761597,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.035883937031030655,0.06851834058761597,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.08852403610944748,0.11814063787460327,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.08852403610944748,0.11814063787460327,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.08852403610944748,0.11814063787460327,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.07288873940706253,0.10443410277366638,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.07288873940706253,0.10443410277366638,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.07288873940706253,0.10443410277366638,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.05663476139307022,0.08965038508176804,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.05663476139307022,0.08965038508176804,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.05663476139307022,0.08965038508176804,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.057821378111839294,0.08857820928096771,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.057821378111839294,0.08857820928096771,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_06,0,0,0.057821378111839294,0.08857820928096771,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.09903863817453384,0.13389356434345245,0.0,0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.09903863817453384,0.13389356434345245,0.0,0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.09903863817453384,0.13389356434345245,0.0,0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.09037657082080841,0.12128158658742905,0.0,12,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.09037657082080841,0.12128158658742905,0.0,12,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.09037657082080841,0.12128158658742905,0.0,12,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.05801274999976158,0.09074125438928604,0.0,24,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.05801274999976158,0.09074125438928604,0.0,24,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.05801274999976158,0.09074125438928604,0.0,24,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.04384082183241844,0.0736735537648201,0.0,36,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.04384082183241844,0.0736735537648201,0.0,36,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.04384082183241844,0.0736735537648201,0.0,36,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.052240073680877686,0.08137573301792145,0.0,48,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.052240073680877686,0.08137573301792145,0.0,48,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.052240073680877686,0.08137573301792145,0.0,48,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.0627448558807373,0.09203370660543442,0.0,60,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.0627448558807373,0.09203370660543442,0.0,60,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.0627448558807373,0.09203370660543442,0.0,60,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.08261583000421524,0.10387106984853745,0.0,72,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.08261583000421524,0.10387106984853745,0.0,72,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001980_07,0,0,0.08261583000421524,0.10387106984853745,0.0,72,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.10087900608778,0.1278054565191269,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.10087900608778,0.1278054565191269,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.10087900608778,0.1278054565191269,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.08924195170402527,0.12010402977466583,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.08924195170402527,0.12010402977466583,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.08924195170402527,0.12010402977466583,0.0,12,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.07834492623806,0.11012796312570572,0.0,24,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.07834492623806,0.11012796312570572,0.0,24,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.07834492623806,0.11012796312570572,0.0,24,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.07107174396514893,0.10313686728477478,0.0,36,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.07107174396514893,0.10313686728477478,0.0,36,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.07107174396514893,0.10313686728477478,0.0,36,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.08008326590061188,0.10459192097187042,0.0,48,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.08008326590061188,0.10459192097187042,0.0,48,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_00,0,0,0.08008326590061188,0.10459192097187042,0.0,48,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.09915097802877426,0.13047435879707336,0.0,0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.09915097802877426,0.13047435879707336,0.0,0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.09915097802877426,0.13047435879707336,0.0,0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.08686117827892303,0.11992200464010239,0.0,12,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.08686117827892303,0.11992200464010239,0.0,12,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.08686117827892303,0.11992200464010239,0.0,12,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0565321147441864,0.09102053195238113,0.0,24,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0565321147441864,0.09102053195238113,0.0,24,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0565321147441864,0.09102053195238113,0.0,24,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04129743576049805,0.07326458394527435,0.0,36,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04129743576049805,0.07326458394527435,0.0,36,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04129743576049805,0.07326458394527435,0.0,36,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0500372052192688,0.08035428822040558,0.0,48,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0500372052192688,0.08035428822040558,0.0,48,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0500372052192688,0.08035428822040558,0.0,48,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0680539458990097,0.09528341889381409,0.0,60,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0680539458990097,0.09528341889381409,0.0,60,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0680539458990097,0.09528341889381409,0.0,60,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07893627882003784,0.10083174705505371,0.0,72,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07893627882003784,0.10083174705505371,0.0,72,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07893627882003784,0.10083174705505371,0.0,72,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.06710486114025116,0.10321182012557983,0.0,0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.06710486114025116,0.10321182012557983,0.0,0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.06710486114025116,0.10321182012557983,0.0,0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.059382449835538864,0.09375803172588348,0.0,12,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.059382449835538864,0.09375803172588348,0.0,12,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.059382449835538864,0.09375803172588348,0.0,12,R2,0.0,0.0
