delta_on_minus_off_cvar20_risk,delta_on_minus_off_cvar20_violation,delta_on_minus_off_false_pre_activation_rate,delta_on_minus_off_final_distance_m,delta_on_minus_off_hard_contacts,delta_on_minus_off_hard_hazard_length_m,delta_on_minus_off_mean_risk,delta_on_minus_off_path_length_m,delta_on_minus_off_post_open_activation_delay,delta_on_minus_off_post_open_activation_rate,delta_on_minus_off_risk_exposure,delta_on_minus_off_success,episode_id,gate_off_cvar20_risk,gate_off_cvar20_violation,gate_off_false_pre_activation_rate,gate_off_final_distance_m,gate_off_hard_contacts,gate_off_hard_hazard_length_m,gate_off_mean_risk,gate_off_path_length_m,gate_off_post_open_activation_delay,gate_off_post_open_activation_rate,gate_off_risk_exposure,gate_off_success,gate_on_cvar20_risk,gate_on_cvar20_violation,gate_on_false_pre_activation_rate,gate_on_final_distance_m,gate_on_hard_contacts,gate_on_hard_hazard_length_m,gate_on_mean_risk,gate_on_path_length_m,gate_on_post_open_activation_delay,gate_on_post_open_activation_rate,gate_on_risk_exposure,gate_on_success,regime,scene_id
2.0567013647720955e-08,1.0324287184726444e-05,-1.0,6.842613220214844e-05,0.0,2.8192996978759766e-05,9.9314275436857e-07,-6.680190563201904e-05,4.0,-0.85,-5.178490880552999e-07,0.0,10,0.9495657205864079,2.540603431959015,1.0,2.981472969055176,9,6.108747780323029,0.5048790694340239,33.438396506011486,0.0,1.0,16.882346511320996,1.0,0.9495657411534215,2.5406137562462,0.0,2.981541395187378,9,6.108775973320007,0.5048800625767783,33.438329704105854,4.0,0.15,16.88234599347191,1.0,R1,00000_001492
6.243819131723782e-07,1.910475484701024e-06,-0.8,5.0067901611328125e-06,0.0,5.424022674560547e-06,1.7480866276731177e-07,8.52346420288086e-06,3.0,-0.46153846153846156,1.1663675074657931e-05,0.0,11,0.8973976865415872,1.3684031975398505,1.0,2.550090789794922,3,1.9633146524429321,0.5446921520312668,40.16396790742874,0.0,1.0,21.876998113612093,1.0,0.8973983109235004,1.3684051080153352,0.2,2.550095796585083,3,1.9633200764656067,0.5446923268399295,40.163976430892944,3.0,0.5384615384615384,21.877009777287167,1.0,R1,00000_001492
2.889764718627674e-07,-6.978186317674329e-08,-1.0,7.3909759521484375e-06,0.0,-3.2186508178710938e-06,4.703886922752254e-07,-5.196034908294678e-05,2.0,-0.7272727272727273,-8.379797272084488e-06,0.0,12,0.9237137950113017,1.348203919214063,1.0,2.498835802078247,3,1.791017472743988,0.49319874790687296,36.665435545146465,0.0,1.0,18.08334690232639,1.0,0.9237140839877735,1.3482038494321997,0.0,2.498843193054199,3,1.7910142540931702,0.49319921829556523,36.66538358479738,2.0,0.2727272727272727,18.083338522529118,1.0,R2,00000_001492
2.538058652135078e-11,7.670931192471642e-07,-1.0,8.821487426757812e-05,0.0,2.6971101760864258e-06,5.425399116631979e-07,-0.00013373419642448425,4.0,-0.6363636363636364,-5.7891627157857783e-05,0.0,13,0.9499984264676924,2.7169180362659544,1.0,2.7781894207000732,20,9.104555249214172,0.5675554995183171,33.19575881958008,0.0,1.0,18.84043547873635,1.0,0.949998426493073,2.7169188033590737,0.0,2.778277635574341,20,9.104557946324348,0.5675560420582287,33.195625085383654,4.0,0.36363636363636365,18.84037758710919,1.0,R1,00000_001492
7.902384158153808e-08,1.0714024156754931e-07,-1.0,4.00543212890625e-05,0.0,5.781650543212891e-06,2.99649983992456e-07,-9.645521640777588e-05,109.0,-1.0,-3.5064480517377206e-05,0.0,14,0.680308301006238,2.5473056952038298,1.0,2.60640025138855,11,6.629204839468002,0.45231922809840425,28.58033663779497,0.0,1.0,12.927435806799965,1.0,0.6803083800300795,2.5473058023440713,0.0,2.606440305709839,11,6.6292106211185455,0.45231952774838824,28.580240182578564,109.0,0.0,12.927400742319447,1.0,R1,00000_001492
1.4235872802803584e-07,9.928355950705736e-07,-1.0,5.4836273193359375e-06,0.0,-1.411139965057373e-05,5.705385847654121e-07,-0.00010177493095397949,105.0,-1.0,-2.6020589087849544e-05,0.0,15,0.74452934081945,2.376064051049835,1.0,2.5525834560394287,11,5.166109189391136,0.4314377031125913,31.354604057967663,0.0,1.0,13.527558356774302,1.0,0.744529483178178,2.37606504388543,0.0,2.552588939666748,11,5.166095077991486,0.43143827365117604,31.35450228303671,105.0,0.0,13.527532336185214,1.0,R2,00000_001492
-1.269072024134843e-07,-3.6691973326341554e-07,-1.0,9.560585021972656e-05,0.0,-3.585219383239746e-05,1.6806775793298812e-07,-7.908046245574951e-05,103.0,-1.0,-3.451623095429568e-05,0.0,16,0.8298214360942535,2.5766792956930065,1.0,2.8830432891845703,12,8.158480316400528,0.5163671553810694,37.59397912025452,0.0,1.0,19.41229605778114,1.0,0.8298213091870511,2.576678928773273,0.0,2.88313889503479,12,8.158444464206696,0.5163673234488273,37.59390003979206,103.0,0.0,19.412261541550187,1.0,R1,00000_002145
6.911050260960394e-07,5.395031625887725e-07,-1.0,-3.0517578125e-05,0.0,-5.960464477539063e-08,5.337138774819117e-07,-1.9103288650512695e-05,0.0,-0.9375,7.542004706095895e-06,0.0,17,0.6220796124188869,2.57020068499869,1.0,2.69598126411438,13,8.446988612413406,0.40610785968855045,28.667065285146236,0.0,1.0,11.641920526502684,1.0,0.622080303523913,2.5702012245018526,0.0,2.695950746536255,13,8.446988552808762,0.40610839340242794,28.667046181857586,0.0,0.0625,11.64192806850739,1.0,R2,00000_002145
1.6571842345047827e-06,1.556060074570098e-06,-1.0,-1.049041748046875e-05,0.0,5.7756900787353516e-05,6.059923659540445e-07,0.00017439574003219604,102.0,-1.0,0.00011774653467000462,0.0,18,0.8376442250576815,2.7379920490355616,1.0,2.850339412689209,14,9.409574568271637,0.5337794073144316,40.68957898020744,0.0,1.0,21.719259351928883,1.0,0.837645882241916,2.737993605095636,0.0,2.8503289222717285,14,9.409632325172424,0.5337800133067976,40.689753375947475,102.0,0.0,21.719377098463553,1.0,R1,00000_002145
4.4491627182452476e-07,1.1875291670015997e-06,-1.0,-4.0531158447265625e-06,0.0,1.874566078186035e-05,7.587634731631709e-07,-7.490813732147217e-05,98.0,-1.0,-7.256446998837873e-06,0.0,19,0.8553778175910152,2.7136691083511497,1.0,2.703579902648926,20,12.123828947544098,0.5129558536159808,41.07759330421686,0.0,1.0,21.070991937854657,1.0,0.855378262507287,2.7136702958803167,0.0,2.703575849533081,20,12.12384769320488,0.512956612379454,41.07751839607954,98.0,0.0,21.07098468140766,1.0,R1,00000_002145
-1.9462581479778862e-07,-3.2441366037971875e-07,-1.0,3.62396240234375e-05,0.0,-9.47713851928711e-06,6.573369887297176e-08,-1.1742115020751953e-05,103.0,-1.0,-3.348423309290638e-06,0.0,20,0.6636827091694268,2.6235749943522975,1.0,2.856144905090332,13,8.25061410665512,0.4843224193034473,35.57607524096966,0.0,1.0,17.230290830027897,1.0,0.663682514543612,2.623574669938637,0.0,2.8561811447143555,13,8.250604629516602,0.4843224850371462,35.57606349885464,103.0,0.0,17.230287481604588,1.0,R1,00000_002145
-1.334710206801759e-07,1.8317208771989613e-07,-1.0,-2.288818359375e-05,0.0,-1.1801719665527344e-05,1.4479406673650885e-07,-7.29188323020935e-05,102.0,-1.0,-3.179530425256871e-05,0.0,21,0.8406756294026244,2.421151647821081,1.0,2.8927149772644043,11,7.25063681602478,0.5177490418934475,41.150594018399715,0.0,1.0,21.305680626372684,1.0,0.8406754959316037,2.4211518309931686,0.0,2.8926920890808105,11,7.250625014305115,0.5177491866875142,41.15052109956741,102.0,0.0,21.30564883106843,1.0,R1,00000_002145
-4.084124172187842e-08,6.29733656332121e-08,-1.0,7.3909759521484375e-06,0.0,1.0594725608825684e-05,1.7840434896054802e-07,-3.898143768310547e-05,10.0,-0.8333333333333334,-1.57154157598427e-05,0.0,22,0.9040789812216159,2.874771624283593,1.0,2.4631450176239014,35,20.114393457770348,0.60150300178768,43.33999153226614,0.0,1.0,26.069135004110716,1.0,0.9040789403803742,2.8747716872569584,0.0,2.4631524085998535,35,20.114404052495956,0.601503180192029,43.33995255082846,10.0,0.16666666666666666,26.069119288694957,1.0,R3,00000_002145
3.749756283255579e-09,8.794260519806585e-08,-1.0,1.52587890625e-05,0.0,-6.884336471557617e-06,1.680410754989481e-08,-1.3679265975952148e-05,11.0,-0.75,-7.732809336857827e-06,0.0,23,0.9498029981619589,2.945812322686766,1.0,2.957838296890259,23,14.391601473093033,0.6068941120373109,33.86415338516235,0.0,1.0,20.551955298583408,1.0,0.9498030019117152,2.945812410629371,0.0,2.9578535556793213,23,14.391594588756561,0.6068941288414185,33.86413970589638,11.0,0.25,20.55194756577407,1.0,R1,00000_002145
-2.411524646639407e-08,2.9123374170048066e-06,-0.19999999999999996,1.1205673217773438e-05,0.0,9.864568710327148e-06,1.657942061417117e-08,-2.3037195205688477e-05,3.0,-0.52,-1.1833385961779186e-05,0.0,24,0.8983185503717094,2.3258630598979364,1.0,2.4836411476135254,11,6.842095643281937,0.5423287176762515,39.8293142542243,0.0,1.0,21.60058092541791,1.0,0.8983185262564629,2.3258659722353534,0.8,2.483652353286743,11,6.842105507850647,0.5423287342556721,39.829291217029095,3.0,0.48,21.600569092031947,1.0,R1,00000_000983
8.70825633825234e-12,5.960611904942681e-06,-0.5,3.933906555175781e-05,0.0,1.329183578491211e-05,6.339499633023493e-07,-4.877150058746338e-05,4.0,-0.5789473684210527,-8.520503826048298e-06,0.0,25,0.9499999823387651,2.6196736782769086,1.0,2.4979398250579834,13,6.000166147947311,0.5740374934792577,30.721978344023228,0.0,1.0,17.63556744332713,1.0,0.9499999823474734,2.6196796388888135,0.5,2.497979164123535,13,6.000179439783096,0.574038127429221,30.72192957252264,4.0,0.42105263157894735,17.635558922823304,1.0,R3,00000_000983
-2.6919022566573858e-11,2.4755299374845663e-06,-1.0,4.363059997558594e-05,0.0,6.496906280517578e-06,3.0998536204585037e-07,-2.440810203552246e-05,5.0,-0.6111111111111112,-4.701381108418445e-06,0.0,26,0.9499995392362249,2.5469663252630794,1.0,2.578718662261963,8,5.153245985507965,0.553848772850906,28.44335538893938,0.0,1.0,15.753317477926279,1.0,0.9499995392093059,2.546968800793017,0.0,2.5787622928619385,8,5.153252482414246,0.553849082836268,28.443330980837345,5.0,0.3888888888888889,15.75331277654517,1.0,R1,00000_000983
-2.3551715022662734e-09,-1.0317213825494775e-06,-0.9,4.2438507080078125e-05,0.0,-5.900859832763672e-06,-2.3836793738851725e-07,-4.1037797927856445e-05,4.0,-0.6842105263157895,-3.307994356305244e-05,0.0,27,0.9499593313795425,1.5967611223484173,1.0,2.9799835681915283,3,2.0399568676948547,0.6228900232960626,31.539134494960308,0.0,1.0,19.645412220303477,1.0,0.949959329024371,1.5967600906270347,0.1,2.9800260066986084,3,2.039950966835022,0.6228897849281252,31.53909345716238,4.0,0.3157894736842105,19.645379140359914,1.0,R1,00000_000983
-8.917400151631227e-11,-1.191942230249765e-06,-1.0,7.62939453125e-06,0.0,-1.1324882507324219e-05,-1.692278910336853e-07,-5.0634145736694336e-05,4.0,-0.8947368421052632,-3.2647585047840266e-05,0.0,28,0.9499991309991092,2.5482240514095094,1.0,2.5083460807800293,10,6.180637687444687,0.5393664157066334,31.538748644292355,0.0,1.0,17.01094181214441,1.0,0.9499991309099352,2.548222859467279,0.0,2.5083537101745605,10,6.18062636256218,0.5393662464787423,31.538698010146618,4.0,0.10526315789473684,17.01090916455936,1.0,R1,00000_000983
-5.43669001595859e-07,4.387057142007933e-07,-1.0,5.054473876953125e-05,0.0,-1.3113021850585938e-06,-2.431817915926615e-07,-4.000961780548096e-05,3.0,-0.7391304347826086,-3.38250331211043e-05,0.0,29,0.9167479273654664,1.8479616032209025,1.0,2.9041848182678223,6,3.736215353012085,0.6216498073589756,36.81637341529131,0.0,1.0,22.886891441271953,1.0,0.9167473836964648,1.8479620419266167,0.0,2.904235363006592,6,3.7362140417099,0.621649564177184,36.816333405673504,3.0,0.2608695652173913,22.88685761623883,1.0,R1,00000_000983
4.6013512511322574e-07,2.7143601886159274e-06,-0.5,8.153915405273438e-05,0.0,1.519918441772461e-06,8.813004283014791e-07,-0.0001117512583732605,3.0,-0.9047619047619048,-2.4511610583033416e-05,0.0,30,0.9447852846613948,1.6863157602741092,1.0,2.8027398586273193,5,2.949300169944763,0.4971600969834114,35.22834365069866,0.0,1.0,17.514126745946285,1.0,0.9447857447965199,1.6863184746342978,0.5,2.802821397781372,5,2.949301689863205,0.4971609782838397,35.22823189944029,3.0,0.09523809523809523,17.514102234335702,1.0,R1,00000_000983
-3.618054622567257e-07,3.6938279079912206e-07,-1.0,1.5974044799804688e-05,0.0,-4.76837158203125e-07,2.6871543934436914e-07,-5.234032869338989e-05,1.0,-0.9130434782608696,-1.5031273782994958e-05,0.0,31,0.7674914912492122,1.4884509185977857,1.0,2.7662317752838135,4,3.2608842253684998,0.51886456246998,45.12685263901949,0.0,1.0,23.414724650192113,1.0,0.76749112944375,1.4884512879805765,0.0,2.7662477493286133,4,3.2608837485313416,0.5188648311854194,45.126800298690796,1.0,0.08695652173913043,23.41470961891833,1.0,R1,00000_000983
9.231874598114587e-09,-9.94791130359829e-07,-1.0,-1.6689300537109375e-06,0.0,-3.4570693969726562e-06,8.484788538432042e-09,1.8388032913208008e-05,6.0,-0.9318181818181819,1.0396959609693113e-05,0.0,32,0.6740516143386082,2.3532585261329007,1.0,2.47175669670105,15,10.884583532810211,0.5355583207106481,64.71527522802353,0.0,1.0,34.65880412544769,1.0,0.6740516235704828,2.3532575313417703,0.0,2.471755027770996,15,10.884580075740814,0.5355583291954367,64.71529361605644,6.0,0.06818181818181818,34.6588145224073,1.0,R3,00000_002723
-1.4155040186647483e-06,-4.561396893087988e-06,-1.0,2.09808349609375e-05,0.0,-2.8789043426513672e-05,-3.0993184507721594e-07,-9.5367431640625e-05,97.0,-1.0,-6.21534544968938e-05,0.0,33,0.8310466425411871,2.3169039889297287,1.0,2.7774317264556885,11,6.858154535293579,0.5029913887991619,45.76647216081619,0.0,1.0,23.020141392607123,1.0,0.8310452270371684,2.3168994275328356,0.0,2.7774527072906494,11,6.858125746250153,0.5029910788673169,45.76637679338455,97.0,0.0,23.020079239152626,1.0,R1,00000_002723
-2.536178926870747e-07,-4.595296910103741e-06,-1.0,1.52587890625e-05,0.0,-3.2842159271240234e-05,8.238315002406793e-08,-3.167986869812012e-05,8.0,-0.9302325581395349,-8.953566158709236e-06,0.0,34,0.6448879368210683,2.3020831617574156,1.0,2.304537296295166,16,10.710208535194397,0.44107675724279954,60.931030333042145,0.0,1.0,26.87526127476089,1.0,0.6448876832031756,2.3020785664605055,0.0,2.3045525550842285,16,10.710175693035126,0.44107683962594957,60.93099865317345,8.0,0.06976744186046512,26.875252321194733,1.0,R3,00000_002723
-1.3265367471149148e-08,-3.31255307628453e-08,-1.0,1.1920928955078125e-06,0.0,-3.129243850708008e-06,-3.064276288267109e-08,-2.078711986541748e-05,87.0,-1.0,-1.3186883876414868e-05,0.0,35,0.6729717657822712,2.670162150965917,1.0,2.7822296619415283,23,15.931678920984268,0.5399778891156612,64.03794004768133,0.0,1.0,34.579071690262225,1.0,0.6729717525169038,2.6701621178403863,0.0,2.782230854034424,23,15.931675791740417,0.5399778584728984,64.03791926056147,87.0,0.0,34.57905850337835,1.0,R3,00000_002723
-1.8070144380821773e-08,-1.8070144047754866e-08,-1.0,-3.0994415283203125e-06,0.0,-1.5139579772949219e-05,3.984433560866307e-09,-9.515881538391113e-05,94.0,-1.0,-4.962774574224227e-05,0.0,36,0.7225024102649636,2.7225024102649633,1.0,2.722630739212036,26,17.17245191335678,0.5236849301269942,51.57375919818878,0.0,1.0,27.008400482089918,1.0,0.7225023921948193,2.7225023921948193,0.0,2.722627639770508,26,17.172436773777008,0.5236849341114278,51.5736640393734,94.0,0.0,27.008350854344176,1.0,R3,00000_002723
-1.0003656756296664e-06,-1.1795925045632316e-06,-1.0,1.0251998901367188e-05,0.0,-2.5331974029541016e-05,-3.7985508183346894e-08,-5.456805229187012e-05,10.0,-0.967741935483871,-3.1021995667401825e-05,0.0,37,0.8234304606692097,2.7912345944217813,1.0,2.9323856830596924,16,10.603952467441559,0.5359784884826129,46.7203319594264,0.0,1.0,25.041092905019276,1.0,0.823429460303534,2.791233414829277,0.0,2.9323959350585938,16,10.60392713546753,0.5359784504971047,46.72027739137411,10.0,0.03225806451612903,25.04106188302361,1.0,R3,00000_002723
-2.3150639605340473e-07,-8.480313602454714e-07,-1.0,5.7220458984375e-06,0.0,-2.199411392211914e-05,-2.533288128159228e-07,-3.240257501602173e-05,100.0,-1.0,-2.7843296557250596e-05,0.0,38,0.9475967037055998,2.9035005011489736,1.0,2.785118579864502,17,10.862418174743652,0.5425884914832574,40.5087773501873,0.0,1.0,21.979596394269272,1.0,0.9475964721992037,2.9034996531176134,0.0,2.7851243019104004,17,10.86239618062973,0.5425882381544446,40.508744947612286,100.0,0.0,21.979568550972715,1.0,R1,00000_002723
-1.2314054487205794e-07,6.51481393720843e-07,-1.0,6.175041198730469e-05,0.0,-3.5762786865234375e-06,1.6709204131437616e-08,-5.023181438446045e-05,14.0,-0.7777777777777778,-2.5986607759875824e-05,0.0,39,0.7660266896633202,2.143342585578156,1.0,2.6116762161254883,9,5.843060255050659,0.5313738634576206,42.20825569331646,0.0,1.0,22.42836389756468,1.0,0.7660265665227753,2.1433432370595495,0.0,2.6117379665374756,9,5.843056678771973,0.5313738801668247,42.208205461502075,14.0,0.2222222222222222,22.42833791095692,1.0,R3,00000_002723
6.857447942820727e-11,6.799449749905762e-07,-1.0,2.2411346435546875e-05,0.0,4.649162292480469e-06,5.71426758688709e-07,-3.0368566513061523e-05,5.0,-0.75,-2.804903225239741e-06,0.0,40,0.9499996483862344,2.7522785889128314,1.0,2.908985137939453,12,7.787623167037964,0.6105479746727798,27.53910394757986,0.0,1.0,16.813944139498037,1.0,0.9499996484548089,2.7522792688578064,0.0,2.9090075492858887,12,7.787627816200256,0.6105485460995385,27.539073579013348,5.0,0.25,16.813941334594812,1.0,R1,00000_001214
-8.012195351625451e-10,-3.048443453224081e-07,-1.0,2.765655517578125e-05,0.0,2.562999725341797e-06,-7.752717356979133e-09,-4.749000072479248e-05,5.0,-0.7333333333333334,-2.7943520674256206e-05,0.0,41,0.9499762902475146,2.6972271922145623,1.0,2.8404033184051514,10,6.644565999507904,0.5838835898413451,27.717886336147785,0.0,1.0,16.18401897676434,1.0,0.9499762894462951,2.697226887370217,0.0,2.840430974960327,10,6.644568562507629,0.5838835820886278,27.71783884614706,5.0,0.26666666666666666,16.183991033243665,1.0,R1,00000_001214
0.0,7.07309735226147e-08,-1.0,3.0040740966796875e-05,0.0,2.065300941467285e-05,1.7188705614401556e-07,-2.4452805519104004e-05,5.0,-0.7333333333333334,-1.1108383194624594e-05,0.0,42,0.949999988079071,2.80114538635543,1.0,2.4557838439941406,15,8.977042376995087,0.6373479366709853,26.043648958206177,0.0,1.0,16.598865926896163,1.0,0.949999988079071,2.8011454570864034,0.0,2.4558138847351074,15,8.977063030004501,0.6373481085580415,26.043624505400658,5.0,0.26666666666666666,16.59885481851297,1.0,R1,00000_001214
4.274989029440235e-09,3.6040624440403235e-06,-1.0,6.4849853515625e-05,0.0,7.987022399902344e-06,4.633890872129953e-07,-3.910064697265625e-05,4.0,-0.9047619047619048,-5.1789121506828906e-06,0.0,43,0.9498770091161618,2.2272794362816177,1.0,2.601135730743408,8,5.229471802711487,0.5330585214856456,33.803210876882076,0.0,1.0,18.019089611498252,1.0,0.9498770133911508,2.2272830403440618,0.0,2.601200580596924,8,5.229479789733887,0.5330589848747328,33.803171776235104,4.0,0.09523809523809523,18.0190844325861,1.0,R1,00000_001214
-6.470668711955341e-08,4.087843450406581e-07,-1.0,3.552436828613281e-05,0.0,-1.3113021850585938e-06,3.4336287713099267e-07,-2.088397741317749e-05,5.0,-0.95,3.7128518961537793e-06,0.0,44,0.7753999771075151,2.4046903971281512,1.0,2.951871633529663,9,6.992071151733398,0.4924936548139191,40.7676145657897,0.0,1.0,20.07779149555093,1.0,0.775399912400828,2.4046908059124963,0.0,2.951907157897949,9,6.992069840431213,0.49249399817679623,40.767593681812286,5.0,0.05,20.077795208402826,1.0,R1,00000_001214
-6.315109724042145e-07,2.2398665433520648e-07,-1.0,1.8596649169921875e-05,0.0,-2.980232238769531e-07,-1.497235990743917e-07,-3.510713577270508e-05,3.0,-0.8181818181818181,-2.69380424562371e-05,0.0,45,0.8955795491272619,1.4814448197448582,1.0,2.8836047649383545,3,2.3046013712882996,0.6064666394521333,37.714435771107674,0.0,1.0,22.872547120936996,1.0,0.8955789176162895,1.4814450437315125,0.0,2.8836233615875244,3,2.3046010732650757,0.6064664897285342,37.7144006639719,3.0,0.18181818181818182,22.87252018289454,1.0,R1,00000_001214
