arm,best_feasible_primitive_risk,episode_id,event_step,feasible_primitive_count,gate_decision,hard_contact,lam_hard_used,lam_soft_learned,lam_soft_used,movement_m,next_x,next_y,nominal_primitive_risk,opening_step,position_x,position_y,risk,selected_direction_col,selected_direction_row,soft_multiplier,speed,stage_goal_x,stage_goal_y,step
gate_on,inf,0,25,0,0,0,0.06309914588928223,0.09556590765714645,0.0,0.0683220848441124,18.106569290161133,57.91447448730469,0.47515857219696045,35,18.0,58.0,0.4110585153102875,0.0,0.0,0.0,13.664316177368164,28.0,50.0,0
gate_on,inf,0,25,0,0,0,0.06311944872140884,0.09555634111166,0.0,0.1276027113199234,18.30523681640625,57.7542839050293,0.47515857219696045,35,18.106569290161133,57.91447448730469,0.4110585153102875,0.0,0.0,0.0,25.520681381225586,28.0,50.0,1
gate_on,inf,0,25,0,0,0,0.06315720081329346,0.09553824365139008,0.0,0.1800612360239029,18.585346221923828,57.527950286865234,0.47515857219696045,35,18.30523681640625,57.7542839050293,0.4501025378704071,0.0,0.0,0.0,36.012264251708984,28.0,50.0,2
gate_on,inf,0,25,0,0,0,0.06311753392219543,0.09583302587270737,0.0,0.23338617384433746,18.947128295898438,57.233009338378906,0.47515857219696045,35,18.585346221923828,57.527950286865234,0.47515857219696045,0.0,0.0,0.0,46.67706298828125,29.0,49.0,3
gate_on,inf,0,25,0,0,0,0.059558577835559845,0.092534139752388,0.0,0.2775390148162842,19.3756160736084,56.880149841308594,0.5675027966499329,35,18.947128295898438,57.233009338378906,0.47515857219696045,0.0,0.0,0.0,55.50783920288086,29.0,49.0,4
gate_on,inf,0,25,0,0,1,0.05965042486786842,0.09250040352344513,0.0,0.31545859575271606,19.86053466796875,56.47652816772461,0.5585997700691223,35,19.3756160736084,56.880149841308594,0.5585997700691223,0.0,0.0,0.0,63.09176254272461,29.0,49.0,5
gate_on,inf,0,25,0,0,1,0.05602675676345825,0.08896097540855408,0.0,0.35536131262779236,20.404151916503906,56.018699645996094,0.6840909123420715,35,19.86053466796875,56.47652816772461,0.5585997700691223,0.0,0.0,0.0,71.07209777832031,30.0,48.0,6
gate_on,inf,0,25,0,0,1,0.0561271570622921,0.08891473710536957,0.0,0.38862574100494385,20.995508193969727,55.51430130004883,0.5798310041427612,35,20.404151916503906,56.018699645996094,0.6840909123420715,0.0,0.0,0.0,77.72518157958984,30.0,48.0,7
gate_on,inf,0,25,0,0,1,0.05743701756000519,0.09033177047967911,0.0,0.42412295937538147,21.6489200592041,54.9734001159668,0.6107276082038879,35,20.995508193969727,55.51430130004883,0.6107276082038879,0.0,0.0,0.0,84.82471466064453,32.0,48.0,8
gate_on,inf,0,25,0,0,1,0.055674031376838684,0.08864312618970871,0.0,0.45729556679725647,22.361042022705078,54.39950180053711,0.4750942587852478,35,21.6489200592041,54.9734001159668,0.4750942587852478,0.0,0.0,0.0,91.45903015136719,32.0,48.0,9
gate_on,inf,0,25,0,0,0,0.05390403792262077,0.0868518278002739,0.0,0.4870363473892212,23.13117218017578,53.80308151245117,0.4681614339351654,35,22.361042022705078,54.39950180053711,0.4681614339351654,0.0,0.0,0.0,97.40737915039062,34.0,48.0,10
gate_on,0.42562629530827206,0,25,1,0,0,0.05512038618326187,0.08801155537366867,0.0,0.5149127244949341,23.962148666381836,53.19478988647461,0.4011659175157547,35,23.13117218017578,53.80308151245117,0.4109926223754883,0.9238795042037964,-0.3826834261417389,0.0,102.98260498046875,35.0,48.0,11
gate_on,0.41382142156362534,0,25,3,0,0,0.05221262201666832,0.08478053659200668,0.0,0.5322490930557251,24.835643768310547,52.58638000488281,0.3959317704041799,35,23.962148666381836,53.19478988647461,0.426207959651947,0.9238795042037964,-0.3826834261417389,0.0,106.44987487792969,35.0,48.0,12
gate_on,0.4049055775006612,0,25,3,0,0,0.051278043538331985,0.08370321989059448,0.0,0.5469611287117004,25.74909782409668,51.984493255615234,0.4049055775006612,35,24.835643768310547,52.58638000488281,0.3563917279243469,0.9238795042037964,-0.3826834261417389,0.0,109.3921890258789,36.0,48.0,13
gate_on,0.4675339609384537,0,25,2,0,0,0.04762377217411995,0.07983051240444183,0.0,0.5638367533683777,26.71046257019043,51.39506530761719,0.4225161249438922,35,25.74909782409668,51.984493255615234,0.3085407614707947,1.0,0.0,0.0,112.76740264892578,38.0,48.0,14
gate_on,0.5050096263488134,0,25,1,0,0,0.04517364501953125,0.07720035314559937,0.0,0.5756142735481262,27.71197509765625,50.82735061645508,0.4318786983688672,35,26.71046257019043,51.39506530761719,0.3419152796268463,0.9238795042037964,0.3826834261417389,0.0,115.12283325195312,39.0,48.0,15
gate_on,inf,0,25,0,0,0,0.04212120547890663,0.07349458336830139,0.0,0.5809498429298401,28.74015998840332,50.286197662353516,0.43880975246429443,35,27.71197509765625,50.82735061645508,0.3472718894481659,0.0,0.0,0.0,116.18994903564453,39.0,48.0,16
