directional_class,directional_p_noop,directional_p_pred,dot_safe,episode_id,feasible_direction_count,force_norm,force_perp_norm,force_risk_alignment,force_source,has_safe_alt,lam_hard,lam_soft,path_index,regime,safe_risk,scaffold_risk
0.0,nan,nan,5.300913333892822,00000_001822_04,4.0,6.855025291442871,6.821721076965332,-0.07294423878192902,coef_energy_material_checkpoint_lambdas,0.0,4.501856803894043,2.3564062118530273,3,R2,2.451377034187317,0.3381277024745941
0.0,nan,nan,0.86158686876297,00000_001822_04,5.0,4.423418998718262,4.338698387145996,0.6197236180305481,coef_energy_material_checkpoint_lambdas,0.0,4.485495090484619,2.353644609451294,6,R2,2.029312700033188,2.029312700033188
0.0,nan,nan,4.147895336151123,00000_001822_04,3.0,4.585676193237305,4.58444881439209,0.9996169209480286,coef_energy_material_checkpoint_lambdas,0.0,4.48707389831543,2.353501081466675,9,R2,2.1005732715129852,2.0570045709609985
0.0,nan,nan,1.4087908267974854,00000_001822_04,2.0,1.465193510055542,1.2808589935302734,0.9377068281173706,coef_energy_material_checkpoint_lambdas,0.0,4.481218338012695,2.366248369216919,12,R2,2.0247632265090942,1.2957609593868256
0.0,nan,nan,-0.43393731117248535,00000_001822_04,1.0,1.074925422668457,0.3885602653026581,0.6652116179466248,coef_energy_material_checkpoint_lambdas,0.0,4.483598232269287,2.364711046218872,15,R2,2.029312700033188,0.8878019452095032
0.0,nan,nan,4.228855133056641,00000_001822_04,1.0,7.154310703277588,5.770696640014648,-0.15506097674369812,coef_energy_material_checkpoint_lambdas,0.0,4.483373641967773,2.3523409366607666,30,R2,3.1665260195732117,3.1665260195732117
0.0,nan,nan,0.19766367971897125,00000_001822_04,2.0,4.6205315589904785,4.616302013397217,0.9166889190673828,coef_energy_material_checkpoint_lambdas,0.0,4.494184494018555,2.3470613956451416,33,R2,3.1889272034168243,3.1889272034168243
0.0,nan,nan,-0.11956088244915009,00000_001822_04,2.0,0.12279383838176727,0.02799145132303238,0.9998106360435486,coef_energy_material_checkpoint_lambdas,0.0,4.490396499633789,2.3572421073913574,36,R2,3.348447561264038,3.348447561264038
0.0,nan,nan,1.1245527267456055,00000_001822_04,1.0,2.6133909225463867,2.3590662479400635,-0.9509170651435852,coef_energy_material_checkpoint_lambdas,0.0,4.476251125335693,2.395948648452759,39,R2,3.1665260195732117,3.161460041999817
0.0,nan,nan,-0.0032023638486862183,00000_001822_04,2.0,0.5159112215042114,0.36706170439720154,-0.3020327091217041,coef_energy_material_checkpoint_lambdas,0.0,4.431435585021973,2.442652702331543,42,R2,3.1889272034168243,1.2306994795799255
0.0,nan,nan,7.387334823608398,00000_001822_04,2.0,7.835862159729004,7.071338176727295,0.9784720540046692,coef_energy_material_checkpoint_lambdas,0.0,4.494115829467773,2.3996434211730957,54,R2,4.401374340057373,0.5592601299285889
0.0,nan,nan,0.32428252696990967,00000_001822_04,5.0,0.4191822409629822,0.2656211256980896,0.9964542984962463,coef_energy_material_checkpoint_lambdas,0.0,4.497012138366699,2.3945486545562744,57,R2,4.400000095367432,4.400000095367432
0.0,nan,nan,0.014819897711277008,00000_001822_04,8.0,0.015291489660739899,0.014819897711277008,0.9817444086074829,coef_energy_material_checkpoint_lambdas,0.0,4.498859405517578,2.383915662765503,60,R2,4.400000095367432,2.758541524410248
0.0,nan,nan,0.237326979637146,00000_001822_04,7.0,0.26446932554244995,0.08529302477836609,0.9911726713180542,coef_energy_material_checkpoint_lambdas,0.0,4.486340522766113,2.3996686935424805,63,R2,4.400000095367432,1.1085233688354492
0.0,nan,nan,8.284287452697754,00000_001822_04,1.0,8.284287452697754,8.284287452697754,0.9999975562095642,coef_energy_material_checkpoint_lambdas,0.0,4.479259967803955,2.4063925743103027,66,R2,4.403094947338104,0.5682933330535889
0.0,nan,nan,7.3871378898620605,00000_001822_04,5.0,8.443750381469727,8.115477561950684,0.9994070529937744,coef_energy_material_checkpoint_lambdas,0.0,4.47363805770874,2.4038236141204834,69,R2,4.401238799095154,0.5579012632369995
0.0,nan,nan,2.0984554290771484,00000_001822_04,6.0,2.3346662521362305,2.0984554290771484,0.9957433938980103,coef_energy_material_checkpoint_lambdas,0.0,4.49641752243042,2.3889236450195312,72,R2,4.40012389421463,0.5563650727272034
0.0,nan,nan,5.725323677062988,00000_001822_04,5.0,6.0807085037231445,5.725323677062988,0.9926208257675171,coef_energy_material_checkpoint_lambdas,0.0,4.5689697265625,2.332059383392334,75,R2,4.400637924671173,0.558726966381073
0.0,nan,nan,8.281950950622559,00000_001822_05,1.0,8.283737182617188,5.734580993652344,0.9711324572563171,coef_energy_material_checkpoint_lambdas,0.0,4.478937149047852,2.3313345909118652,0,R2,2.260578840970993,0.27955785393714905
0.0,nan,nan,3.8772311210632324,00000_001822_05,4.0,7.267594337463379,6.216900825500488,0.999023973941803,coef_energy_material_checkpoint_lambdas,0.0,4.462530612945557,2.3121542930603027,3,R2,2.1097047924995422,0.2957347631454468
0.0,nan,nan,4.534343242645264,00000_001822_05,4.0,7.403592109680176,7.344676494598389,0.9998177886009216,coef_energy_material_checkpoint_lambdas,0.0,4.466619968414307,2.313284397125244,6,R2,2.008937418460846,0.29145145416259766
0.0,nan,nan,7.643110275268555,00000_001822_05,1.0,8.317170143127441,7.723781585693359,0.9999626874923706,coef_energy_material_checkpoint_lambdas,0.0,4.467263698577881,2.311767578125,9,R2,2.0534464716911316,0.2945456802845001
0.0,nan,nan,-0.07045161724090576,00000_001822_05,1.0,2.6405575275421143,2.639617443084717,0.3663581907749176,coef_energy_material_checkpoint_lambdas,0.0,4.485503673553467,2.351151943206787,30,R2,3.1943240761756897,3.1943240761756897
