arm,compute_ms_per_step,cvar20_risk,cvar20_violation,effective_soft_rate,episode_id,event_type,false_pre_activation_rate,final_distance_m,gate_diagnostic_rate,hard_contacts,hard_hazard_length_m,mean_lam_hard_used,mean_lam_soft_learned,mean_lam_soft_used,mean_risk,out_of_bounds_or_nonfinite,path_length_m,post_open_activation_delay,post_open_activation_rate,regime,risk_exposure,scene_id,sequence,steps,success
gate_on,8.564284338977554,0.8908999805925628,2.3629801654601548,0.23214285714285715,0,delayed_required_escape,0.0,2.514268159866333,0.23214285714285715,10,5.358644872903824,0.043329290546742935,0.07272950213934694,0.018506752060992376,0.5710401304737251,0,34.35184697061777,6.0,0.6190476190476191,R1,19.616283176115008,00000_000531,00000,56,1.0
gate_on,8.493550271249644,0.6459536337663645,1.9600181268606136,0.0,1,delayed_required_escape,0.0,2.5946552753448486,0.0,7,4.756281495094299,0.037523858470179264,0.06669215870610738,0.0,0.4730053295134083,0,35.940141439437866,103.0,0.0,R1,16.99987844431981,00000_000531,00000,59,1.0
gate_on,8.067822454772381,0.9499998868548164,2.2891397638925843,0.10909090909090909,2,delayed_required_escape,0.2,2.5011255741119385,0.10909090909090909,9,4.490967035293579,0.039457633651115674,0.0683442354879596,0.005398849872025577,0.5855311744622997,0,31.259893909096718,5.0,0.2,R3,18.303642394160295,00000_000531,00000,55,1.0
gate_on,8.19756620330736,0.9264623059018361,1.3941213816136981,0.109375,3,delayed_required_escape,0.0,2.7984061241149902,0.109375,3,1.954156219959259,0.039327620121184736,0.06770320690702647,0.007727805816102773,0.5660041847735645,0,39.482353173196316,3.0,0.28,R3,22.34717712073694,00000_000531,00000,64,1.0
gate_on,7.844199254495007,0.9499932039672364,1.5975663233089985,0.32727272727272727,4,delayed_required_escape,0.0,2.482466220855713,0.32727272727272727,3,2.041104257106781,0.0565441809933294,0.08416068702936172,0.024071994762529025,0.6050460956677284,0,31.519286334514618,4.0,0.5263157894736842,R3,19.070621134931255,00000_000531,00000,55,1.0
gate_on,8.176261476742534,0.757857466152971,1.7022059071716609,0.24615384615384617,5,delayed_required_escape,0.1,2.536807060241699,0.24615384615384617,6,4.058098614215851,0.0509655875655321,0.08006312658007328,0.02010678775035418,0.5251962889767156,0,42.97247115522623,4.0,0.125,R1,22.56898237888377,00000_000531,00000,65,1.0
gate_on,8.68634196876883,0.7089631496312704,2.113445216613494,0.21875,6,delayed_required_escape,0.0,2.7988669872283936,0.21875,8,6.1409701108932495,0.0427082474634517,0.07164306100457907,0.014803106139879674,0.5054793345091989,0,40.611791133880615,3.0,0.16666666666666666,R1,20.528421155580563,00000_000531,00000,64,1.0
gate_on,7.722575403861881,0.949999988079071,2.377843667667401,0.21153846153846154,7,delayed_required_escape,0.1,2.588181734085083,0.21153846153846154,9,4.946568548679352,0.04664316003282483,0.07489176037219855,0.014506861495857056,0.5848480567666373,0,30.15613967180252,4.0,0.2222222222222222,R1,17.636759686637003,00000_000531,00000,52,1.0
gate_on,7.864386254725248,0.9499980887710356,2.628876824235302,0.23529411764705882,8,delayed_required_escape,0.3,2.8657124042510986,0.23529411764705882,12,5.522435963153839,0.031902364236028755,0.05832009784439031,0.017626341651467717,0.5656873157878073,0,29.011563934385777,5.0,0.5294117647058824,R2,16.411473728849046,00000_001492,00000,51,1.0
gate_on,7.971183734836665,0.9149117903012706,2.774425280290071,0.02040816326530612,9,delayed_required_escape,0.0,2.671856164932251,0.02040816326530612,13,6.526007369160652,0.029440703573731745,0.05426631704428975,0.0013438633510044643,0.5036375685615332,0,27.654728576540947,5.0,0.058823529411764705,R2,13.927960259518233,00000_001492,00000,49,1.0
gate_on,7.952836428428002,0.9495657411534215,2.5406137562462,0.07142857142857142,10,delayed_required_escape,0.0,2.981541395187378,0.07142857142857142,9,6.108775973320007,0.03182270896754095,0.05709313182160258,0.004631960831050362,0.5048800625767783,0,33.438329704105854,4.0,0.15,R1,16.88234599347191,00000_001492,00000,56,1.0
gate_on,8.26249254565813,0.8973983109235004,1.3684051080153352,0.25757575757575757,11,delayed_required_escape,0.2,2.550095796585083,0.25757575757575757,3,1.9633200764656067,0.037541462884595,0.06459652497009798,0.021275882919629414,0.5446923268399295,0,40.163976430892944,3.0,0.5384615384615384,R1,21.877009777287167,00000_001492,00000,66,1.0
gate_on,7.948471869238973,0.9237140839877735,1.3482038494321997,0.11475409836065574,12,delayed_required_escape,0.0,2.498843193054199,0.11475409836065574,3,1.7910142540931702,0.0383432399115113,0.06395447138147276,0.007140569449936757,0.49319921829556523,0,36.66538358479738,2.0,0.2727272727272727,R2,18.083338522529118,00000_001492,00000,61,1.0
gate_on,7.873743533370241,0.949998426493073,2.7169188033590737,0.13333333333333333,13,delayed_required_escape,0.0,2.778277635574341,0.13333333333333333,20,9.104557946324348,0.03480492920304338,0.06104063025365273,0.010682329535484314,0.5675560420582287,0,33.195625085383654,4.0,0.36363636363636365,R1,18.84037758710919,00000_001492,00000,60,1.0
gate_on,7.8016242496232735,0.6803083800300795,2.5473058023440713,0.0,14,delayed_required_escape,0.0,2.606440305709839,0.0,11,6.6292106211185455,0.02805441846915831,0.054880622774362564,0.0,0.45231952774838824,0,28.580240182578564,109.0,0.0,R1,12.927400742319447,00000_001492,00000,48,1.0
gate_on,7.658690833421941,0.744529483178178,2.37606504388543,0.018518518518518517,15,delayed_required_escape,0.0,2.552588939666748,0.018518518518518517,11,5.166095077991486,0.036567757527033486,0.061659658672633,0.0010160107027601313,0.43143827365117604,0,31.35450228303671,105.0,0.0,R2,13.527532336185214,00000_001492,00000,54,1.0
gate_on,8.279816424118955,0.8298213091870511,2.576678928773273,0.0,16,delayed_required_escape,0.0,2.88313889503479,0.0,12,8.158444464206696,0.017432628436235047,0.03857267922642878,0.0,0.5163673234488273,0,37.59390003979206,103.0,0.0,R1,19.412261541550187,00000_002145,00000,59,1.0
gate_on,8.293177687543599,0.622080303523913,2.5702012245018526,0.020833333333333332,17,delayed_required_escape,0.0,2.695950746536255,0.020833333333333332,13,8.446988552808762,0.015208558460775142,0.035711195901967585,0.0008741940061251322,0.40610839340242794,0,28.667046181857586,0.0,0.0625,R2,11.64192806850739,00000_002145,00000,48,1.0
gate_on,8.108307507043232,0.837645882241916,2.737993605095636,0.0,18,delayed_required_escape,0.0,2.8503289222717285,0.0,14,9.409632325172424,0.02084257684543099,0.04350073745762798,0.0,0.5337800133067976,0,40.689753375947475,102.0,0.0,R1,21.719377098463553,00000_002145,00000,71,1.0
gate_on,8.186224095717915,0.855378262507287,2.7136702958803167,0.0,19,delayed_required_escape,0.0,2.703575849533081,0.0,20,12.12384769320488,0.01943959908764044,0.04104726447736564,0.0,0.512956612379454,0,41.07751839607954,98.0,0.0,R1,21.07098468140766,00000_002145,00000,73,1.0
gate_on,8.095212080778795,0.663682514543612,2.623574669938637,0.0,20,delayed_required_escape,0.0,2.8561811447143555,0.0,13,8.250604629516602,0.014458460102398549,0.035212692233823964,0.0,0.4843224850371462,0,35.57606349885464,103.0,0.0,R1,17.230287481604588,00000_002145,00000,62,1.0
gate_on,8.170106957755117,0.8406754959316037,2.4211518309931686,0.0,21,delayed_required_escape,0.0,2.8926920890808105,0.0,11,7.250625014305115,0.020376591720211674,0.04288634261719777,0.0,0.5177491866875142,0,41.15052109956741,102.0,0.0,R1,21.30564883106843,00000_002145,00000,71,1.0
gate_on,8.17369753399175,0.9040789403803742,2.8747716872569584,0.0684931506849315,22,delayed_required_escape,0.0,2.4631524085998535,0.0684931506849315,35,20.114404052495956,0.017029840952066118,0.038855924003132404,0.0024471366650437656,0.601503180192029,0,43.33995255082846,10.0,0.16666666666666666,R3,26.069119288694957,00000_002145,00000,73,1.0
gate_on,8.166105583465347,0.9498030019117152,2.945812410629371,0.1,23,delayed_required_escape,0.0,2.9578535556793213,0.1,23,14.391594588756561,0.012455008869680265,0.03218156875421604,0.003457488492131233,0.6068941288414185,0,33.86413970589638,11.0,0.25,R1,20.55194756577407,00000_002145,00000,60,1.0
gate_on,8.0984978224977,0.8983185262564629,2.3258659722353534,0.3225806451612903,24,delayed_required_escape,0.8,2.483652353286743,0.3225806451612903,11,6.842105507850647,0.03985155277675198,0.06658041308964452,0.024321308900271694,0.5423287342556721,0,39.829291217029095,3.0,0.48,R1,21.600569092031947,00000_000983,00000,62,1.0
gate_on,8.13004687046891,0.9499999823474734,2.6196796388888135,0.24074074074074073,25,delayed_required_escape,0.5,2.497979164123535,0.24074074074074073,13,6.000179439783096,0.029539528889236628,0.05547861271986255,0.016584052738768083,0.574038127429221,0,30.72192957252264,4.0,0.42105263157894735,R3,17.635558922823304,00000_000983,00000,54,1.0
gate_on,8.015006326248262,0.9499995392093059,2.546968800793017,0.14285714285714285,26,delayed_required_escape,0.0,2.5787622928619385,0.14285714285714285,8,5.153252482414246,0.036667791138194045,0.06393353222888343,0.009198105913035723,0.553849082836268,0,28.443330980837345,5.0,0.3888888888888889,R1,15.75331277654517,00000_000983,00000,49,1.0
gate_on,8.090886745644225,0.949959329024371,1.5967600906270347,0.2,27,delayed_required_escape,0.1,2.9800260066986084,0.2,3,2.039950966835022,0.05983771857890216,0.0875701603564349,0.01648016016591679,0.6228897849281252,0,31.53909345716238,4.0,0.3157894736842105,R1,19.645379140359914,00000_000983,00000,55,1.0
gate_on,7.883959678814413,0.9499991309099352,2.548222859467279,0.03773584905660377,28,delayed_required_escape,0.0,2.5083537101745605,0.03773584905660377,10,6.18062636256218,0.031702824956122436,0.058004856601638614,0.0024126278904249084,0.5393662464787423,0,31.538698010146618,4.0,0.10526315789473684,R1,17.01090916455936,00000_000983,00000,53,1.0
gate_on,7.800525766894377,0.9167473836964648,1.8479620419266167,0.1,29,delayed_required_escape,0.0,2.904235363006592,0.1,6,3.7362140417099,0.054571539908647534,0.08316041020055612,0.00647787128885587,0.621649564177184,0,36.816333405673504,3.0,0.2608695652173913,R1,22.88685761623883,00000_000983,00000,60,1.0
gate_on,8.00405027583675,0.9447857447965199,1.6863184746342978,0.1206896551724138,30,delayed_required_escape,0.5,2.802821397781372,0.1206896551724138,5,2.949301689863205,0.03662627167871286,0.06362394082905917,0.008653570608846072,0.4971609782838397,0,35.22823189944029,3.0,0.09523809523809523,R1,17.514102234335702,00000_000983,00000,58,1.0
gate_on,8.045716564670476,0.76749112944375,1.4884512879805765,0.06451612903225806,31,delayed_required_escape,0.0,2.7662477493286133,0.06451612903225806,4,3.2608837485313416,0.05199593146361651,0.08148994735412059,0.004337553776079609,0.5188648311854194,0,45.126800298690796,1.0,0.08695652173913043,R1,23.41470961891833,00000_000983,00000,62,1.0
gate_on,8.174313326444647,0.6740516235704828,2.3532575313417703,0.030612244897959183,32,delayed_required_escape,0.0,2.471755027770996,0.030612244897959183,15,10.884580075740814,0.03558920380868474,0.06502947568589328,0.0015089391749732348,0.5355583291954367,0,64.71529361605644,6.0,0.06818181818181818,R3,34.6588145224073,00000_002723,00000,98,1.0
gate_on,8.079063109431594,0.8310452270371684,2.3168994275328356,0.0,33,delayed_required_escape,0.0,2.7774527072906494,0.0,11,6.858125746250153,0.035566237844424704,0.06338769424553603,0.0,0.5029910788673169,0,45.76637679338455,97.0,0.0,R1,23.020079239152626,00000_002723,00000,73,1.0
gate_on,8.32178185258894,0.6448876832031756,2.3020785664605055,0.031578947368421054,34,delayed_required_escape,0.0,2.3045525550842285,0.031578947368421054,16,10.710175693035126,0.035745023837999296,0.0649409589798827,0.0013210688374544444,0.44107683962594957,0,60.93099865317345,8.0,0.06976744186046512,R3,26.875252321194733,00000_002723,00000,95,1.0
gate_on,7.928431635567297,0.6729717525169038,2.6701621178403863,0.0,35,delayed_required_escape,0.0,2.782230854034424,0.0,23,15.931675791740417,0.03222264024467828,0.060360770168093346,0.0,0.5399778584728984,0,64.03791926056147,87.0,0.0,R3,34.57905850337835,00000_002723,00000,96,1.0
gate_on,7.920096597844371,0.7225023921948193,2.7225023921948193,0.0,36,delayed_required_escape,0.0,2.722627639770508,0.0,26,17.172436773777008,0.03992856207599,0.06831358586687868,0.0,0.5236849341114278,0,51.5736640393734,94.0,0.0,R3,27.008350854344176,00000_002723,00000,82,1.0
