actual_clearance_safe_rate,clearance_agreement_rate,complete_horizon_rate,group,hard_contact_disagreement_rate,horizon_crosses_opening_rate,improvement_sign_agreement_rate,mean_absolute_improvement_error,mean_actual_path_min_clearance_m,mean_directional_cosine,mean_endpoint_deviation_m,mean_mean_cross_track_deviation_m,mean_predicted_risk_improvement,mean_realized_risk_improvement,mean_selected_ray_min_clearance_m,median_absolute_improvement_error,median_actual_path_min_clearance_m,median_directional_cosine,median_endpoint_deviation_m,median_mean_cross_track_deviation_m,median_predicted_risk_improvement,median_realized_risk_improvement,median_selected_ray_min_clearance_m,n_complete_horizon,n_gate_positive,predicted_realized_pearson_r
0.5789473684210527,0.5789473684210527,0.9047619047619048,overall,0.23268698060941828,0.1329639889196676,0.5290858725761773,0.1392818150029199,2.0477862001456053,0.7117342067151498,4.429928812713768,2.0435135191459706,0.13069552889523453,0.003791462479209344,2.4061000614615358,0.11090432446422094,1.1180340051651,0.7149972998235296,4.601850624456265,2.1614341629682863,0.11092690378427511,0.0022254077860585086,1.5811388492584229,361,399,0.41316269469248745
0.5954545454545455,0.5954545454545455,0.9243697478991597,regime=R1,0.19545454545454546,0.12272727272727273,0.5,0.13727922000847134,1.9039398315277967,0.6951608921262344,4.56836297602614,2.0899435585272657,0.12230309778980096,-0.0007395414777857856,2.3516415633938528,0.11464067824684843,1.1180340051651,0.719159863246176,4.637650044033791,2.141858592321409,0.10725346580147743,6.95387522398061e-07,1.5405694246292114,220,238,0.338307578548167
0.6142857142857143,0.6142857142857143,0.875,regime=R2,0.21428571428571427,0.11428571428571428,0.6285714285714286,0.10738920735053632,3.1619042796748027,0.7507626505927318,3.968100723182102,1.8375318123746183,0.1486321556507325,0.04905556252105949,2.69069869858878,0.07821080088615417,1.5,0.7313793915076527,4.4730046542229775,2.1564057404836268,0.12442164756357671,0.02798454974553244,1.5,70,80,0.568764404985461
0.49295774647887325,0.49295774647887325,0.8765432098765432,regime=R3,0.36619718309859156,0.18309859154929578,0.5211267605633803,0.17693045492468792,1.3950810667494653,0.7246093917592431,4.456301352692564,2.1027263474573754,0.1390162467869322,-0.02679538445586927,2.2942544977429886,0.12606837784036107,0.5,0.714265130645008,4.610759069421188,2.1705736227741763,0.13553952798247337,0.0005844288017470278,2.0,71,81,0.3913747548394647
0.2857142857142857,0.2857142857142857,1.0,phase=before_event,0.2727272727272727,0.0,0.5324675324675324,0.06939343985214162,0.6847304485060952,0.751033755620588,4.120137650058277,1.7751356484141294,0.09354545109604948,0.029978953346328035,1.5930038876347727,0.07268834455533102,0.5,0.714606359503948,4.676434824397063,2.0517305325238,0.08039189201025732,0.0009744128991969747,1.4142135381698608,77,77,0.6642888089265464
0.05660377358490566,0.05660377358490566,1.0,phase=pre_opening,0.9056603773584906,0.9056603773584906,0.05660377358490566,0.317262963917796,0.08383348640405906,0.7411259420008827,4.063825791845408,1.8927024988771297,0.11000625660303251,-0.20662966982803174,2.8144842611168914,0.30698158970520767,0.0,0.7130490216092001,4.578584429359803,2.131973583294129,0.08939151838421822,-0.22353844606355655,2.2360680103302,53,53,-0.10374497803693353
0.7965367965367965,0.7965367965367965,0.8587360594795539,phase=post_opening,0.06493506493506493,0.0,0.6363636363636364,0.12174243835409518,2.9527419867453637,0.6918907987676927,4.617190196395567,2.167574472049002,0.14782577747542483,0.043340740468454535,2.583433580088925,0.1141944413955549,2.0,0.7173665950598686,4.603259520159833,2.2024059295654297,0.1305442601442337,0.017125665528141543,1.8027756214141846,231,269,0.5413872548729486
0.2857142857142857,0.2857142857142857,1.0,"regime=R1,phase=before_event",0.19642857142857142,0.0,0.5,0.07300581908804371,0.7718615095530238,0.7486149350338758,4.106456054013319,1.741364634479823,0.08761376458301008,0.022408609569859312,1.4899179956742696,0.0778739197649578,0.5,0.7215150899387778,4.663129908950003,1.9826314523607738,0.08099163820346195,8.104750085427548e-05,1.4142135381698608,56,56,0.4621385690623287
0.09375,0.09375,1.0,"regime=R1,phase=pre_opening",0.84375,0.84375,0.09375,0.26874583950303377,0.13884921185672283,0.7455635732334123,3.9543129688722853,1.8428930960914978,0.10325651010498405,-0.16445079856065045,3.3290941156446934,0.24733157727752678,0.0,0.7275191710304814,4.497763538843914,2.125898030787587,0.07806734989086789,-0.14425322178749392,2.760504722595215,32,32,0.04436945505923245
0.8484848484848485,0.8484848484848485,0.88,"regime=R1,phase=post_opening",0.03787878787878788,0.0,0.5984848484848485,0.1326760277942134,2.812116239558567,0.6602645875939797,4.91318409619009,2.297716547501518,0.1416371391950618,0.029127608279665308,2.4802630643049874,0.13060657494390238,2.0,0.7106627812837725,4.656654212040536,2.2125939426526937,0.12822254995505017,0.012117577709452765,1.8027756214141846,132,150,0.4163912575789244
