arm,correct_activation,dataset,dot_safe,episode_id,false_activation,gate_active,lambda_hard_learned,lambda_soft_learned,lambda_soft_used,path_index,raw_soft_force_norm,raw_soft_force_perp_norm,regime,soft_force_norm,soft_force_perp_norm
learned,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.07480277121067047,0.10947929322719574,0.0,60,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.07480277121067047,0.10947929322719574,0.0,60,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.0759342610836029,0.10436390340328217,0.0,66,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.0759342610836029,0.10436390340328217,0.0,66,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.0759342610836029,0.10436390340328217,0.0,66,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.07582776248455048,0.10426708310842514,0.0,72,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.07582776248455048,0.10426708310842514,0.0,72,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.07582776248455048,0.10426708310842514,0.0,72,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.08334540575742722,0.11247441917657852,0.0,78,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.08334540575742722,0.11247441917657852,0.0,78,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_000862_07,0,0,0.08334540575742722,0.11247441917657852,0.0,78,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08150757104158401,0.11006976664066315,0.0,0,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08150757104158401,0.11006976664066315,0.0,0,0.0039944835007190704,0.003497328842058778,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08150757104158401,0.11006976664066315,0.0,0,0.05443570390343666,0.047660619020462036,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07677356153726578,0.10581604391336441,0.0,6,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07677356153726578,0.10581604391336441,0.0,6,5.44305112271104e-06,0.0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07677356153726578,0.10581604391336441,0.0,6,7.715821266174316e-05,0.0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.10294896364212036,0.12681464850902557,0.0,12,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.10294896364212036,0.12681464850902557,0.0,12,0.012232658453285694,0.009909257292747498,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.10294896364212036,0.12681464850902557,0.0,12,0.14469139277935028,0.1172095388174057,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.11047142744064331,0.12984642386436462,0.0,18,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.11047142744064331,0.12984642386436462,0.0,18,0.031186655163764954,0.027919655665755272,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.11047142744064331,0.12984642386436462,0.0,18,0.3602716326713562,0.3225308954715729,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.1062665581703186,0.12474417686462402,0.0,24,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.1062665581703186,0.12474417686462402,0.0,24,0.02726985141634941,0.02581353299319744,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.1062665581703186,0.12474417686462402,0.0,24,0.32790932059288025,0.3103976547718048,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.09721747785806656,0.12101947516202927,0.0,30,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.09721747785806656,0.12101947516202927,0.0,30,0.021153166890144348,0.01004739012569189,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.09721747785806656,0.12101947516202927,0.0,30,0.2621871531009674,0.12453438341617584,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08932562172412872,0.11551827192306519,0.0,36,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08932562172412872,0.11551827192306519,0.0,36,0.06527373194694519,0.06353852897882462,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08932562172412872,0.11551827192306519,0.0,36,0.8475767374038696,0.8250451683998108,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08284147828817368,0.11109158396720886,0.0,42,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08284147828817368,0.11109158396720886,0.0,42,0.0436825193464756,0.00771127687767148,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.08284147828817368,0.11109158396720886,0.0,42,0.5898177027702332,0.10412053763866425,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.0801095962524414,0.10888244211673737,0.0,48,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.0801095962524414,0.10888244211673737,0.0,48,0.0004446208768058568,0.00044247484765946865,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.0801095962524414,0.10888244211673737,0.0,48,0.006125241983681917,0.006095677614212036,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07803551107645035,0.11013203859329224,0.0,54,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07803551107645035,0.11013203859329224,0.0,54,0.011639440432190895,0.010997268371284008,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07803551107645035,0.11013203859329224,0.0,54,0.1585293412208557,0.1497829556465149,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07498473674058914,0.11010938882827759,0.0,60,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,-0.0016125168185681105,00003_001856_00,0,0,0.07498473674058914,0.11010938882827759,0.0,60,0.0022804432082921267,0.0016125168185681105,R2,0.0,0.0
fixed,0,RELLIS-3D,-0.021967021748423576,00003_001856_00,0,0,0.07498473674058914,0.11010938882827759,0.0,60,0.031066060066223145,0.021967021748423576,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07278847694396973,0.11335976421833038,0.0,66,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07278847694396973,0.11335976421833038,0.0,66,0.0,0.0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_00,0,0,0.07278847694396973,0.11335976421833038,0.0,66,0.0,0.0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.1196039468050003,0.13878865540027618,0.0,0,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.1196039468050003,0.13878865540027618,0.0,0,0.04115793853998184,0.02580287866294384,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.1196039468050003,0.13878865540027618,0.0,0,0.44482678174972534,0.27887237071990967,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.11512137204408646,0.1340227723121643,0.0,6,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.11512137204408646,0.1340227723121643,0.0,6,0.027592994272708893,0.0228748619556427,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.11512137204408646,0.1340227723121643,0.0,6,0.3088243305683136,0.25601837038993835,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.11024987697601318,0.1298730969429016,0.0,12,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.11024987697601318,0.1298730969429016,0.0,12,0.022830907255411148,0.00272196251899004,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.11024987697601318,0.1298730969429016,0.0,12,0.2636909484863281,0.031437948346138,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.10475751757621765,0.1259697824716568,0.0,18,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.10475751757621765,0.1259697824716568,0.0,18,0.010958284139633179,0.00923706591129303,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.10475751757621765,0.1259697824716568,0.0,18,0.13048705458641052,0.10999144613742828,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.09771710634231567,0.12122423946857452,0.0,24,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.09771710634231567,0.12122423946857452,0.0,24,0.051270365715026855,0.05124054104089737,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.09771710634231567,0.12122423946857452,0.0,24,0.6344073414802551,0.6340383291244507,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.09114135801792145,0.11662369966506958,0.0,30,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.09114135801792145,0.11662369966506958,0.0,30,0.014128686860203743,0.013520271517336369,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.09114135801792145,0.11662369966506958,0.0,30,0.18172147870063782,0.17389610409736633,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08648338913917542,0.11293790489435196,0.0,36,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08648338913917542,0.11293790489435196,0.0,36,0.038138363510370255,0.034371886402368546,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08648338913917542,0.11293790489435196,0.0,36,0.5065398216247559,0.456514835357666,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08287529647350311,0.10960868746042252,0.0,42,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08287529647350311,0.10960868746042252,0.0,42,0.01005828008055687,0.009982545860111713,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08287529647350311,0.10960868746042252,0.0,42,0.13764803111553192,0.13661161065101624,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08069480955600739,0.10973405092954636,0.0,48,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08069480955600739,0.10973405092954636,0.0,48,0.000324722146615386,0.00029713561525568366,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08069480955600739,0.10973405092954636,0.0,48,0.004438760690391064,0.004061669111251831,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.07934138178825378,0.11018171161413193,0.0,54,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.07934138178825378,0.11018171161413193,0.0,54,0.0006031431257724762,0.00023204389435704798,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.07934138178825378,0.11018171161413193,0.0,54,0.008211115375161171,0.0031590163707733154,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.07887311279773712,0.11056286096572876,0.0,60,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.07887311279773712,0.11056286096572876,0.0,60,0.0007632739143446088,0.0007632739143446088,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.07887311279773712,0.11056286096572876,0.0,60,0.01035529375076294,0.01035529375076294,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08873149752616882,0.11941760778427124,0.0,66,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08873149752616882,0.11941760778427124,0.0,66,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_01,0,0,0.08873149752616882,0.11941760778427124,0.0,66,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.1274501383304596,0.1320657730102539,0.0,0,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.1274501383304596,0.1320657730102539,0.0,0,0.009182154200971127,0.006378930062055588,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.1274501383304596,0.1320657730102539,0.0,0,0.10429070889949799,0.07245174050331116,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.12248218804597855,0.12913548946380615,0.0,6,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.12248218804597855,0.12913548946380615,0.0,6,0.0050903623923659325,0.004386705346405506,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.12248218804597855,0.12913548946380615,0.0,6,0.059128161519765854,0.05095468461513519,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.11467991769313812,0.12749367952346802,0.0,12,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.11467991769313812,0.12749367952346802,0.0,12,0.013346575200557709,0.0083521269261837,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.11467991769313812,0.12749367952346802,0.0,12,0.15702632069587708,0.09826518595218658,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.10447516292333603,0.12715022265911102,0.0,18,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.10447516292333603,0.12715022265911102,0.0,18,0.02007475309073925,0.018789835274219513,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.10447516292333603,0.12715022265911102,0.0,18,0.23682326078414917,0.22166499495506287,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.09745266288518906,0.12224972248077393,0.0,24,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.09745266288518906,0.12224972248077393,0.0,24,0.056334517896175385,0.04188257083296776,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.09745266288518906,0.12224972248077393,0.0,24,0.6912226676940918,0.5138977766036987,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.09108659625053406,0.11748786270618439,0.0,30,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.09108659625053406,0.11748786270618439,0.0,30,0.03103053942322731,0.026239361613988876,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.09108659625053406,0.11748786270618439,0.0,30,0.39617547392845154,0.33500516414642334,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08659813553094864,0.11388982832431793,0.0,36,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08659813553094864,0.11388982832431793,0.0,36,0.021624768152832985,0.015856891870498657,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08659813553094864,0.11388982832431793,0.0,36,0.28481167554855347,0.20884515345096588,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08326556533575058,0.11068753898143768,0.0,42,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08326556533575058,0.11068753898143768,0.0,42,0.025240523740649223,0.012493079528212547,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08326556533575058,0.11068753898143768,0.0,42,0.34205102920532227,0.16930197179317474,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08061304688453674,0.10863237828016281,0.0,48,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08061304688453674,0.10863237828016281,0.0,48,0.010606265626847744,0.00011643981997622177,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.08061304688453674,0.10863237828016281,0.0,48,0.14645171165466309,0.0016078054904937744,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.07814354449510574,0.10787162184715271,0.0,54,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.07814354449510574,0.10787162184715271,0.0,54,0.00018570113752502948,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.07814354449510574,0.10787162184715271,0.0,54,0.002582252025604248,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.07825508713722229,0.10703584551811218,0.0,60,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.07825508713722229,0.10703584551811218,0.0,60,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_02,0,0,0.07825508713722229,0.10703584551811218,0.0,60,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.06041998416185379,0.09310290962457657,0.0,0,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.06041998416185379,0.09310290962457657,0.0,0,0.03385782986879349,0.01921471767127514,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.06041998416185379,0.09310290962457657,0.0,0,0.5454904437065125,0.3095722496509552,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.05745444819331169,0.08981969207525253,0.0,6,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.05745444819331169,0.08981969207525253,0.0,6,0.014627885073423386,0.00274469587020576,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.05745444819331169,0.08981969207525253,0.0,6,0.24428749084472656,0.045836761593818665,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.09102791547775269,0.11908350884914398,0.0,12,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.09102791547775269,0.11908350884914398,0.0,12,0.015893375501036644,0.012182443402707577,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.09102791547775269,0.11908350884914398,0.0,12,0.20019616186618805,0.153452530503273,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.10254732519388199,0.12575088441371918,0.0,18,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.10254732519388199,0.12575088441371918,0.0,18,0.013245759531855583,0.004867835436016321,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.10254732519388199,0.12575088441371918,0.0,18,0.15799999237060547,0.05806522071361542,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.10011391341686249,0.12201175838708878,0.0,24,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.10011391341686249,0.12201175838708878,0.0,24,0.005692149046808481,0.004750972148030996,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.10011391341686249,0.12201175838708878,0.0,24,0.06997869163751602,0.05840796232223511,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.0926792174577713,0.11831595003604889,0.0,30,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.0926792174577713,0.11831595003604889,0.0,30,0.014549050480127335,0.014432081952691078,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.0926792174577713,0.11831595003604889,0.0,30,0.18445168435573578,0.18296876549720764,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.08624084293842316,0.11471637338399887,0.0,36,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.08624084293842316,0.11471637338399887,0.0,36,0.04613189026713371,0.004009708762168884,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.08624084293842316,0.11471637338399887,0.0,36,0.6032080054283142,0.05242985486984253,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.080756776034832,0.11102735996246338,0.0,42,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.080756776034832,0.11102735996246338,0.0,42,0.01600819267332554,0.015901319682598114,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.080756776034832,0.11102735996246338,0.0,42,0.21627360582351685,0.21482974290847778,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07835881412029266,0.10878194868564606,0.0,48,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07835881412029266,0.10878194868564606,0.0,48,0.010242195799946785,0.0023098213132470846,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07835881412029266,0.10878194868564606,0.0,48,0.14123016595840454,0.03185024857521057,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07638399302959442,0.10964266210794449,0.0,54,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07638399302959442,0.10964266210794449,0.0,54,0.0001962200039997697,0.0001960432855412364,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07638399302959442,0.10964266210794449,0.0,54,0.0026844479143619537,0.002682030200958252,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07359151542186737,0.11168449372053146,0.0,60,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07359151542186737,0.11168449372053146,0.0,60,1.2621050700545311e-05,9.352965207654051e-06,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07359151542186737,0.11168449372053146,0.0,60,0.00016950942517723888,0.00012561678886413574,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07258807867765427,0.1133861243724823,0.0,66,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07258807867765427,0.1133861243724823,0.0,66,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_03,0,0,0.07258807867765427,0.1133861243724823,0.0,66,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.07371312379837036,0.10275765508413315,0.0,0,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.07371312379837036,0.10275765508413315,0.0,0,7.985829142853618e-06,5.38372887604055e-06,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.07371312379837036,0.10275765508413315,0.0,0,0.00011657276627374813,7.858872413635254e-05,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.1015014499425888,0.12077018618583679,0.0,6,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,-0.011333517730236053,00003_001856_04,0,0,0.1015014499425888,0.12077018618583679,0.0,6,0.016036884859204292,8.868507393344771e-06,R2,0.0,0.0
fixed,0,RELLIS-3D,-0.1407655030488968,00003_001856_04,0,0,0.1015014499425888,0.12077018618583679,0.0,6,0.1991826593875885,0.00011014938354492188,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.11439214646816254,0.12549513578414917,0.0,12,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,-8.662891923449934e-05,00003_001856_04,0,0,0.11439214646816254,0.12549513578414917,0.0,12,0.001475235796533525,0.0013274367665871978,R2,0.0,0.0
fixed,0,RELLIS-3D,-0.0010354449041187763,00003_001856_04,0,0,0.11439214646816254,0.12549513578414917,0.0,12,0.01763298176229,0.015866391360759735,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.1135626807808876,0.12377620488405228,0.0,18,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.1135626807808876,0.12377620488405228,0.0,18,0.018969018012285233,0.018967339769005775,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.1135626807808876,0.12377620488405228,0.0,18,0.22987881302833557,0.22985847294330597,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.10338182747364044,0.11836125701665878,0.0,24,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.10338182747364044,0.11836125701665878,0.0,24,0.0495905727148056,0.04491107910871506,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.10338182747364044,0.11836125701665878,0.0,24,0.6284645795822144,0.569161057472229,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.09736485779285431,0.11656993627548218,0.0,30,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.09736485779285431,0.11656993627548218,0.0,30,0.02978542074561119,0.029669005423784256,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.09736485779285431,0.11656993627548218,0.0,30,0.383273184299469,0.3817751705646515,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.08877918869256973,0.11218100041151047,0.0,36,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.08877918869256973,0.11218100041151047,0.0,36,0.0291565153747797,0.014039655216038227,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.08877918869256973,0.11218100041151047,0.0,36,0.38985899090766907,0.18772771954536438,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001856_04,0,0,0.08204573392868042,0.11279820650815964,0.0,42,0.0,0.0,R2,0.0,0.0
