arm,correct_activation,dataset,dot_safe,episode_id,false_activation,gate_active,lambda_hard_learned,lambda_soft_learned,lambda_soft_used,path_index,raw_soft_force_norm,raw_soft_force_perp_norm,regime,soft_force_norm,soft_force_perp_norm
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0565321147441864,0.09102053195238113,0.0,24,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0565321147441864,0.09102053195238113,0.0,24,0.03394310921430588,0.02050446905195713,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0565321147441864,0.09102053195238113,0.0,24,0.5593756437301636,0.3379095196723938,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.048415232449769974,0.08140548318624496,0.0,30,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.048415232449769974,0.08140548318624496,0.0,30,0.008951101452112198,0.0029267799109220505,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.048415232449769974,0.08140548318624496,0.0,30,0.16493548452854156,0.053929656744003296,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04129743576049805,0.07326458394527435,0.0,36,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04129743576049805,0.07326458394527435,0.0,36,0.004617112223058939,0.00446570198982954,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04129743576049805,0.07326458394527435,0.0,36,0.09452955424785614,0.09142962098121643,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04192099720239639,0.07229923456907272,0.0,42,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04192099720239639,0.07229923456907272,0.0,42,1.527708809589967e-05,1.2604908079083543e-05,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.04192099720239639,0.07229923456907272,0.0,42,0.0003169553820043802,0.00026151537895202637,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0500372052192688,0.08035428822040558,0.0,48,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0500372052192688,0.08035428822040558,0.0,48,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0500372052192688,0.08035428822040558,0.0,48,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.058474376797676086,0.08835677057504654,0.0,54,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.058474376797676086,0.08835677057504654,0.0,54,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.058474376797676086,0.08835677057504654,0.0,54,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0680539458990097,0.09528341889381409,0.0,60,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0680539458990097,0.09528341889381409,0.0,60,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.0680539458990097,0.09528341889381409,0.0,60,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07744305580854416,0.1023249700665474,0.0,66,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07744305580854416,0.1023249700665474,0.0,66,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07744305580854416,0.1023249700665474,0.0,66,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07893627882003784,0.10083174705505371,0.0,72,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07893627882003784,0.10083174705505371,0.0,72,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.07893627882003784,0.10083174705505371,0.0,72,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.08643090724945068,0.10167282819747925,0.0,78,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.08643090724945068,0.10167282819747925,0.0,78,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_01,0,0,0.08643090724945068,0.10167282819747925,0.0,78,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.06710486114025116,0.10321182012557983,0.0,0,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.06710486114025116,0.10321182012557983,0.0,0,0.053112491965293884,0.05008387565612793,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.06710486114025116,0.10321182012557983,0.0,0,0.7718955278396606,0.7278799414634705,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.061248160898685455,0.09627223014831543,0.0,6,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.061248160898685455,0.09627223014831543,0.0,6,0.0056442865170538425,0.005412536207586527,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.061248160898685455,0.09627223014831543,0.0,6,0.08794260025024414,0.08433173596858978,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.059382449835538864,0.09375803172588348,0.0,12,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.059382449835538864,0.09375803172588348,0.0,12,0.00027351570315659046,0.0002704848302528262,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.059382449835538864,0.09375803172588348,0.0,12,0.004375876393169165,0.0043273866176605225,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07106588780879974,0.10391547530889511,0.0,18,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07106588780879974,0.10391547530889511,0.0,18,0.003608285915106535,0.001295585185289383,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07106588780879974,0.10391547530889511,0.0,18,0.05208491533994675,0.018701523542404175,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08998975157737732,0.11935573071241379,0.0,24,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08998975157737732,0.11935573071241379,0.0,24,0.046458955854177475,0.03132491931319237,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08998975157737732,0.11935573071241379,0.0,24,0.5838717222213745,0.3936750888824463,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.09721211344003677,0.1247389018535614,0.0,30,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.09721211344003677,0.1247389018535614,0.0,30,0.05700366199016571,0.03600248321890831,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.09721211344003677,0.1247389018535614,0.0,30,0.685475766658783,0.43293410539627075,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.09229571372270584,0.11959618330001831,0.0,36,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.09229571372270584,0.11959618330001831,0.0,36,0.04716506600379944,0.019403070211410522,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.09229571372270584,0.11959618330001831,0.0,36,0.5915540456771851,0.243357315659523,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08652444183826447,0.11612440645694733,0.0,42,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08652444183826447,0.11612440645694733,0.0,42,0.08233978599309921,0.04709237068891525,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08652444183826447,0.11612440645694733,0.0,42,1.0635979175567627,0.6083006858825684,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08222760260105133,0.1158178448677063,0.0,48,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08222760260105133,0.1158178448677063,0.0,48,0.044525690376758575,0.03148912265896797,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08222760260105133,0.1158178448677063,0.0,48,0.5766687989234924,0.40782731771469116,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07914465665817261,0.11211654543876648,0.0,54,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07914465665817261,0.11211654543876648,0.0,54,0.048084806650877,0.023489149287343025,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07914465665817261,0.11211654543876648,0.0,54,0.643323540687561,0.3142598271369934,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07954634726047516,0.10609277337789536,0.0,60,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07954634726047516,0.10609277337789536,0.0,60,1.4755871688976185e-06,1.0433976740387152e-06,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07954634726047516,0.10609277337789536,0.0,60,2.0862689780187793e-05,1.475214958190918e-05,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07855334877967834,0.10578639060258865,0.0,66,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07855334877967834,0.10578639060258865,0.0,66,9.580118785379454e-05,7.809188537066802e-05,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07855334877967834,0.10578639060258865,0.0,66,0.0013584147673100233,0.0011073052883148193,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07703549414873123,0.10531926155090332,0.0,72,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07703549414873123,0.10531926155090332,0.0,72,0.0,0.0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.07703549414873123,0.10531926155090332,0.0,72,0.0,0.0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08310845494270325,0.11141090840101242,0.0,78,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08310845494270325,0.11141090840101242,0.0,78,0.0,0.0,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_02,0,0,0.08310845494270325,0.11141090840101242,0.0,78,0.0,0.0,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.08972389996051788,0.12520301342010498,0.0,0,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.08972389996051788,0.12520301342010498,0.0,0,0.04515635594725609,0.024638362228870392,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.08972389996051788,0.12520301342010498,0.0,0,0.5409976243972778,0.29518094658851624,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.08876429498195648,0.12152455002069473,0.0,6,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.08876429498195648,0.12152455002069473,0.0,6,9.93511566775851e-05,6.147497333586216e-05,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.08876429498195648,0.12152455002069473,0.0,6,0.0012263096868991852,0.0007587969303131104,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07545901834964752,0.10957121849060059,0.0,12,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07545901834964752,0.10957121849060059,0.0,12,0.024698976427316666,0.022912003099918365,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07545901834964752,0.10957121849060059,0.0,12,0.3381222188472748,0.31365904211997986,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.06169410049915314,0.0963023453950882,0.0,18,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.06169410049915314,0.0963023453950882,0.0,18,0.04340478777885437,0.020197415724396706,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.06169410049915314,0.0963023453950882,0.0,18,0.6760705709457397,0.3145938515663147,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.05241192877292633,0.08584584295749664,0.0,24,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.05241192877292633,0.08584584295749664,0.0,24,0.0013294524978846312,0.0012942359317094088,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.05241192877292633,0.08584584295749664,0.0,24,0.02322976477444172,0.02261441946029663,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.042844898998737335,0.07492734491825104,0.0,30,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.042844898998737335,0.07492734491825104,0.0,30,0.0038876240141689777,0.0007300420547835529,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.042844898998737335,0.07492734491825104,0.0,30,0.07782787829637527,0.014614999294281006,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.04128706082701683,0.07182399928569794,0.0,36,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.04128706082701683,0.07182399928569794,0.0,36,0.008266983553767204,0.008224789053201675,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.04128706082701683,0.07182399928569794,0.0,36,0.17265084385871887,0.1717696487903595,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.04568704217672348,0.07572697103023529,0.0,42,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.04568704217672348,0.07572697103023529,0.0,42,6.41161750536412e-06,5.903892542846734e-06,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.04568704217672348,0.07572697103023529,0.0,42,0.0001270013308385387,0.0001169443130493164,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.053496889770030975,0.08378148078918457,0.0,48,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.053496889770030975,0.08378148078918457,0.0,48,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.053496889770030975,0.08378148078918457,0.0,48,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.06201180815696716,0.09083336591720581,0.0,54,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.06201180815696716,0.09083336591720581,0.0,54,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.06201180815696716,0.09083336591720581,0.0,54,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07644419372081757,0.10184116661548615,0.0,60,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07644419372081757,0.10184116661548615,0.0,60,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07644419372081757,0.10184116661548615,0.0,60,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07834591716527939,0.10150282084941864,0.0,66,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07834591716527939,0.10150282084941864,0.0,66,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.07834591716527939,0.10150282084941864,0.0,66,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.0824255421757698,0.10188044607639313,0.0,72,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.0824255421757698,0.10188044607639313,0.0,72,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_03,0,0,0.0824255421757698,0.10188044607639313,0.0,72,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.08972389996051788,0.12520301342010498,0.0,0,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.08972389996051788,0.12520301342010498,0.0,0,0.04515635594725609,0.024638362228870392,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.08972389996051788,0.12520301342010498,0.0,0,0.5409976243972778,0.29518094658851624,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.08876429498195648,0.12152455002069473,0.0,6,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.08876429498195648,0.12152455002069473,0.0,6,9.93511566775851e-05,6.147497333586216e-05,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.08876429498195648,0.12152455002069473,0.0,6,0.0012263096868991852,0.0007587969303131104,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07545901834964752,0.10957121849060059,0.0,12,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07545901834964752,0.10957121849060059,0.0,12,0.024698976427316666,0.022912003099918365,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07545901834964752,0.10957121849060059,0.0,12,0.3381222188472748,0.31365904211997986,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.06169410049915314,0.0963023453950882,0.0,18,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.06169410049915314,0.0963023453950882,0.0,18,0.04340478777885437,0.020197415724396706,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.06169410049915314,0.0963023453950882,0.0,18,0.6760705709457397,0.3145938515663147,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.05241192877292633,0.08584584295749664,0.0,24,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.05241192877292633,0.08584584295749664,0.0,24,0.0013294524978846312,0.0012942359317094088,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.05241192877292633,0.08584584295749664,0.0,24,0.02322976477444172,0.02261441946029663,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.042844898998737335,0.07492734491825104,0.0,30,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.042844898998737335,0.07492734491825104,0.0,30,0.0038876240141689777,0.0007300420547835529,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.042844898998737335,0.07492734491825104,0.0,30,0.07782787829637527,0.014614999294281006,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.04128706082701683,0.07182399928569794,0.0,36,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.04128706082701683,0.07182399928569794,0.0,36,0.008266983553767204,0.008224789053201675,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.04128706082701683,0.07182399928569794,0.0,36,0.17265084385871887,0.1717696487903595,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.04568704217672348,0.07572697103023529,0.0,42,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.04568704217672348,0.07572697103023529,0.0,42,6.41161750536412e-06,5.903892542846734e-06,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.04568704217672348,0.07572697103023529,0.0,42,0.0001270013308385387,0.0001169443130493164,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.053496889770030975,0.08378148078918457,0.0,48,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.053496889770030975,0.08378148078918457,0.0,48,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.053496889770030975,0.08378148078918457,0.0,48,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.06201180815696716,0.09083336591720581,0.0,54,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.06201180815696716,0.09083336591720581,0.0,54,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.06201180815696716,0.09083336591720581,0.0,54,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07644419372081757,0.10184116661548615,0.0,60,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07644419372081757,0.10184116661548615,0.0,60,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07644419372081757,0.10184116661548615,0.0,60,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07940762490034103,0.09864304959774017,0.0,66,0.0,0.0,R3,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07940762490034103,0.09864304959774017,0.0,66,0.0,0.0,R3,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_04,0,0,0.07940762490034103,0.09864304959774017,0.0,66,0.0,0.0,R3,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.02158387005329132,0.04892060533165932,0.0,0,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.02158387005329132,0.04892060533165932,0.0,0,0.036514490842819214,0.03353796899318695,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.02158387005329132,0.04892060533165932,0.0,0,1.1196045875549316,1.0283386707305908,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.037083640694618225,0.0697287991642952,0.0,6,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,4.448241088539362e-05,00003_001951_05,0,0,0.037083640694618225,0.0697287991642952,0.0,6,0.00024387183657381684,0.00023978071112651378,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0009569020476192236,00003_001951_05,0,0,0.037083640694618225,0.0697287991642952,0.0,6,0.005246150307357311,0.005158142186701298,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06593665480613708,0.09990425407886505,0.0,12,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.06767217069864273,00003_001951_05,0,0,0.06593665480613708,0.09990425407886505,0.0,12,0.08139291405677795,0.045224811881780624,R2,0.0,0.0
fixed,0,RELLIS-3D,1.0160554647445679,00003_001951_05,0,0,0.06593665480613708,0.09990425407886505,0.0,12,1.2220637798309326,0.6790223717689514,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.09743021428585052,0.12649677693843842,0.0,18,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.007430907804518938,00003_001951_05,0,0,0.09743021428585052,0.12649677693843842,0.0,18,0.02139843814074993,0.0200667567551136,R2,0.0,0.0
fixed,0,RELLIS-3D,0.08811578154563904,00003_001951_05,0,0,0.09743021428585052,0.12649677693843842,0.0,18,0.25374290347099304,0.23795181512832642,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.08872398734092712,0.1199604943394661,0.0,24,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,-0.055631689727306366,00003_001951_05,0,0,0.08872398734092712,0.1199604943394661,0.0,24,0.05803520232439041,0.016528746113181114,R2,0.0,0.0
fixed,0,RELLIS-3D,-0.6956251859664917,00003_001951_05,0,0,0.08872398734092712,0.1199604943394661,0.0,24,0.7256789207458496,0.2066773921251297,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06646226346492767,0.09925868362188339,0.0,30,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06646226346492767,0.09925868362188339,0.0,30,0.08574798703193665,0.0002161630691261962,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06646226346492767,0.09925868362188339,0.0,30,1.2958259582519531,0.003266662359237671,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06960459053516388,0.09791549295186996,0.0,36,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06960459053516388,0.09791549295186996,0.0,36,0.014707581140100956,0.005097172223031521,R2,0.0,0.0
fixed,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.06960459053516388,0.09791549295186996,0.0,36,0.2253103256225586,0.0780852735042572,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,1,0.07660398632287979,0.10392218083143234,0.0,42,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,2.676265921763843e-06,00003_001951_05,0,1,0.07660398632287979,0.10392218083143234,0.10392218083143234,42,1.835451075749006e-05,1.7800288333091885e-05,R2,1.835451075749006e-05,1.7800288333091885e-05
fixed,0,RELLIS-3D,3.862888115691021e-05,00003_001951_05,0,1,0.07660398632287979,0.10392218083143234,1.5,42,0.0002649267262313515,0.00025692718918435276,R2,0.0002649267262313515,0.00025692718918435276
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.07962553203105927,0.1060258001089096,0.0,48,0.0,0.0,R2,0.0,0.0
learned,0,RELLIS-3D,-7.816590368747711e-06,00003_001951_05,0,0,0.07962553203105927,0.1060258001089096,0.0,48,0.00023010204313322902,0.0002094725932693109,R2,0.0,0.0
fixed,0,RELLIS-3D,-0.00011058512609452009,00003_001951_05,0,0,0.07962553203105927,0.1060258001089096,0.0,48,0.0032553686760365963,0.002963513368740678,R2,0.0,0.0
zero,0,RELLIS-3D,0.0,00003_001951_05,0,0,0.07719472795724869,0.10422758758068085,0.0,54,0.0,0.0,R2,0.0,0.0
