arm,backtracking_ratio,barrier_violation_m,catastrophic_failure,curvature_energy,dataset,episode_id,excess_length_m,failure_score,hard_hazard_length_m,hard_hits,low_margin_length_m,max_risk,max_violation_severity_m,mean_rho,mean_safety_margin_m,min_hard_distance_m,oscillation,path_cvar_risk,path_length_m,path_length_ratio,regime,revisit_count,risk_exposure,soft_risk_violation_length_m,success
learned,0.0,0.0,0.0,0.4048628049664355,RELLIS-3D,00003_001185_00,-2.610946341846777,19.00896331500518,0.0,0.0,0.0,0.550000011920929,0.0,0.4995535962371958,11.478179143166484,3.535533905029297,1.4337647743672612,0.550000011920929,36.6168536581532,0.9334414282257282,R1,0.0,18.292080927821548,36.6168536581532,1.0
fixed,0.0,0.0,0.0,0.4048628049664355,RELLIS-3D,00003_001185_00,-2.610946341846777,19.00896331500518,0.0,0.0,0.0,0.550000011920929,0.0,0.4995535962371958,11.478179143166484,3.535533905029297,1.4337647743672612,0.550000011920929,36.6168536581532,0.9334414282257282,R1,0.0,18.292080927821548,36.6168536581532,1.0
zero,0.02644135621839531,5.085549633371485,1.0,14.111934109535532,RELLIS-3D,00003_001185_01,-4.37716877743955,939.0586600118236,10.17109926674297,1.0,10.17109926674297,0.8115636110305786,0.5,0.6081916010565814,7.8889489454718325,0.0,6.036416007196392,0.8115636110305786,43.7855312225604,0.909117039172647,R1,0.0,26.629992337361948,43.7855312225604,1.0
learned,0.02644135621839531,5.085549633371485,1.0,14.111934109535532,RELLIS-3D,00003_001185_01,-4.37716877743955,939.0586600118236,10.17109926674297,1.0,10.17109926674297,0.8115636110305786,0.5,0.6081916010565814,7.8889489454718325,0.0,6.036416007196392,0.8115636110305786,43.7855312225604,0.909117039172647,R1,0.0,26.629992337361948,43.7855312225604,1.0
fixed,0.026441357776322835,5.085549633371485,1.0,14.11193362377725,RELLIS-3D,00003_001185_01,-4.377171357287558,939.0586582227447,10.17109926674297,1.0,10.17109926674297,0.8115636110305786,0.5,0.6081916044852361,7.888948487573602,0.0,6.036415266871516,0.8115636110305786,43.78552864271239,0.9091169856073774,R1,0.0,26.62999091844551,43.78552864271239,1.0
zero,0.0,4.965812656173813,1.0,0.002896778369399442,RELLIS-3D,00003_001185_03,-2.0298544364014717,917.2086813088051,9.931625312347625,1.0,9.931625312347625,0.8640748262405396,0.5,0.6394333676377488,6.808069994768396,0.0,0.10333613855432892,0.8640748262405396,32.712745563598524,0.9415744810002282,R1,0.0,20.91762106040863,32.712745563598524,1.0
learned,0.0,4.965812656173813,1.0,0.002896778369399442,RELLIS-3D,00003_001185_03,-2.0298544364014717,917.2086813088051,9.931625312347625,1.0,9.931625312347625,0.8640748262405396,0.5,0.6394333676377488,6.808069994768396,0.0,0.10333613855432892,0.8640748262405396,32.712745563598524,0.9415744810002282,R1,0.0,20.91762106040863,32.712745563598524,1.0
fixed,0.0,4.965812656173813,1.0,0.002896778369399442,RELLIS-3D,00003_001185_03,-2.0298544364014717,917.2086813088051,9.931625312347625,1.0,9.931625312347625,0.8640748262405396,0.5,0.6394333676377488,6.808069994768396,0.0,0.10333613855432892,0.8640748262405396,32.712745563598524,0.9415744810002282,R1,0.0,20.91762106040863,32.712745563598524,1.0
zero,0.0,0.0,0.0,0.5460052256537815,RELLIS-3D,00003_001185_04,-3.879221215306792,20.219256478713547,0.0,0.0,0.0,0.550000011920929,0.0,0.47232080322846687,9.255867796234842,3.535533905029297,1.6695912918502651,0.550000011920929,41.04087878469315,0.9136417502341536,R1,0.0,19.384460832788413,41.04087878469315,1.0
learned,0.0,0.0,0.0,0.5460052256537815,RELLIS-3D,00003_001185_04,-3.879221215306792,20.219256478713547,0.0,0.0,0.0,0.550000011920929,0.0,0.47232080322846687,9.255867796234842,3.535533905029297,1.6695912918502651,0.550000011920929,41.04087878469315,0.9136417502341536,R1,0.0,19.384460832788413,41.04087878469315,1.0
fixed,0.0,0.0,0.0,0.5460052256537815,RELLIS-3D,00003_001185_04,-3.879221215306792,20.219256478713547,0.0,0.0,0.0,0.550000011920929,0.0,0.47232080322846687,9.255867796234842,3.535533905029297,1.6695912918502651,0.550000011920929,41.04087878469315,0.9136417502341536,R1,0.0,19.384460832788413,41.04087878469315,1.0
zero,0.0,0.0,0.0,0.3805182967520958,RELLIS-3D,00003_001185_05,-4.443047657310835,14.819131355189793,0.0,0.0,0.0,0.5499946475028992,0.0,0.4685407560120122,7.410944408085498,1.5811388492584229,1.1453132064108034,0.5482083538489135,30.40605234268915,0.872506100378178,R1,0.0,14.24647475198439,30.40605234268915,1.0
learned,0.0,0.0,0.0,0.3805182967520958,RELLIS-3D,00003_001185_05,-4.443047657310835,14.819131355189793,0.0,0.0,0.0,0.5499946475028992,0.0,0.4685407560120122,7.410944408085498,1.5811388492584229,1.1453132064108034,0.5482083538489135,30.40605234268915,0.872506100378178,R1,0.0,14.24647475198439,30.40605234268915,1.0
fixed,0.0,0.0,0.0,0.3805182967520958,RELLIS-3D,00003_001185_05,-4.443047657310835,14.819131355189793,0.0,0.0,0.0,0.5499946475028992,0.0,0.4685407560120122,7.410944408085498,1.5811388492584229,1.1453132064108034,0.5482083538489135,30.40605234268915,0.872506100378178,R1,0.0,14.24647475198439,30.40605234268915,1.0
zero,0.0,0.0,0.0,0.5573937661802871,RELLIS-3D,00003_001185_06,-4.167428242067977,20.967163991045503,0.0,0.0,0.0,0.550000011920929,0.0,0.4992502311099292,12.615945502052353,1.8027756214141846,1.5854517537356188,0.550000011920929,40.40947175793197,0.906511483704161,R1,0.0,20.174438114177693,40.40947175793197,1.0
learned,0.0,0.0,0.0,0.5573937436112784,RELLIS-3D,00003_001185_06,-4.167428070556369,20.9671650097189,0.0,0.0,0.0,0.550000011920929,0.0,0.4992502289753655,12.615945337702033,1.8027756214141846,1.5854537923411842,0.550000011920929,40.409471929443576,0.9065114875517056,R1,0.0,20.17443811354831,40.409471929443576,1.0
fixed,0.0,0.0,0.0,0.5573905314334782,RELLIS-3D,00003_001185_06,-4.167443958499241,20.96715855934588,0.0,0.0,0.0,0.550000011920929,0.0,0.49925017458600884,12.61593992962724,1.8027756214141846,1.5854611514020065,0.550000011920929,40.409456041500704,0.9065111311352013,R1,0.0,20.174427983644875,40.409456041500704,1.0
zero,0.0,0.0,0.0,0.8416316834533658,RELLIS-3D,00003_000335_00,-4.343288841296264,20.685526092235488,0.0,0.0,6.557613039972913,0.5537337064743042,0.0,0.47018351207936443,2.2856832833312692,0.7071067690849304,2.064922558490524,0.5530708686995918,41.7987111587037,0.9058712487257539,R1,0.0,19.653064812990227,41.7987111587037,1.0
learned,0.0,0.0,0.0,0.8416081898865511,RELLIS-3D,00003_000335_00,-4.343354384852837,20.68548730468173,0.0,0.0,6.557690959785317,0.5537337064743042,0.0,0.4701838410074019,2.285680171326521,0.7071067690849304,2.064879120889306,0.5530708718568215,41.79864561514713,0.9058698282507728,R1,0.0,19.653047744237075,41.79864561514713,1.0
fixed,0.0,0.0,0.0,0.841331271083774,RELLIS-3D,00003_000335_00,-4.344086115769855,20.685055403307047,0.0,0.0,6.558633553889024,0.5537337064743042,0.0,0.47018790384684395,2.285642628803219,0.7071067690849304,2.064363777819989,0.553070949935463,41.79791388423011,0.9058539700106225,R1,0.0,19.65287351439705,41.79791388423011,1.0
zero,0.0,0.0,0.0,0.2316947146646287,RELLIS-3D,00003_000335_01,-3.991583575188386,17.8480833129722,0.0,0.0,0.0,0.550000011920929,0.0,0.4886912641321264,7.485485422643856,1.5811388492584229,0.8376072255702814,0.550000011920929,35.665216424811604,0.8993468062176376,R1,0.0,17.42927970018706,35.665216424811604,1.0
learned,0.0,0.0,0.0,0.23169963586239395,RELLIS-3D,00003_000335_01,-3.991582075635172,17.848117039886603,0.0,0.0,0.0,0.550000011920929,0.0,0.48869167064802427,7.485469622349927,1.5811388492584229,0.837644216805796,0.550000011920929,35.66521792436482,0.8993468440309058,R1,0.0,17.429294931483703,35.66521792436482,1.0
fixed,0.0,0.0,0.0,0.23176480316654635,RELLIS-3D,00003_000335_01,-3.991567632054192,17.84852261835811,0.0,0.0,0.0,0.550000011920929,0.0,0.4886964861906897,7.485280599756153,1.5811388492584229,0.8380977619370901,0.550000011920929,35.6652323679458,0.8993472082453906,R1,0.0,17.429473737389564,35.6652323679458,1.0
zero,0.0,0.0,0.0,0.6355606965119046,RELLIS-3D,00003_000335_02,-3.979147587661714,19.896674297807504,0.0,0.0,3.758995296489591,0.5511386394500732,0.0,0.4549701678091406,3.247607000011782,0.5,2.0522515672762784,0.550593722591971,41.47645241233824,0.9124607839812539,R1,0.0,18.870548514169364,41.47645241233824,1.0
learned,0.0,0.0,0.0,0.635531029235573,RELLIS-3D,00003_000335_02,-3.9792145302702906,19.896615465453706,0.0,0.0,3.759016478761255,0.5511386394500732,0.0,0.45497000886218636,3.247605483838799,0.5,2.0522080014386836,0.5505937275343712,41.476385469729664,0.9124593112780318,R1,0.0,18.870511464734363,41.476385469729664,1.0
fixed,0.0,0.0,0.0,0.6351741773520385,RELLIS-3D,00003_000335_02,-3.9800328095497264,19.895930002480608,0.0,0.0,3.759383739977039,0.5511386394500732,0.0,0.45496809777023023,3.2475612674989316,0.5,2.05174018780019,0.5505937995686794,41.47556719045023,0.9124413095515244,R1,0.0,18.87005990858051,41.47556719045023,1.0
zero,0.0,0.0,0.0,0.4662713526105241,RELLIS-3D,00003_000335_04,-3.18036580684376,16.627724624028858,0.0,0.0,3.1148859251168295,0.5844313502311707,0.0,0.46304745848156637,3.9967992562171055,0.5,1.42016393540828,0.5814229037156463,34.37583419315622,0.9153171565056166,R1,0.0,15.917642656324716,34.37583419315622,1.0
learned,0.0,0.0,0.0,0.46625092143307967,RELLIS-3D,00003_000335_04,-3.1804185155041935,16.627692272716754,0.0,0.0,3.1148824353046627,0.5844313502311707,0.0,0.46304751362805807,3.996787483839051,0.5,1.42014425459909,0.5814229157072186,34.37578148449579,0.9153157530446585,R1,0.0,15.91762014541721,34.37578148449579,1.0
fixed,0.0,0.0,0.0,0.4660533467512072,RELLIS-3D,00003_000335_04,-3.1809541572349147,16.62736856745839,0.0,0.0,3.1148572837793584,0.5844313502311707,0.0,0.4630480504453857,3.9966717783742776,0.5,1.4199559927703516,0.58142313371938,34.37524584276507,0.9153014906397634,R1,0.0,15.917390571073215,34.37524584276507,1.0
zero,0.0,0.0,0.0,0.21078612649528358,RELLIS-3D,00003_000335_05,-1.781762897639176,16.986199705846197,0.0,0.0,10.224024302068441,0.550000011920929,0.0,0.49169554361496126,4.84774951241688,0.5,0.9974896667851422,0.5499981477216498,33.53183710236081,0.9495445692979708,R1,0.0,16.487454872453625,33.53183710236081,1.0
learned,0.0,0.0,0.0,0.21078612649528358,RELLIS-3D,00003_000335_05,-1.781762897639176,16.986199705846197,0.0,0.0,10.224024302068441,0.550000011920929,0.0,0.49169554361496126,4.84774951241688,0.5,0.9974896667851422,0.5499981477216498,33.53183710236081,0.9495445692979708,R1,0.0,16.487454872453625,33.53183710236081,1.0
fixed,0.0,0.0,0.0,0.21078612649528358,RELLIS-3D,00003_000335_05,-1.781762897639176,16.986199705846197,0.0,0.0,10.224024302068441,0.550000011920929,0.0,0.49169554361496126,4.84774951241688,0.5,0.9974896667851422,0.5499981477216498,33.53183710236081,0.9495445692979708,R1,0.0,16.487454872453625,33.53183710236081,1.0
zero,0.0,0.0,0.0,1.6620012509188662,RELLIS-3D,00003_000335_06,-1.7405053655619938,20.801986358586348,0.0,0.0,10.799606672913134,0.5791119337081909,0.0,0.506270616841221,3.6227763334023906,0.5,3.068380116169003,0.5767885297800371,38.05829463443798,0.9562673908368595,R1,0.0,19.267796300501846,38.05829463443798,1.0
learned,0.0,0.0,0.0,1.662014203090172,RELLIS-3D,00003_000335_06,-1.740501259571495,20.802004671411712,0.0,0.0,10.799600955205007,0.5791119337081909,0.0,0.5062706273148097,3.6227718738698815,0.5,3.068411787121115,0.5767885151403915,38.05829874042848,0.9562674940055605,R1,0.0,19.267798777851155,38.05829874042848,1.0
fixed,0.0,0.0,0.0,1.662163479286657,RELLIS-3D,00003_000335_06,-1.7404145396567827,20.802238574785004,0.0,0.0,10.799560759915998,0.5791119337081909,0.0,0.5062708045569699,3.6227201468380654,0.5,3.06877829527554,0.5767884024543307,38.05838546034319,0.9562696729635872,R1,0.0,19.267849427147233,38.05838546034319,1.0
zero,0.07265110873950585,5.434038902545746,1.0,2.361639021617386,RELLIS-3D,00003_000335_07,-0.4450580600998535,1068.9422546912838,10.868077805091492,2.0,17.30400117442889,0.6592961549758911,0.5,0.49002178261065804,1.6542201067803937,0.0,2.5807578432496268,0.6592961549758911,40.625941939900144,0.9891636906795584,R1,0.0,19.907596489626965,40.625941939900144,1.0
learned,0.07265110873950585,5.434038902545746,1.0,2.361639021617386,RELLIS-3D,00003_000335_07,-0.4450580600998535,1068.9422546912838,10.868077805091492,2.0,17.30400117442889,0.6592961549758911,0.5,0.49002178261065804,1.6542201067803937,0.0,2.5807578432496268,0.6592961549758911,40.625941939900144,0.9891636906795584,R1,0.0,19.907596489626965,40.625941939900144,1.0
fixed,0.07265110873950585,5.434038902545746,1.0,2.361639021617386,RELLIS-3D,00003_000335_07,-0.4450580600998535,1068.9422546912838,10.868077805091492,2.0,17.30400117442889,0.6592961549758911,0.5,0.49002178261065804,1.6542201067803937,0.0,2.5807578432496268,0.6592961549758911,40.625941939900144,0.9891636906795584,R1,0.0,19.907596489626965,40.625941939900144,1.0
zero,0.0,0.0,0.0,0.20834776664099414,RELLIS-3D,00003_001643_00,-1.7373132696189373,14.024182199915998,0.0,0.0,0.0,0.5505651831626892,0.0,0.4033987838252566,6.830533204362007,1.1180340051651,0.9590979350243612,0.5454990902277533,33.57628673038105,0.950803280616563,R1,0.0,13.544633232403818,33.57628673038105,1.0
learned,0.0,0.0,0.0,0.20834776664099414,RELLIS-3D,00003_001643_00,-1.7373132696189373,14.024182199915998,0.0,0.0,0.0,0.5505651831626892,0.0,0.4033987838252566,6.830533204362007,1.1180340051651,0.9590979350243612,0.5454990902277533,33.57628673038105,0.950803280616563,R1,0.0,13.544633232403818,33.57628673038105,1.0
fixed,0.0,0.0,0.0,0.20834776664099414,RELLIS-3D,00003_001643_00,-1.7373132696189373,14.024182199915998,0.0,0.0,0.0,0.5505651831626892,0.0,0.4033987838252566,6.830533204362007,1.1180340051651,0.9590979350243612,0.5454990902277533,33.57628673038105,0.950803280616563,R1,0.0,13.544633232403818,33.57628673038105,1.0
zero,0.0,0.0,0.0,0.2774162973759279,RELLIS-3D,00003_001643_01,-5.909443902862648,14.826858108447059,0.0,0.0,0.0,0.648889422416687,0.0,0.43307003513182823,2.1991456121943935,1.0,0.9004157163730522,0.6315332760093806,33.19705609713732,0.8488884481387327,R1,0.0,14.376650250260532,33.19705609713732,1.0
learned,0.0,0.0,0.0,0.2774137568972492,RELLIS-3D,00003_001643_01,-5.909453393503924,14.826844106160769,0.0,0.0,0.0,0.648889422416687,0.0,0.43306960079751616,2.1991394471530574,1.0,0.9004247692579725,0.6315332848181416,33.197046606496045,0.8488882054516786,R1,0.0,14.376631721531782,33.197046606496045,1.0
fixed,0.0,0.0,0.0,0.2773740851875103,RELLIS-3D,00003_001643_01,-5.909562483661105,14.82666724258955,0.0,0.0,0.0,0.648889422416687,0.0,0.4330640437691946,2.199062818972288,1.0,0.9005344820211201,0.6315333860707888,33.19693751633886,0.8488854158858218,R1,0.0,14.376400001578991,33.19693751633886,1.0
zero,0.0,1.3603563558864975,1.0,0.2877764644659967,RELLIS-3D,00003_001643_02,-3.8042826706080817,518.3932476017806,2.720712711772995,1.0,9.641406417311526,0.6378121972084045,0.5,0.4612326499092921,6.7982579715988525,0.0,1.06212265264656,0.6127439942615655,39.50931732939188,0.9121688644996471,R1,0.0,18.22298712794253,39.50931732939188,1.0
learned,0.0,1.3603549070591117,1.0,0.2877795908005671,RELLIS-3D,00003_001643_02,-3.804280863626815,518.3931020004429,2.7207098141182233,1.0,9.641404957756881,0.6378121972084045,0.5,0.4612326083885747,6.798259833729075,0.0,1.0621518060291932,0.612743932680405,39.50931913637314,0.9121689062182128,R1,0.0,18.222986320926015,39.50931913637314,1.0
fixed,0.0,1.3603464385353963,1.0,0.28781766891419447,RELLIS-3D,00003_001643_02,-3.804246242336646,518.3923229837015,2.7206928770707925,1.0,9.641404041263272,0.6378121972084045,0.5,0.4612322190280617,6.798273183634291,0.0,1.0624556775923857,0.6127435389731132,39.50935375766331,0.9121697055350594,R1,0.0,18.222986906011737,39.50935375766331,1.0
zero,0.0,0.0,0.0,0.1026853672840492,RELLIS-3D,00003_001643_03,-4.022608394053634,14.713692081393054,0.0,0.0,5.69207836674474,0.550000011920929,0.0,0.44649810836251586,4.285144193352721,0.5,0.6180835123913241,0.550000011920929,32.26139160594635,0.8891354758556489,R1,0.0,14.404650325197393,32.26139160594635,1.0
learned,0.0,0.0,0.0,0.10267410649491995,RELLIS-3D,00003_001643_03,-4.022609983254874,14.713680085307628,0.0,0.0,5.691923972689239,0.550000011920929,0.0,0.44649810842604787,4.285151452280071,0.5,0.6180609352719033,0.550000011920929,32.26139001674511,0.8891354320566951,R1,0.0,14.404649617671677,32.26139001674511,1.0
fixed,0.0,0.0,0.0,0.10256283590280853,RELLIS-3D,00003_001643_03,-4.0226246520651685,14.71355641144266,0.0,0.0,5.690405920237952,0.550000011920929,0.0,0.4464979999026935,4.2852270867032,0.5,0.6178336889594026,0.550000011920929,32.261375347934816,0.889135027779044,R1,0.0,14.404639566962958,32.261375347934816,1.0
zero,0.030674091334004654,0.0,0.0,16.399935351250306,RELLIS-3D,00003_001643_04,-2.1147168550606565,23.04927446973937,0.0,0.0,3.260562236288759,0.6687150597572327,0.0,0.45910500296272566,2.574060868076571,0.7071067690849304,6.748031865024756,0.661904272582176,42.855683144939306,0.9529753603467913,R1,0.0,19.67525853722699,42.855683144939306,1.0
learned,0.03067302243160711,0.0,0.0,16.394675437079425,RELLIS-3D,00003_001643_04,-2.114569299548492,23.049416101920393,0.0,0.0,3.260571062314111,0.6687150597572327,0.0,0.4591063691658776,2.5740540820366955,0.7071067690849304,6.748062542897138,0.6619045275198677,42.85583070045147,0.9529786415164532,R1,0.0,19.675384830471824,42.85583070045147,1.0
fixed,0.030662834057784062,0.0,0.0,16.343160099894195,RELLIS-3D,00003_001643_04,-2.112998336721404,23.050948652996738,0.0,0.0,3.2606628013008123,0.6687150597572327,0.0,0.4591202414395454,2.5739847016687687,0.7071067690849304,6.748496107761426,0.6619070578856503,42.85740166327856,0.953013574779824,R1,0.0,19.676700599116025,42.85740166327856,1.0
zero,0.0,0.0,0.0,0.9061819136251239,RELLIS-3D,00003_001643_05,-2.9795966157097666,21.84636013876657,0.0,0.0,0.0,0.687247633934021,0.0,0.45681364386295403,4.827656885277241,1.4142135381698608,2.301381091503658,0.6737301035175529,45.304403384290175,0.9382901869002201,R1,0.0,20.695669593014742,45.304403384290175,1.0
learned,0.0,0.0,0.0,0.9061335195397979,RELLIS-3D,00003_001643_05,-2.9796636790876363,21.84629171686731,0.0,0.0,0.0,0.687247633934021,0.0,0.4568136649882167,4.827676797595711,1.4142135381698608,2.301303604505156,0.6737306076848303,45.304336320912306,0.9382887979643849,R1,0.0,20.69563991461473,45.304336320912306,1.0
fixed,0.0,0.0,0.0,0.905568611496647,RELLIS-3D,00003_001643_05,-2.9804920948264666,21.845456322100958,0.0,0.0,0.0,0.687247633934021,0.0,0.45681412526890297,4.827878732353618,1.4142135381698608,2.3003479735726104,0.673736034522276,45.303507905173475,0.9382716408162856,R1,0.0,20.69528233531465,45.303507905173475,1.0
zero,0.0,5.050058669380841,1.0,0.05716357021710182,RELLIS-3D,00003_001643_06,-1.6893003592151814,922.9772892590469,10.100117338761683,1.0,18.958560572977074,0.5564783215522766,0.5,0.4848710881701708,1.4665767086334358,0.0,0.4641370845736479,0.5560148145974441,35.553299640784815,0.9546406437999715,R1,0.0,17.238767084867476,35.553299640784815,1.0
learned,0.0,5.050058669380841,1.0,0.05716368911214901,RELLIS-3D,00003_001643_06,-1.6892966740505813,922.9772912486025,10.100117338761683,1.0,18.95856819073087,0.5564783215522766,0.5,0.4848710965673626,1.4665755779118752,0.0,0.4641368929293792,0.5560148241118976,35.553303325949415,0.954640742750222,R1,0.0,17.238769170245153,35.553303325949415,1.0
fixed,0.0,5.050058669380841,1.0,0.0571649671007397,RELLIS-3D,00003_001643_06,-1.6892872707758357,922.9772954131292,10.100117338761683,1.0,18.9586252722167,0.5564783215522766,0.5,0.48487112582607617,1.466563764534243,0.0,0.46413402274244764,0.5560148975463481,35.55331272922416,0.9546409952372864,R1,0.0,17.238774769865483,35.55331272922416,1.0
zero,0.0,0.0,0.0,0.23258477445065315,RELLIS-3D,00003_000373_00,-3.1726289855530396,17.585414336050746,0.0,0.0,0.0,0.5390450954437256,0.0,0.519224519287015,3.465093544100475,1.4142135381698608,1.0075469214973256,0.5368032021576312,32.89837101444695,0.912044884102103,R1,0.0,17.081640875302085,32.89837101444695,1.0
learned,0.0,0.0,0.0,0.2326054995836089,RELLIS-3D,00003_000373_00,-3.1726287658143093,17.585415252771828,0.0,0.0,0.0,0.5390450954437256,0.0,0.5192245135315076,3.4650933333297016,1.4142135381698608,1.007548905445651,0.5368032021089348,32.89837123418568,0.9120448901939422,R1,0.0,17.081640800049,32.89837123418568,1.0
fixed,0.0,0.0,0.0,0.23289481182956878,RELLIS-3D,00003_000373_00,-3.1726205843840205,17.58543483776027,0.0,0.0,0.0,0.5390450954437256,0.0,0.519224436000064,3.4650911658218244,1.4142135381698608,1.00758468074191,0.536803200295846,32.89837941561597,0.9120451170085658,R1,0.0,17.081642497389318,32.89837941561597,1.0
zero,0.0,0.0,0.0,0.5010931172422363,RELLIS-3D,00003_000373_01,-2.5268790905388556,16.395995423531225,0.0,0.0,10.197740104932855,0.550000011920929,0.0,0.4253382126403398,8.061215976083183,0.5,1.4983946060040325,0.550000011920929,36.786720909461124,0.9357250648493433,R1,0.0,15.646798120529208,36.786720909461124,1.0
learned,0.0,0.0,0.0,0.5010931172422363,RELLIS-3D,00003_000373_01,-2.5268790905388556,16.395995423531225,0.0,0.0,10.197740104932855,0.550000011920929,0.0,0.4253382126403398,8.061215976083183,0.5,1.4983946060040325,0.550000011920929,36.786720909461124,0.9357250648493433,R1,0.0,15.646798120529208,36.786720909461124,1.0
fixed,0.0,0.0,0.0,0.5010931172422363,RELLIS-3D,00003_000373_01,-2.5268790905388556,16.395995423531225,0.0,0.0,10.197740104932855,0.550000011920929,0.0,0.4253382126403398,8.061215976083183,0.5,1.4983946060040325,0.550000011920929,36.786720909461124,0.9357250648493433,R1,0.0,15.646798120529208,36.786720909461124,1.0
zero,0.0,5.149862206748133,1.0,0.765626052397445,RELLIS-3D,00003_000373_02,-3.483399646836304,938.9398513829943,10.299724413496266,1.0,16.2022816976898,0.550000011920929,0.5,0.4964185784474932,7.504405216363219,0.0,2.075249201119553,0.550000011920929,43.14380035316365,0.925292540687918,R1,0.0,21.417384040139954,43.14380035316365,1.0
learned,0.0,5.149795939741143,1.0,0.7655853137641225,RELLIS-3D,00003_000373_02,-3.483525703807338,938.9324229302974,10.299591879482286,1.0,16.202232107948536,0.550000011920929,0.5,0.4964183833551392,7.504418389217979,0.0,2.075113025309968,0.550000011920929,43.143674296192614,0.9252898371807156,R1,0.0,21.41731304611661,43.143674296192614,1.0
fixed,0.0,5.149110136311486,1.0,0.7651587163676102,RELLIS-3D,00003_000373_02,-3.4847346826019105,938.8556048430233,10.298220272622972,1.0,16.201735902863238,0.550000011920929,0.5,0.4964164261438319,7.504569897686979,0.0,2.073722801725914,0.5500000119209291,43.14246531739804,0.9252639085640588,R1,0.0,21.416628447896954,43.14246531739804,1.0
zero,0.0,0.0,0.0,0.07701874756047715,RELLIS-3D,00003_000373_05,-1.7940654937209501,14.925910066783935,0.0,0.0,0.0,0.550000011920929,0.0,0.48999092822283946,4.603366432196043,1.5811388492584229,0.586882133560095,0.5479761347469467,29.862734506279047,0.943327642284724,R1,0.0,14.632469000003887,29.862734506279047,1.0
learned,0.0,0.0,0.0,0.07701874756047715,RELLIS-3D,00003_000373_05,-1.7940654937209501,14.925910066783935,0.0,0.0,0.0,0.550000011920929,0.0,0.48999092822283946,4.603366432196043,1.5811388492584229,0.586882133560095,0.5479761347469467,29.862734506279047,0.943327642284724,R1,0.0,14.632469000003887,29.862734506279047,1.0
fixed,0.0,0.0,0.0,0.07701874756047715,RELLIS-3D,00003_000373_05,-1.7940654937209501,14.925910066783935,0.0,0.0,0.0,0.550000011920929,0.0,0.48999092822283946,4.603366432196043,1.5811388492584229,0.586882133560095,0.5479761347469467,29.862734506279047,0.943327642284724,R1,0.0,14.632469000003887,29.862734506279047,1.0
zero,0.0,0.0,0.0,0.393399542718508,RELLIS-3D,00003_000373_06,-3.526629074725477,17.34342444386227,0.0,0.0,0.0,0.550000011920929,0.0,0.49479346696460813,4.812580374226018,1.5811388492584229,1.2517039230265716,0.5485926963948631,33.7869709252745,0.9054867642166534,R1,0.0,16.717572482348984,33.7869709252745,1.0
learned,0.0,0.0,0.0,0.393399542718508,RELLIS-3D,00003_000373_06,-3.526629074725477,17.34342444386227,0.0,0.0,0.0,0.550000011920929,0.0,0.49479346696460813,4.812580374226018,1.5811388492584229,1.2517039230265716,0.5485926963948631,33.7869709252745,0.9054867642166534,R1,0.0,16.717572482348984,33.7869709252745,1.0
fixed,0.0,0.0,0.0,0.393399542718508,RELLIS-3D,00003_000373_06,-3.526629074725477,17.34342444386227,0.0,0.0,0.0,0.550000011920929,0.0,0.49479346696460813,4.812580374226018,1.5811388492584229,1.2517039230265716,0.5485926963948631,33.7869709252745,0.9054867642166534,R1,0.0,16.717572482348984,33.7869709252745,1.0
zero,0.0,0.0,0.0,0.5131810983772377,RELLIS-3D,00003_000373_07,-2.6497429203790617,18.638028388646728,0.0,0.0,0.0,0.549643874168396,0.0,0.488262008131531,4.795409334364732,1.1180340051651,1.4729198102071346,0.5496438741683959,36.66385707962092,0.9325998402491997,R1,0.0,17.90156848354316,36.66385707962092,1.0
learned,0.0,0.0,0.0,0.5131857968753124,RELLIS-3D,00003_000373_07,-2.649745209249751,18.638029045251187,0.0,0.0,0.0,0.549643874168396,0.0,0.4882620115824199,4.795411778379692,1.1180340051651,1.4729231055074732,0.549643874168396,36.66385479075023,0.9325997820283629,R1,0.0,17.90156749249745,36.66385479075023,1.0
fixed,0.0,0.0,0.0,0.5132452680978966,RELLIS-3D,00003_000373_07,-2.6497690983539997,18.638038055697223,0.0,0.0,0.0,0.549643874168396,0.0,0.48826211207453196,4.795445465517234,1.1180340051651,1.472957085832126,0.5496438741683959,36.66383090164598,0.9325991743733975,R1,0.0,17.90155951278116,36.66383090164598,1.0
zero,0.0,0.0,0.0,0.4165905021495303,RELLIS-3D,00003_000611_01,-2.506754925136363,17.58679817273129,0.0,0.0,0.0,0.550000011920929,0.0,0.45761224310491755,6.012767928143492,1.8027756214141846,1.4870704728155217,0.550000011920929,36.80684507486362,0.9362369529848102,R1,0.0,16.843262936323526,36.80684507486362,1.0
learned,0.0,0.0,0.0,0.4165756132779057,RELLIS-3D,00003_000611_01,-2.5068042892410602,17.586761414058646,0.0,0.0,0.0,0.550000011920929,0.0,0.45761241991959933,6.012773579252145,1.8027756214141846,1.4870291187438556,0.550000011920929,36.80679571075892,0.9362356973352463,R1,0.0,16.84324685468672,36.80679571075892,1.0
fixed,0.0,0.0,0.0,0.4164258719566179,RELLIS-3D,00003_000611_01,-2.5072962229332916,17.58639596887995,0.0,0.0,0.0,0.550000011920929,0.0,0.4576142917302249,6.012833180156497,1.8027756214141846,1.486610669460147,0.550000011920929,36.80630377706669,0.9362231842687189,R1,0.0,16.843090634149874,36.80630377706669,1.0
