arm,backtracking_ratio,barrier_violation_m,catastrophic_failure,curvature_energy,dataset,episode_id,excess_length_m,failure_score,hard_hazard_length_m,hard_hits,low_margin_length_m,max_risk,max_violation_severity_m,mean_rho,mean_safety_margin_m,min_hard_distance_m,oscillation,path_cvar_risk,path_length_m,path_length_ratio,regime,revisit_count,risk_exposure,soft_risk_violation_length_m,success
fixed,0.0,0.0,0.0,0.5223474797604952,RELLIS-3D,00003_001631_07,-3.2711486663353817,14.644783923278199,0.0,0.0,0.0,0.550000011920929,0.0,0.44084211777876614,7.993601511385759,6.363961219787598,1.3408376666882298,0.550000011920929,31.69925133366461,0.906459500996975,R1,0.0,13.974365089934084,31.69925133366461,1.0
zero,0.0,1.2742250231190917,1.0,0.18861400040533072,RELLIS-3D,00003_001258_00,-4.2294998276667215,504.3521801431649,2.5484500462381834,1.0,2.5484500462381834,0.6697041392326355,0.5,0.42577560131904174,3.1260021726235383,0.0,1.0107680873257614,0.6447342502824703,32.13440017233327,0.8836895979895797,R1,0.0,13.682043556401918,32.13440017233327,1.0
learned,0.0,1.2742250231190917,1.0,0.1886229250400902,RELLIS-3D,00003_001258_00,-4.22949962061201,504.3521910162706,2.5484500462381834,1.0,2.5484500462381834,0.6697041392326355,0.5,0.4257755900019456,3.1259953974579133,0.0,1.0107903845556683,0.644734249665886,32.13440037938798,0.883689603683543,R1,0.0,13.682043280892662,32.13440037938798,1.0
fixed,0.0,1.2742250231190917,1.0,0.18875525856336775,RELLIS-3D,00003_001258_00,-4.229488995741107,504.35235729960795,2.5484500462381834,1.0,2.5484500462381834,0.6697041392326355,0.5,0.425775466136651,3.1258984166735497,0.0,1.01112186428558,0.644734218026288,32.13441100425889,0.8836898958653745,R1,0.0,13.682043824365055,32.13441100425889,1.0
zero,0.0,0.0,0.0,0.5393167119369113,RELLIS-3D,00003_001258_01,-2.2559828388442114,17.558708538575402,0.0,0.0,3.2143096794106043,0.5823912024497986,0.0,0.4313355189333622,3.726986542248624,0.5,1.7196106443312498,0.5768931759872198,38.71441716115575,0.9449362749974564,R1,0.0,16.69890321640978,38.71441716115575,1.0
learned,0.0,0.0,0.0,0.5392899055811199,RELLIS-3D,00003_001258_01,-2.256020676521544,17.558655527055436,0.0,0.0,3.2143096794106043,0.5823912024497986,0.0,0.431335379832829,3.726971922470574,0.5,1.7195480331412987,0.5768932022713777,38.71437932347842,0.9449353514605289,R1,0.0,16.698881510484785,38.71437932347842,1.0
fixed,0.0,0.0,0.0,0.538923797254641,RELLIS-3D,00003_001258_01,-2.256538275771348,17.55792995191714,0.0,0.0,3.2143096794106043,0.5823912024497986,0.0,0.43133347225484214,3.726767424876368,0.5,1.7186911000235638,0.5768935618298029,38.713861724228614,0.944922717967817,R1,0.0,16.698584401905357,38.713861724228614,1.0
zero,0.0,0.0,0.0,0.5711705438714479,RELLIS-3D,00003_001258_02,-4.24166804332787,18.112558131593595,0.0,0.0,0.0,0.550000011920929,0.0,0.42941387953154775,4.036027991225687,1.0,1.9576035829648617,0.550000011920929,39.90033195667211,0.903908566822349,R1,0.0,17.133756340111162,39.90033195667211,1.0
learned,0.0,0.0,0.0,0.5711705438714479,RELLIS-3D,00003_001258_02,-4.24166804332787,18.112558131593595,0.0,0.0,0.0,0.550000011920929,0.0,0.42941387953154775,4.036027991225687,1.0,1.9576035829648617,0.550000011920929,39.90033195667211,0.903908566822349,R1,0.0,17.133756340111162,39.90033195667211,1.0
fixed,0.0,0.0,0.0,0.5711705438714479,RELLIS-3D,00003_001258_02,-4.24166804332787,18.112558131593595,0.0,0.0,0.0,0.550000011920929,0.0,0.42941387953154775,4.036027991225687,1.0,1.9576035829648617,0.550000011920929,39.90033195667211,0.903908566822349,R1,0.0,17.133756340111162,39.90033195667211,1.0
zero,0.0,0.0,0.0,0.31707819974531687,RELLIS-3D,00003_001258_03,-0.3051186164839734,25.928460916005445,0.0,0.0,0.0,0.550000011920929,0.0,0.5251900329204695,5.461289031568319,1.5811388492584229,1.0257938221474705,0.550000011920929,48.39308138351596,0.9937344990885911,R1,0.0,25.41556400493171,48.39308138351596,1.0
learned,0.0,0.0,0.0,0.3170756980342045,RELLIS-3D,00003_001258_03,-0.30506969588147115,25.928508376188866,0.0,0.0,0.0,0.550000011920929,0.0,0.5251900023149914,5.461283767485056,1.5811388492584229,1.0258403194784163,0.550000011920929,48.393130304118465,0.9937355036555464,R1,0.0,25.415588216449656,48.393130304118465,1.0
fixed,0.0,0.0,0.0,0.31705317387892085,RELLIS-3D,00003_001258_03,-0.3044205242780933,25.929128621048825,0.0,0.0,0.0,0.550000011920929,0.0,0.5251896039541272,5.461214124930929,1.5811388492584229,1.0264374887021992,0.550000011920929,48.39377947572184,0.9937488341606446,R1,0.0,25.415909876697725,48.39377947572184,1.0
zero,0.0,5.11306874856099,1.0,0.11692891696497207,RELLIS-3D,00003_001258_04,-3.856039133819884,934.6435203946437,10.22613749712198,1.0,10.22613749712198,0.9975637197494507,0.5,0.65858251004863,3.231844650273761,0.0,0.5415474766947916,0.9975637197494507,33.3066608661801,0.8962389941037684,R1,0.0,21.935184314587367,33.3066608661801,1.0
learned,0.0,5.113068813540604,1.0,0.11694123435076678,RELLIS-3D,00003_001258_04,-3.856062457375529,934.6435468779437,10.226137627081208,1.0,10.226137627081208,0.9975637197494507,0.5,0.6585826293408154,3.231836234500425,0.0,0.5416089223082582,0.9975637197494507,33.30663754262446,0.8962383664971724,R1,0.0,21.935172927323126,33.30663754262446,1.0
fixed,0.0,5.1130714079211135,1.0,0.11719716581074728,RELLIS-3D,00003_001258_04,-3.8565528746182096,934.6442104256548,10.226142815842227,1.0,10.226142815842227,0.9975637197494507,0.5,0.6585856895897974,3.2316975269069466,0.0,0.5428073643672282,0.9975637197494506,33.30614712538178,0.896225170005995,R1,0.0,21.934951872148805,33.30614712538178,1.0
zero,0.0,8.00763769929891,1.0,0.3348681783150038,RELLIS-3D,00003_001258_05,-4.55125213135004,1356.2291050916742,16.01527539859782,2.0,16.01527539859782,0.9850705862045288,0.5,0.6798571230578778,2.768698471533745,0.0,1.2301360642942174,0.9850705862045288,36.439847868649935,0.8889697487661945,R1,0.0,24.773890136647086,36.439847868649935,1.0
learned,0.0,8.007645256470715,1.0,0.3348886833157959,RELLIS-3D,00003_001258_05,-4.5512277296239745,1356.2299738226804,16.01529051294143,2.0,16.01529051294143,0.9850705862045288,0.5,0.679857119141199,2.768698333894826,0.0,1.2301780545813523,0.9850705862045288,36.439872270376,0.8889703440594671,R1,0.0,24.773906583611087,36.439872270376,1.0
fixed,0.0,8.007791690662357,1.0,0.3352808221299611,RELLIS-3D,00003_001258_05,-4.55079259562951,1356.2469103945373,16.015583381324713,2.0,16.015583381324713,0.9850705862045288,0.5,0.6798571691723397,2.768691899474235,0.0,1.231240371945534,0.9850705862045288,36.440307404370465,0.8889809593880253,R1,0.0,24.774204235705156,36.440307404370465,1.0
zero,0.0,0.0,0.0,0.4355238460791224,RELLIS-3D,00003_001258_06,-2.6843597886723245,18.443284270742513,0.0,0.0,0.0,0.550000011920929,0.0,0.44224019995868263,5.740481311003609,2.8284270763397217,1.254355584282911,0.550000011920929,40.286040211327624,0.9375300255833707,R1,0.0,17.816106478601057,40.286040211327624,1.0
learned,0.0,0.0,0.0,0.4355238460791224,RELLIS-3D,00003_001258_06,-2.6843597886723245,18.443284270742513,0.0,0.0,0.0,0.550000011920929,0.0,0.44224019995868263,5.740481311003609,2.8284270763397217,1.254355584282911,0.550000011920929,40.286040211327624,0.9375300255833707,R1,0.0,17.816106478601057,40.286040211327624,1.0
fixed,0.0,0.0,0.0,0.4355238460791224,RELLIS-3D,00003_001258_06,-2.6843597886723245,18.443284270742513,0.0,0.0,0.0,0.550000011920929,0.0,0.44224019995868263,5.740481311003609,2.8284270763397217,1.254355584282911,0.550000011920929,40.286040211327624,0.9375300255833707,R1,0.0,17.816106478601057,40.286040211327624,1.0
zero,0.0,0.0,0.0,0.35420496399082896,RELLIS-3D,00003_001258_07,-3.387420793080878,18.068184368457526,0.0,0.0,5.941743470964042,0.5546852946281433,0.0,0.5118832337240444,2.8919607572322454,0.7071067690849304,1.243357514140821,0.5546852946281433,34.0829792069191,0.9095974210822174,R1,0.0,17.446505611387117,34.0829792069191,1.0
learned,0.0,0.0,0.0,0.35420496399082896,RELLIS-3D,00003_001258_07,-3.387420793080878,18.068184368457526,0.0,0.0,5.941743470964042,0.5546852946281433,0.0,0.5118832337240444,2.8919607572322454,0.7071067690849304,1.243357514140821,0.5546852946281433,34.0829792069191,0.9095974210822174,R1,0.0,17.446505611387117,34.0829792069191,1.0
fixed,0.0,0.0,0.0,0.35420496399082896,RELLIS-3D,00003_001258_07,-3.387420793080878,18.068184368457526,0.0,0.0,5.941743470964042,0.5546852946281433,0.0,0.5118832337240444,2.8919607572322454,0.7071067690849304,1.243357514140821,0.5546852946281433,34.0829792069191,0.9095974210822174,R1,0.0,17.446505611387117,34.0829792069191,1.0
zero,0.0,0.0,0.0,0.8196240797640166,RELLIS-3D,00003_000938_00,-1.58607014637537,17.44473250425559,0.0,0.0,5.755698503586755,0.5588308572769165,0.0,0.46652879198515673,7.054503334531426,0.5,1.8738476848795549,0.5588308572769165,35.38432985362462,0.9570989184218897,R1,0.0,16.50780866181581,35.38432985362462,1.0
learned,0.0,0.0,0.0,0.8196240797640166,RELLIS-3D,00003_000938_00,-1.58607014637537,17.44473250425559,0.0,0.0,5.755698503586755,0.5588308572769165,0.0,0.46652879198515673,7.054503334531426,0.5,1.8738476848795549,0.5588308572769165,35.38432985362462,0.9570989184218897,R1,0.0,16.50780866181581,35.38432985362462,1.0
fixed,0.0,0.0,0.0,0.8196240797640166,RELLIS-3D,00003_000938_00,-1.58607014637537,17.44473250425559,0.0,0.0,5.755698503586755,0.5588308572769165,0.0,0.46652879198515673,7.054503334531426,0.5,1.8738476848795549,0.5588308572769165,35.38432985362462,0.9570989184218897,R1,0.0,16.50780866181581,35.38432985362462,1.0
zero,0.0,0.0,0.0,0.23387656973140003,RELLIS-3D,00003_000938_01,-1.952320567628277,17.28143032173829,0.0,0.0,0.0,0.550000011920929,0.0,0.47220593077772455,12.968466654771927,9.013877868652344,0.8431267568821726,0.550000011920929,35.70447943237171,0.9481548998420397,R1,0.0,16.859866943297206,35.70447943237171,1.0
learned,0.0,0.0,0.0,0.23387425312110482,RELLIS-3D,00003_000938_01,-1.9523215646032384,17.281420606891214,0.0,0.0,0.0,0.550000011920929,0.0,0.4722058774650435,12.968465537554104,9.013877868652344,0.8431120757459362,0.550000011920929,35.70447843539675,0.9481548733667429,R1,0.0,16.859864569018246,35.70447843539675,1.0
fixed,0.0,0.0,0.0,0.23384491679610123,RELLIS-3D,00003_000938_01,-1.9523322348459828,17.281319234214084,0.0,0.0,0.0,0.550000011920929,0.0,0.47220526139816427,12.968456341642925,9.013877868652344,0.8429634001744113,0.550000011920929,35.70446776515401,0.9481545900117381,R1,0.0,16.85983753412688,35.70446776515401,1.0
zero,0.0,7.808907310926466,1.0,0.17531436446027376,RELLIS-3D,00003_000938_02,-1.7653258437131925,1335.145585808885,15.617814621852933,2.0,15.617814621852933,0.9226219058036804,0.5,0.6404557895002397,7.390860327712465,0.0,0.8703331753248813,0.9226219058036804,40.17547415628678,0.9579091041727102,R1,0.0,25.73061501931113,40.17547415628678,1.0
learned,0.0,7.808940536070299,1.0,0.1753376179163695,RELLIS-3D,00003_000938_02,-1.765288135228623,1335.1493169934568,15.617881072140598,2.0,15.617881072140598,0.9226219058036804,0.5,0.6404559747164844,7.390860128642935,0.0,0.8704228292760468,0.9226219058036804,40.17551186477135,0.9579100032610579,R1,0.0,25.73064661108582,40.17551186477135,1.0
fixed,0.0,7.80935505793159,1.0,0.17563834575228274,RELLIS-3D,00003_000938_02,-1.7648152690360206,1335.1959011650551,15.61871011586318,2.0,15.61871011586318,0.9226219058036804,0.5,0.6404584621249255,7.390853102365628,0.0,0.871590794865047,0.9226219058036804,40.175984730963954,0.9579212778717616,R1,0.0,25.731049395147664,40.175984730963954,1.0
zero,0.0,0.0,0.0,0.5290618193455594,RELLIS-3D,00003_000938_03,-1.6909646071581221,20.792087183930608,0.0,0.0,10.266512821351732,0.6996007561683655,0.0,0.5956913514457949,7.202920289570506,0.5,1.526748135198837,0.6996007561683655,33.62263539284187,0.9521157682264588,R1,0.0,20.02871311633119,33.62263539284187,1.0
learned,0.0,0.0,0.0,0.5290808210301224,RELLIS-3D,00003_000938_03,-1.6909313307983922,20.79213871073469,0.0,0.0,10.266525380669997,0.6996007561683655,0.0,0.5956913620268073,7.2029256678309235,0.5,1.5268108324038505,0.6996007561683655,33.6226686692016,0.952116710536496,R1,0.0,20.028733294532763,33.6226686692016,1.0
fixed,0.0,0.0,0.0,0.5293235022419933,RELLIS-3D,00003_000938_03,-1.6905176257857093,20.79283166502008,0.0,0.0,10.266695743427357,0.6996007561683655,0.0,0.5956915567672654,7.202989658705414,0.5,1.527690764420745,0.6996007561683655,33.623082374214285,0.9521284257117454,R1,0.0,20.028986282809708,33.623082374214285,1.0
zero,0.0,0.0,0.0,0.08195870162882711,RELLIS-3D,00003_000938_04,-3.212969100062679,19.076041822067992,0.0,0.0,0.0,0.6582975387573242,0.0,0.48729604671516336,7.738601193309863,1.5811388492584229,0.6850300078845976,0.6582975387573242,38.44383089993731,0.9228704773275268,R1,0.0,18.733526818125693,38.44383089993731,1.0
learned,0.0,0.0,0.0,0.08195870162882711,RELLIS-3D,00003_000938_04,-3.212969100062679,19.076041822067992,0.0,0.0,0.0,0.6582975387573242,0.0,0.48729604671516336,7.738601193309863,1.5811388492584229,0.6850300078845976,0.6582975387573242,38.44383089993731,0.9228704773275268,R1,0.0,18.733526818125693,38.44383089993731,1.0
fixed,0.0,0.0,0.0,0.08195870162882711,RELLIS-3D,00003_000938_04,-3.212969100062679,19.076041822067992,0.0,0.0,0.0,0.6582975387573242,0.0,0.48729604671516336,7.738601193309863,1.5811388492584229,0.6850300078845976,0.6582975387573242,38.44383089993731,0.9228704773275268,R1,0.0,18.733526818125693,38.44383089993731,1.0
zero,0.0,0.0,0.0,0.563365697610384,RELLIS-3D,00003_000938_05,-2.2869180056439617,20.903680005456906,0.0,0.0,0.0,0.550000011920929,0.0,0.49737356396582477,10.942789021770551,3.535533905029297,1.6789803570753525,0.550000011920929,40.34028199435599,0.9463507336713656,R1,0.0,20.06418982691923,40.34028199435599,1.0
learned,0.0,0.0,0.0,0.5633666704084179,RELLIS-3D,00003_000938_05,-2.2869095212441053,20.903692780812477,0.0,0.0,0.0,0.550000011920929,0.0,0.4973738642163111,10.94280279155119,3.535533905029297,1.6789732435704425,0.550000011920929,40.34029047875585,0.9463509327085967,R1,0.0,20.064206159027258,40.34029047875585,1.0
fixed,0.0,0.0,0.0,0.563385895246098,RELLIS-3D,00003_000938_05,-2.286798047054205,20.903979017270316,0.0,0.0,0.0,0.550000011920929,0.0,0.49737768223383616,10.942979813911798,3.535533905029297,1.6791267870656874,0.5500000119209291,40.34040195294575,0.9463535478038856,R1,0.0,20.064415623737474,40.34040195294575,1.0
zero,0.0,0.0,0.0,0.21770046391817677,RELLIS-3D,00003_000938_06,-2.5627120882840018,12.472554149416954,0.0,0.0,0.0,0.542539119720459,0.0,0.3909171408381981,7.16270991886292,4.031128883361816,0.9030099374660581,0.542539119720459,30.750887911715992,0.9230730966246817,R1,0.0,12.021049180683924,30.750887911715992,1.0
learned,0.0,0.0,0.0,0.21770224701658156,RELLIS-3D,00003_000938_06,-2.5627038918857217,12.472559894125258,0.0,0.0,0.0,0.542539119720459,0.0,0.3909171444369842,7.1627090807471525,4.031128883361816,0.9030147973257084,0.542539119720459,30.750896108114272,0.9230733426622844,R1,0.0,12.021052495462403,30.750896108114272,1.0
fixed,0.0,0.0,0.0,0.21772101938924482,RELLIS-3D,00003_000938_06,-2.5626292756782405,12.4726185984212,0.0,0.0,0.0,0.542539119720459,0.0,0.3909170737893081,7.162695611051447,4.031128883361816,0.9030782133773163,0.542539119720459,30.750970724321753,0.9230755824744776,R1,0.0,12.021079491732541,30.750970724321753,1.0
zero,0.0,0.0,0.0,0.546271825160007,RELLIS-3D,00003_000938_07,-2.8247519268578287,23.481952833765945,0.0,0.0,5.847354952460126,0.7467749714851379,0.0,0.5956946620598973,7.632895100263117,0.5,1.5175877915595375,0.7467749714851379,38.145648073142134,0.9310538357727083,R1,0.0,22.723158937986177,38.145648073142134,1.0
learned,0.0,0.0,0.0,0.5462691054882882,RELLIS-3D,00003_000938_07,-2.824758344182513,23.48194638943928,0.0,0.0,5.847371499645819,0.7467749714851379,0.0,0.5956947156300835,7.632893525382724,0.5,1.5175784615000756,0.7467749714851379,38.14564165581745,0.9310536791395125,R1,0.0,22.723157158689244,38.14564165581745,1.0
fixed,0.0,0.0,0.0,0.5462258921833296,RELLIS-3D,00003_000938_07,-2.824838704003753,23.481863522229308,0.0,0.0,5.847585602945306,0.7467749714851379,0.0,0.5956954148620652,7.632867279496596,0.5,1.5174551217290138,0.7467749714851379,38.14556129599621,0.931051717727829,R1,0.0,22.7231359613648,38.14556129599621,1.0
zero,0.0,0.0,0.0,0.6403165818452761,RELLIS-3D,00003_000958_01,-2.5526703404838216,16.079412429242723,0.0,0.0,0.0,0.5447239875793457,0.0,0.4428164486573808,7.165342635600256,4.123105525970459,1.6773512211319368,0.54123819939351,34.41772965951617,0.9309536726547772,R1,0.0,15.240736818676753,34.41772965951617,1.0
learned,0.0,0.0,0.0,0.6403439371125396,RELLIS-3D,00003_000958_01,-2.5525977354106644,16.07948181793177,0.0,0.0,0.0,0.5447239875793457,0.0,0.44281671069903167,7.165325773241078,4.123105525970459,1.6774076592732867,0.5412380957561373,34.41780226458933,0.9309556365251481,R1,0.0,15.240777988295129,34.41780226458933,1.0
fixed,0.0,0.0,0.0,0.6406769032852453,RELLIS-3D,00003_000958_01,-2.551762851154578,16.08028314277738,0.0,0.0,0.0,0.5447239875793457,0.0,0.44281954146987446,7.165149005592197,4.123105525970459,1.6780760450153331,0.5412371126916354,34.41863714884541,0.930978219030506,R1,0.0,15.241245120269713,34.41863714884541,1.0
zero,0.0,0.0,0.0,0.19256243886136182,RELLIS-3D,00003_000958_04,-3.811627943364293,16.153831365040784,0.0,0.0,0.0,0.5501188635826111,0.0,0.49097838656740256,5.434966432105184,1.4142135381698608,0.7494651985737282,0.5500941267708572,32.1380720566357,0.8939733031606858,R1,0.0,15.77909876575392,32.1380720566357,1.0
learned,0.0,0.0,0.0,0.19256243886136182,RELLIS-3D,00003_000958_04,-3.811627943364293,16.153831365040784,0.0,0.0,0.0,0.5501188635826111,0.0,0.49097838656740256,5.434966432105184,1.4142135381698608,0.7494651985737282,0.5500941267708572,32.1380720566357,0.8939733031606858,R1,0.0,15.77909876575392,32.1380720566357,1.0
fixed,0.0,0.0,0.0,0.19256243886136182,RELLIS-3D,00003_000958_04,-3.811627943364293,16.153831365040784,0.0,0.0,0.0,0.5501188635826111,0.0,0.49097838656740256,5.434966432105184,1.4142135381698608,0.7494651985737282,0.5500941267708572,32.1380720566357,0.8939733031606858,R1,0.0,15.77909876575392,32.1380720566357,1.0
zero,0.0,0.0,0.0,0.015066335126539881,RELLIS-3D,00003_000958_05,-3.426548363416437,13.317952991059743,0.0,0.0,8.785114965044382,0.5555526614189148,0.0,0.4429651552085922,2.9224972203947903,0.7071067690849304,0.22096210030621438,0.5555526614189148,29.81605163658356,0.8969229734311865,R1,0.0,13.207471940906636,29.81605163658356,1.0
learned,0.0,0.0,0.0,0.015062556994774046,RELLIS-3D,00003_000958_05,-3.4265589985531832,13.317938654867014,0.0,0.0,8.785071801346254,0.5555526614189148,0.0,0.442965194240387,2.922498502439896,0.7071067690849304,0.22094052236356634,0.5555526614189148,29.816041001446813,0.8969226535062484,R1,0.0,13.20746839368523,29.816041001446813,1.0
fixed,0.0,0.0,0.0,0.01502606084414977,RELLIS-3D,00003_000958_05,-3.426666053445313,13.31780361686429,0.0,0.0,8.784619016017105,0.5555526614189148,0.0,0.4429656088053274,2.9225119297860913,0.7071067690849304,0.22074056825853328,0.5555526614189148,29.815933946554683,0.8969194330935212,R1,0.0,13.207433332735024,29.815933946554683,1.0
zero,0.0,0.0,0.0,0.20704087329801266,RELLIS-3D,00003_000958_06,-1.7288091847449678,15.416097392748709,0.0,0.0,0.0,0.5498920679092407,0.0,0.4444639686715335,7.456180111434691,4.123105525970459,0.9777359599943929,0.5498827540324221,33.58479081525502,0.9510440967574825,R1,0.0,14.927229412751512,33.58479081525502,1.0
learned,0.0,0.0,0.0,0.207049417033335,RELLIS-3D,00003_000958_06,-1.7287633572744738,15.41613074052137,0.0,0.0,0.0,0.5498920679092407,0.0,0.4444641654555685,7.456161452363906,4.123105525970459,0.9777487003015526,0.5498827538393922,33.58483664272551,0.9510453944861336,R1,0.0,14.927256390370593,33.58483664272551,1.0
fixed,0.0,0.0,0.0,0.2071401922566383,RELLIS-3D,00003_000958_06,-1.7282534033630554,15.416495436558913,0.0,0.0,0.0,0.5498920679092407,0.0,0.4444661872596246,7.455962684389458,4.123105525970459,0.9778889739173723,0.5498827521147374,33.58534659663693,0.9510598352090114,R1,0.0,14.927550949600226,33.58534659663693,1.0
zero,0.0,0.0,0.0,0.2804682453991693,RELLIS-3D,00003_000958_07,-2.380835010346029,16.188359205176088,0.0,0.0,0.0,0.5500552654266357,0.0,0.5137452377558678,4.917525963206045,1.8027756214141846,0.9462317334354781,0.5500552654266357,30.58956498965397,0.9277887131989291,R1,0.0,15.715243338458349,30.58956498965397,1.0
learned,0.0,0.0,0.0,0.28044502827137013,RELLIS-3D,00003_000958_07,-2.3808449876158875,16.18829625027697,0.0,0.0,0.0,0.5500552654266357,0.0,0.5137439675835188,4.917527120937749,1.8027756214141846,0.946193783200884,0.5500552654266357,30.58955501238411,0.9277884105859836,R1,0.0,15.715199358676527,30.58955501238411,1.0
fixed,0.0,0.0,0.0,0.2801944920063291,RELLIS-3D,00003_000958_07,-2.3809683604918597,16.18758440795421,0.0,0.0,0.0,0.5500552654266357,0.0,0.5137297625601343,4.9175389130153695,1.8027756214141846,0.9457659098804714,0.5500552654266357,30.58943163950814,0.927784668657588,R1,0.0,15.714701453013973,30.58943163950814,1.0
zero,0.0,0.0,0.0,0.0,RELLIS-3D,00003_001891_00,-2.3673019409179688,11.501017514044236,0.0,0.0,10.333292007446289,0.564193844795227,0.0,0.3881191476764407,5.085715928641747,0.5,0.0,0.5502733682391238,29.63269805908203,0.9260218143463135,R1,0.0,11.501017514044236,29.63269805908203,1.0
learned,0.0,0.0,0.0,1.4441930270616528e-09,RELLIS-3D,00003_001891_00,-2.367275236168709,11.314203683303687,0.0,0.0,10.333292007446289,0.564193844795227,0.0,0.3818131157826626,5.039088580019389,0.5,8.142419039574343e-05,0.5423800857361062,29.63272476383129,0.9260226488697278,R1,0.0,11.31416297120849,29.63272476383129,1.0
fixed,0.0,0.0,0.0,2.1564787223730884e-07,RELLIS-3D,00003_001891_00,-2.3669125564551337,11.314990641304481,0.0,0.0,10.333292007446289,0.564193844795227,0.0,0.38181997829992953,5.039224184022025,0.5,0.0009716733005340364,0.5423948923529255,29.633087443544866,0.9260339826107771,R1,0.0,11.314504804654215,29.633087443544866,1.0
zero,0.0,0.0,0.0,0.15381915157778098,RELLIS-3D,00003_001891_02,-1.130562569172838,12.950691418544091,0.0,0.0,2.903727939527408,0.5600945353507996,0.0,0.3936072534069113,5.843140602081806,0.5,0.6223211281925711,0.5591277697005999,32.11203743082716,0.9659905491997366,R1,0.0,12.639530854447806,22.005327753258054,1.0
learned,0.0,0.0,0.0,0.1538039559312563,RELLIS-3D,00003_001891_02,-1.130577490162331,12.950608164858613,0.0,0.0,2.903723696860832,0.5600945353507996,0.0,0.3936070727112647,5.843119906906199,0.5,0.6221779718463408,0.5591277606030473,32.112022509837665,0.965990100348278,R1,0.0,12.639519178935442,22.005203508315436,1.0
fixed,0.0,0.0,0.0,0.15355924678478539,RELLIS-3D,00003_001891_02,-1.1308101774238963,12.949244101670832,0.0,0.0,2.903692452837586,0.5600945353507996,0.0,0.3936041253084869,5.8427666643495435,0.5,0.6198223129315874,0.5591277285215115,32.1117898225761,0.9659831006773268,R1,0.0,12.639332945205037,22.00314353289134,1.0
zero,0.0,0.0,0.0,0.20183336107001335,RELLIS-3D,00003_001891_03,-1.900228672695384,14.772167536769222,0.0,0.0,0.0,0.5495659708976746,0.0,0.4278433089055857,10.196866755190904,7.5,0.9529603728083971,0.5491698789172863,33.4133713273046,0.9461898907872496,R1,0.0,14.295687350365023,33.4133713273046,1.0
learned,0.0,0.0,0.0,0.20183454711497503,RELLIS-3D,00003_001891_03,-1.9002365501471559,14.772166985999643,0.0,0.0,0.0,0.5495659708976746,0.0,0.4278432785857137,10.19686326426135,7.5,0.9529680380771084,0.5491698401385762,33.41336344985283,0.9461896677159181,R1,0.0,14.295682966961088,33.41336344985283,1.0
fixed,0.0,0.0,0.0,0.20184439407640878,RELLIS-3D,00003_001891_03,-1.9003437340378895,14.772136052955286,0.0,0.0,0.0,0.5495659708976746,0.0,0.4278427643048775,10.196824569334412,7.5,0.9530322553975885,0.5491693370957095,33.4132562659621,0.9461866325144451,R1,0.0,14.295619925256492,33.4132562659621,1.0
zero,0.0,0.0,0.0,0.45257156647790375,RELLIS-3D,00003_001891_04,-2.1218825312761496,17.34710040092442,0.0,0.0,0.0,0.550000011920929,0.0,0.456634938975726,6.809277741616926,2.915475845336914,1.4522572146102517,0.5499999345406651,36.39881746872383,0.9449157847267534,R1,0.0,16.620971793619294,36.39881746872383,1.0
learned,0.0,0.0,0.0,0.4525709383241631,RELLIS-3D,00003_001891_04,-2.121877634462429,17.347103865229695,0.0,0.0,0.0,0.550000011920929,0.0,0.45663494379116093,6.80927586302185,2.915475845336914,1.4522593205560073,0.5499999345443713,36.39882236553755,0.9449159118483716,R1,0.0,16.62097420495169,36.39882236553755,1.0
fixed,0.0,0.0,0.0,0.4525488952812835,RELLIS-3D,00003_001891_04,-2.1218104726911093,17.347137622865084,0.0,0.0,0.0,0.550000011920929,0.0,0.45663502162787467,6.80925301195826,2.915475845336914,1.4522598326635565,0.5499999345918752,36.39888952730887,0.9449176553725371,R1,0.0,16.621007706533305,36.39888952730887,1.0
zero,0.0,0.0,0.0,0.3908621617258524,RELLIS-3D,00003_001891_07,-3.3101235348081275,17.577096458699835,0.0,0.0,0.0,0.5730822682380676,0.0,0.427443061730532,5.852621190239035,3.3541018962860107,1.2491729146777653,0.5643240060018448,39.66027646519182,0.9229673557889121,R1,0.0,16.952510001360952,39.66027646519182,1.0
learned,0.0,0.0,0.0,0.3908519792235604,RELLIS-3D,00003_001891_07,-3.310112785420017,17.57710804805465,0.0,0.0,0.0,0.5730822682380676,0.0,0.4274431376194515,5.852616376961217,3.3541018962860107,1.249180884331976,0.5643240653959672,39.66028721457993,0.9229676059468839,R1,0.0,16.952517605888662,39.66028721457993,1.0
fixed,0.0,0.0,0.0,0.3907268002564135,RELLIS-3D,00003_001891_07,-3.3099932592149273,17.57723604078655,0.0,0.0,0.0,0.5730822682380676,0.0,0.42744381280421223,5.85255604930328,3.3541018962860107,1.2492811322790365,0.5643246710557132,39.66040674078502,0.9229703875408437,R1,0.0,16.95259547464703,39.66040674078502,1.0
zero,0.0,0.0,0.0,0.4048628049664355,RELLIS-3D,00003_001185_00,-2.610946341846777,19.00896331500518,0.0,0.0,0.0,0.550000011920929,0.0,0.4995535962371958,11.478179143166484,3.535533905029297,1.4337647743672612,0.550000011920929,36.6168536581532,0.9334414282257282,R1,0.0,18.292080927821548,36.6168536581532,1.0
