arm,best_risk,dataset,episode_id,gate_active,lambda_hard_learned,lambda_soft_learned,lambda_soft_used,nominal_risk,regime,stage
learned,0.5493682871262232,RELLIS-3D,00003_001631_04,0,0.07887113839387894,0.11119411885738373,0.0,0.5493682871262232,R1,4
learned,0.549864798784256,RELLIS-3D,00003_001631_04,0,0.07718690484762192,0.11069102585315704,0.0,0.549864798784256,R1,5
learned,0.550000011920929,RELLIS-3D,00003_001631_04,0,0.07123947888612747,0.10273408889770508,0.0,0.550000011920929,R1,6
learned,0.550000011920929,RELLIS-3D,00003_001631_04,0,0.05485066771507263,0.08553066849708557,0.0,0.550000011920929,R1,7
learned,inf,RELLIS-3D,00003_001631_04,0,0.04461485147476196,0.07671061158180237,0.0,0.5502388924360275,R1,8
fixed,0.2614685396353404,RELLIS-3D,00003_001631_04,1,0.12235771119594574,0.14555366337299347,1.5,0.30825158456961316,R1,0
fixed,inf,RELLIS-3D,00003_001631_04,0,0.08856337517499924,0.12430313229560852,0.0,0.5038926204045614,R1,1
fixed,inf,RELLIS-3D,00003_001631_04,0,0.08395779132843018,0.11949852854013443,0.0,0.5442446817954382,R1,2
fixed,inf,RELLIS-3D,00003_001631_04,0,0.08036045730113983,0.11335466802120209,0.0,0.549312541882197,R1,3
fixed,0.5493682871262232,RELLIS-3D,00003_001631_04,0,0.07887128740549088,0.11119438707828522,0.0,0.5493682871262232,R1,4
fixed,0.549864798784256,RELLIS-3D,00003_001631_04,0,0.07718701660633087,0.11069124937057495,0.0,0.549864798784256,R1,5
fixed,0.550000011920929,RELLIS-3D,00003_001631_04,0,0.07123944163322449,0.10273414850234985,0.0,0.550000011920929,R1,6
fixed,0.550000011920929,RELLIS-3D,00003_001631_04,0,0.05485069379210472,0.08553066849708557,0.0,0.550000011920929,R1,7
fixed,inf,RELLIS-3D,00003_001631_04,0,0.04461482912302017,0.07671061158180237,0.0,0.5502388924360275,R1,8
zero,0.2983054717381795,RELLIS-3D,00003_001631_05,1,0.109945148229599,0.13470029830932617,0.0,0.35990095883607864,R1,0
zero,inf,RELLIS-3D,00003_001631_05,0,0.08155496418476105,0.11663065105676651,0.0,0.5430142283439636,R1,1
zero,inf,RELLIS-3D,00003_001631_05,0,0.07986293733119965,0.11222875118255615,0.0,0.5492586443821589,R1,2
zero,0.5499976873397827,RELLIS-3D,00003_001631_05,0,0.07742319256067276,0.10830293595790863,0.0,0.5499978959560394,R1,3
zero,0.550000011920929,RELLIS-3D,00003_001631_05,0,0.0762409195303917,0.10954294353723526,0.0,0.550000011920929,R1,4
zero,0.550118034084638,RELLIS-3D,00003_001631_05,0,0.06707122176885605,0.10071659088134766,0.0,0.550118034084638,R1,5
zero,inf,RELLIS-3D,00003_001631_05,0,0.04686533659696579,0.07873766869306564,0.0,0.5501285145680109,R1,6
zero,inf,RELLIS-3D,00003_001631_05,0,0.04431343078613281,0.07465999573469162,0.0,0.5522605180740356,R1,7
zero,inf,RELLIS-3D,00003_001631_05,0,0.04763179272413254,0.07857859879732132,0.0,0.5649890899658203,R1,8
learned,0.2983054717381795,RELLIS-3D,00003_001631_05,1,0.109945148229599,0.13470029830932617,0.13470029830932617,0.35990095883607864,R1,0
learned,inf,RELLIS-3D,00003_001631_05,0,0.08155496418476105,0.11663065105676651,0.0,0.5430142283439636,R1,1
learned,inf,RELLIS-3D,00003_001631_05,0,0.07986298948526382,0.11222872883081436,0.0,0.5492586443821589,R1,2
learned,0.5499976873397827,RELLIS-3D,00003_001631_05,0,0.07742319256067276,0.10830287635326385,0.0,0.5499978959560394,R1,3
learned,0.550000011920929,RELLIS-3D,00003_001631_05,0,0.07624095678329468,0.10954294353723526,0.0,0.550000011920929,R1,4
learned,0.550118034084638,RELLIS-3D,00003_001631_05,0,0.06707125157117844,0.10071659088134766,0.0,0.550118034084638,R1,5
learned,inf,RELLIS-3D,00003_001631_05,0,0.04686528816819191,0.07873770594596863,0.0,0.5501285145680109,R1,6
learned,inf,RELLIS-3D,00003_001631_05,0,0.04431343078613281,0.07465999573469162,0.0,0.5522605180740356,R1,7
learned,inf,RELLIS-3D,00003_001631_05,0,0.04763179272413254,0.07857859879732132,0.0,0.5649890899658203,R1,8
fixed,0.2983054717381795,RELLIS-3D,00003_001631_05,1,0.109945148229599,0.13470029830932617,1.5,0.35990095883607864,R1,0
fixed,inf,RELLIS-3D,00003_001631_05,0,0.08155491948127747,0.11663040518760681,0.0,0.5430142283439636,R1,1
fixed,inf,RELLIS-3D,00003_001631_05,0,0.07986310124397278,0.11222875118255615,0.0,0.5492586443821589,R1,2
fixed,0.5499976873397827,RELLIS-3D,00003_001631_05,0,0.07742315530776978,0.10830287635326385,0.0,0.5499978959560394,R1,3
fixed,0.550000011920929,RELLIS-3D,00003_001631_05,0,0.0762409195303917,0.10954296588897705,0.0,0.550000011920929,R1,4
fixed,0.550118034084638,RELLIS-3D,00003_001631_05,0,0.06707125157117844,0.10071659088134766,0.0,0.550118034084638,R1,5
fixed,inf,RELLIS-3D,00003_001631_05,0,0.04686528816819191,0.07873766869306564,0.0,0.5501285145680109,R1,6
fixed,inf,RELLIS-3D,00003_001631_05,0,0.04431343078613281,0.07465995103120804,0.0,0.5522605180740356,R1,7
fixed,inf,RELLIS-3D,00003_001631_05,0,0.04763179272413254,0.07857856154441833,0.0,0.5649890899658203,R1,8
zero,0.261298472682635,RELLIS-3D,00003_001631_06,1,0.11481285840272903,0.13723385334014893,0.0,0.30949567010005313,R1,0
zero,inf,RELLIS-3D,00003_001631_06,0,0.08243536949157715,0.11503440141677856,0.0,0.5087378298242887,R1,1
zero,inf,RELLIS-3D,00003_001631_06,0,0.0765458419919014,0.10961779206991196,0.0,0.5399386286735535,R1,2
zero,inf,RELLIS-3D,00003_001631_06,0,0.07491854578256607,0.1071116030216217,0.0,0.5490345805883408,R1,3
zero,0.550000011920929,RELLIS-3D,00003_001631_06,0,0.07548791170120239,0.10680031776428223,0.0,0.550000011920929,R1,4
zero,0.550000011920929,RELLIS-3D,00003_001631_06,0,0.07374878227710724,0.10439227521419525,0.0,0.550000011920929,R1,5
learned,0.261298472682635,RELLIS-3D,00003_001631_06,1,0.11481285840272903,0.13723385334014893,0.13723385334014893,0.30949567010005313,R1,0
learned,inf,RELLIS-3D,00003_001631_06,0,0.08243536949157715,0.11503440141677856,0.0,0.5087378298242887,R1,1
learned,inf,RELLIS-3D,00003_001631_06,0,0.0765458419919014,0.10961779206991196,0.0,0.5399386286735535,R1,2
learned,inf,RELLIS-3D,00003_001631_06,0,0.07491854578256607,0.10711166262626648,0.0,0.5490345805883408,R1,3
learned,0.550000011920929,RELLIS-3D,00003_001631_06,0,0.07548791170120239,0.10680031776428223,0.0,0.550000011920929,R1,4
learned,0.550000011920929,RELLIS-3D,00003_001631_06,0,0.07374881953001022,0.10439229011535645,0.0,0.550000011920929,R1,5
fixed,0.261298472682635,RELLIS-3D,00003_001631_06,1,0.11481285840272903,0.13723385334014893,1.5,0.30949567010005313,R1,0
fixed,inf,RELLIS-3D,00003_001631_06,0,0.08243513107299805,0.11503472179174423,0.0,0.5087378298242887,R1,1
fixed,inf,RELLIS-3D,00003_001631_06,0,0.07654569298028946,0.1096179410815239,0.0,0.5399386286735535,R1,2
fixed,inf,RELLIS-3D,00003_001631_06,0,0.07491854578256607,0.10711173713207245,0.0,0.5490345805883408,R1,3
fixed,0.550000011920929,RELLIS-3D,00003_001631_06,0,0.07548794895410538,0.10680031776428223,0.0,0.550000011920929,R1,4
fixed,0.550000011920929,RELLIS-3D,00003_001631_06,0,0.07374881953001022,0.10439231991767883,0.0,0.550000011920929,R1,5
zero,0.261298472682635,RELLIS-3D,00003_001631_07,1,0.11481285840272903,0.13723385334014893,0.0,0.30949567010005313,R1,0
zero,inf,RELLIS-3D,00003_001631_07,0,0.08243536949157715,0.11503440141677856,0.0,0.5087378298242887,R1,1
zero,inf,RELLIS-3D,00003_001631_07,0,0.0765458419919014,0.10961779206991196,0.0,0.5399386286735535,R1,2
zero,inf,RELLIS-3D,00003_001631_07,0,0.07467475533485413,0.10660430788993835,0.0,0.5485649208227793,R1,3
zero,0.5499992569287618,RELLIS-3D,00003_001631_07,0,0.07429490983486176,0.10346192866563797,0.0,0.550000011920929,R1,4
zero,0.5490953922271729,RELLIS-3D,00003_001631_07,0,0.06598030775785446,0.09494888782501221,0.0,0.5500011096398035,R1,5
learned,0.261298472682635,RELLIS-3D,00003_001631_07,1,0.11481285840272903,0.13723385334014893,0.13723385334014893,0.30949567010005313,R1,0
learned,inf,RELLIS-3D,00003_001631_07,0,0.08243536949157715,0.11503440141677856,0.0,0.5087378298242887,R1,1
learned,inf,RELLIS-3D,00003_001631_07,0,0.0765458419919014,0.10961779206991196,0.0,0.5399386286735535,R1,2
learned,inf,RELLIS-3D,00003_001631_07,0,0.07467475533485413,0.10660425573587418,0.0,0.5485649208227793,R1,3
learned,0.5499992569287618,RELLIS-3D,00003_001631_07,0,0.07429490983486176,0.10346188396215439,0.0,0.550000011920929,R1,4
learned,0.5490953922271729,RELLIS-3D,00003_001631_07,0,0.06598033010959625,0.09494888782501221,0.0,0.5500011096398035,R1,5
fixed,0.261298472682635,RELLIS-3D,00003_001631_07,1,0.11481285840272903,0.13723385334014893,1.5,0.30949567010005313,R1,0
fixed,inf,RELLIS-3D,00003_001631_07,0,0.08243513107299805,0.11503472179174423,0.0,0.5087378298242887,R1,1
fixed,inf,RELLIS-3D,00003_001631_07,0,0.07654569298028946,0.1096179410815239,0.0,0.5399386286735535,R1,2
fixed,inf,RELLIS-3D,00003_001631_07,0,0.07467472553253174,0.10660438984632492,0.0,0.5485649208227793,R1,3
fixed,0.5499992569287618,RELLIS-3D,00003_001631_07,0,0.07429490983486176,0.10346190631389618,0.0,0.550000011920929,R1,4
fixed,0.5490953922271729,RELLIS-3D,00003_001631_07,0,0.06598035991191864,0.09494892507791519,0.0,0.5500011096398035,R1,5
zero,inf,RELLIS-3D,00003_001258_00,0,0.06490228325128555,0.09679144620895386,0.0,0.6018759608268738,R1,0
zero,inf,RELLIS-3D,00003_001258_00,0,0.044137075543403625,0.06861220300197601,0.0,0.45879172947671676,R1,1
zero,inf,RELLIS-3D,00003_001258_00,0,0.05530284717679024,0.07987134903669357,0.0,0.48814599215984344,R1,2
zero,inf,RELLIS-3D,00003_001258_00,0,0.06672349572181702,0.09124968945980072,0.0,0.6202994585037231,R1,3
zero,0.5141701226433119,RELLIS-3D,00003_001258_00,1,0.07394753396511078,0.09959109872579575,0.0,0.5363580137491226,R1,4
zero,0.5151176030437151,RELLIS-3D,00003_001258_00,1,0.07322022318840027,0.10001641511917114,0.0,0.5457153767347336,R1,5
zero,0.5485634108384451,RELLIS-3D,00003_001258_00,0,0.07153208553791046,0.10175410658121109,0.0,0.5498656729857127,R1,6
learned,inf,RELLIS-3D,00003_001258_00,0,0.06490228325128555,0.09679144620895386,0.0,0.6018759608268738,R1,0
learned,inf,RELLIS-3D,00003_001258_00,0,0.044137075543403625,0.06861220300197601,0.0,0.45879172947671676,R1,1
learned,inf,RELLIS-3D,00003_001258_00,0,0.05530284717679024,0.07987134903669357,0.0,0.48814599215984344,R1,2
learned,inf,RELLIS-3D,00003_001258_00,0,0.06672349572181702,0.09124968945980072,0.0,0.6202994585037231,R1,3
learned,0.5141701226433119,RELLIS-3D,00003_001258_00,1,0.07394753396511078,0.09959109872579575,0.09959109872579575,0.5363580137491226,R1,4
learned,0.5151176030437151,RELLIS-3D,00003_001258_00,1,0.0732201635837555,0.10001637041568756,0.10001637041568756,0.5457153767347336,R1,5
learned,0.5485634108384451,RELLIS-3D,00003_001258_00,0,0.07153202593326569,0.10175403952598572,0.0,0.5498656729857127,R1,6
fixed,inf,RELLIS-3D,00003_001258_00,0,0.06490228325128555,0.09679144620895386,0.0,0.6018759608268738,R1,0
fixed,inf,RELLIS-3D,00003_001258_00,0,0.044137075543403625,0.06861220300197601,0.0,0.45879172947671676,R1,1
fixed,inf,RELLIS-3D,00003_001258_00,0,0.05530284717679024,0.07987134903669357,0.0,0.48814599215984344,R1,2
fixed,inf,RELLIS-3D,00003_001258_00,0,0.06672349572181702,0.09124968945980072,0.0,0.6202994585037231,R1,3
fixed,0.5141701226433119,RELLIS-3D,00003_001258_00,1,0.07394753396511078,0.09959109872579575,1.5,0.5363580137491226,R1,4
fixed,0.5151176030437151,RELLIS-3D,00003_001258_00,1,0.07321939617395401,0.10001559555530548,1.5,0.5457153767347336,R1,5
fixed,0.5485634108384451,RELLIS-3D,00003_001258_00,0,0.07153124362230301,0.10175303369760513,0.0,0.549886683622996,R1,6
zero,0.2733226443330447,RELLIS-3D,00003_001258_01,0,0.07956212759017944,0.11302585899829865,0.0,0.2765026142199834,R1,0
zero,inf,RELLIS-3D,00003_001258_01,0,0.041504573076963425,0.06680012494325638,0.0,0.4517576942841212,R1,1
zero,inf,RELLIS-3D,00003_001258_01,0,0.049782101064920425,0.07438331097364426,0.0,0.4449910947254726,R1,2
zero,0.5125174323717753,RELLIS-3D,00003_001258_01,0,0.05784336477518082,0.08591506630182266,0.0,0.5246449112892151,R1,3
zero,inf,RELLIS-3D,00003_001258_01,0,0.07059274613857269,0.09779486060142517,0.0,0.6326322555541992,R1,4
zero,0.5132214079300562,RELLIS-3D,00003_001258_01,1,0.07350553572177887,0.1011209785938263,0.0,0.5321404139200846,R1,5
zero,inf,RELLIS-3D,00003_001258_01,0,0.07188103348016739,0.1015329509973526,0.0,0.5499921590089798,R1,6
zero,inf,RELLIS-3D,00003_001258_01,0,0.07528837025165558,0.10492480546236038,0.0,0.5499998778104782,R1,7
zero,inf,RELLIS-3D,00003_001258_01,0,0.08369765430688858,0.10769732296466827,0.0,0.550000011920929,R1,8
learned,0.2733226443330447,RELLIS-3D,00003_001258_01,0,0.07956212759017944,0.11302585899829865,0.0,0.2765026142199834,R1,0
learned,inf,RELLIS-3D,00003_001258_01,0,0.041504573076963425,0.06680012494325638,0.0,0.4517576942841212,R1,1
learned,inf,RELLIS-3D,00003_001258_01,0,0.049782101064920425,0.07438331097364426,0.0,0.4449910947254726,R1,2
learned,0.5125174323717753,RELLIS-3D,00003_001258_01,0,0.05784336477518082,0.08591506630182266,0.0,0.5246449112892151,R1,3
learned,inf,RELLIS-3D,00003_001258_01,0,0.07059274613857269,0.09779486060142517,0.0,0.6326322555541992,R1,4
learned,0.5132214079300562,RELLIS-3D,00003_001258_01,1,0.07350553572177887,0.1011209785938263,0.1011209785938263,0.5321404139200846,R1,5
learned,inf,RELLIS-3D,00003_001258_01,0,0.07188092917203903,0.10153283178806305,0.0,0.5499921590089798,R1,6
learned,inf,RELLIS-3D,00003_001258_01,0,0.07528834044933319,0.1049247458577156,0.0,0.5499998778104782,R1,7
learned,inf,RELLIS-3D,00003_001258_01,0,0.08369765430688858,0.10769732296466827,0.0,0.550000011920929,R1,8
fixed,0.2733226443330447,RELLIS-3D,00003_001258_01,0,0.07956212759017944,0.11302585899829865,0.0,0.2765026142199834,R1,0
fixed,inf,RELLIS-3D,00003_001258_01,0,0.041504573076963425,0.06680012494325638,0.0,0.4517576942841212,R1,1
fixed,inf,RELLIS-3D,00003_001258_01,0,0.049782101064920425,0.07438331097364426,0.0,0.4449910947254726,R1,2
fixed,0.5125174323717753,RELLIS-3D,00003_001258_01,0,0.05784336477518082,0.08591506630182266,0.0,0.5246449112892151,R1,3
fixed,inf,RELLIS-3D,00003_001258_01,0,0.07059274613857269,0.09779486060142517,0.0,0.6326322555541992,R1,4
fixed,0.5132214079300562,RELLIS-3D,00003_001258_01,1,0.07350553572177887,0.1011209785938263,1.5,0.5321404139200846,R1,5
fixed,inf,RELLIS-3D,00003_001258_01,0,0.07187949120998383,0.10153082013130188,0.0,0.5499921590089798,R1,6
fixed,inf,RELLIS-3D,00003_001258_01,0,0.0752878338098526,0.10492406040430069,0.0,0.5499998778104782,R1,7
fixed,inf,RELLIS-3D,00003_001258_01,0,0.08369769155979156,0.1076972633600235,0.0,0.550000011920929,R1,8
zero,0.2733226443330447,RELLIS-3D,00003_001258_02,0,0.07956212759017944,0.11302585899829865,0.0,0.2765026142199834,R1,0
zero,inf,RELLIS-3D,00003_001258_02,0,0.041504573076963425,0.06680012494325638,0.0,0.4517576942841212,R1,1
zero,inf,RELLIS-3D,00003_001258_02,0,0.049782101064920425,0.07438331097364426,0.0,0.4449910947254726,R1,2
zero,inf,RELLIS-3D,00003_001258_02,0,0.05779070779681206,0.08374287933111191,0.0,0.5100951790809631,R1,3
zero,inf,RELLIS-3D,00003_001258_02,0,0.07110021263360977,0.09597758948802948,0.0,0.5633261203765869,R1,4
zero,0.5495895395676295,RELLIS-3D,00003_001258_02,0,0.07295197993516922,0.09811946749687195,0.0,0.5499432384967804,R1,5
zero,0.550000011920929,RELLIS-3D,00003_001258_02,0,0.0698244720697403,0.09843285381793976,0.0,0.550000011920929,R1,6
zero,inf,RELLIS-3D,00003_001258_02,0,0.0702279657125473,0.1035161018371582,0.0,0.550000011920929,R1,7
zero,0.550000011920929,RELLIS-3D,00003_001258_02,0,0.07391513139009476,0.10879522562026978,0.0,0.550000011920929,R1,8
learned,0.2733226443330447,RELLIS-3D,00003_001258_02,0,0.07956212759017944,0.11302585899829865,0.0,0.2765026142199834,R1,0
learned,inf,RELLIS-3D,00003_001258_02,0,0.041504573076963425,0.06680012494325638,0.0,0.4517576942841212,R1,1
learned,inf,RELLIS-3D,00003_001258_02,0,0.049782101064920425,0.07438331097364426,0.0,0.4449910947254726,R1,2
learned,inf,RELLIS-3D,00003_001258_02,0,0.05779070779681206,0.08374287933111191,0.0,0.5100951790809631,R1,3
learned,inf,RELLIS-3D,00003_001258_02,0,0.07110021263360977,0.09597758948802948,0.0,0.5633261203765869,R1,4
learned,0.5495895395676295,RELLIS-3D,00003_001258_02,0,0.07295197993516922,0.09811946749687195,0.0,0.5499432384967804,R1,5
learned,0.550000011920929,RELLIS-3D,00003_001258_02,0,0.0698244720697403,0.09843285381793976,0.0,0.550000011920929,R1,6
learned,inf,RELLIS-3D,00003_001258_02,0,0.0702279657125473,0.1035161018371582,0.0,0.550000011920929,R1,7
learned,0.550000011920929,RELLIS-3D,00003_001258_02,0,0.07391513139009476,0.10879522562026978,0.0,0.550000011920929,R1,8
fixed,0.2733226443330447,RELLIS-3D,00003_001258_02,0,0.07956212759017944,0.11302585899829865,0.0,0.2765026142199834,R1,0
fixed,inf,RELLIS-3D,00003_001258_02,0,0.041504573076963425,0.06680012494325638,0.0,0.4517576942841212,R1,1
fixed,inf,RELLIS-3D,00003_001258_02,0,0.049782101064920425,0.07438331097364426,0.0,0.4449910947254726,R1,2
fixed,inf,RELLIS-3D,00003_001258_02,0,0.05779070779681206,0.08374287933111191,0.0,0.5100951790809631,R1,3
fixed,inf,RELLIS-3D,00003_001258_02,0,0.07110021263360977,0.09597758948802948,0.0,0.5633261203765869,R1,4
fixed,0.5495895395676295,RELLIS-3D,00003_001258_02,0,0.07295197993516922,0.09811946749687195,0.0,0.5499432384967804,R1,5
fixed,0.550000011920929,RELLIS-3D,00003_001258_02,0,0.0698244720697403,0.09843285381793976,0.0,0.550000011920929,R1,6
fixed,inf,RELLIS-3D,00003_001258_02,0,0.0702279657125473,0.1035161018371582,0.0,0.550000011920929,R1,7
fixed,0.550000011920929,RELLIS-3D,00003_001258_02,0,0.07391513139009476,0.10879522562026978,0.0,0.550000011920929,R1,8
zero,0.44773322343826294,RELLIS-3D,00003_001258_03,1,0.07781718671321869,0.10748305916786194,0.0,0.47207259635130566,R1,0
zero,inf,RELLIS-3D,00003_001258_03,0,0.03740399330854416,0.06522426009178162,0.0,0.5500007669130961,R1,1
zero,inf,RELLIS-3D,00003_001258_03,0,0.04300139471888542,0.07354152202606201,0.0,0.550000011920929,R1,2
zero,0.550000011920929,RELLIS-3D,00003_001258_03,0,0.0470428504049778,0.07984957844018936,0.0,0.550000011920929,R1,3
