actual_clearance_safe_rate,clearance_agreement_rate,complete_horizon_rate,group,hard_contact_disagreement_rate,horizon_crosses_opening_rate,improvement_sign_agreement_rate,mean_absolute_improvement_error,mean_actual_path_min_clearance_m,mean_directional_cosine,mean_endpoint_deviation_m,mean_mean_cross_track_deviation_m,mean_predicted_risk_improvement,mean_realized_risk_improvement,mean_selected_ray_min_clearance_m,median_absolute_improvement_error,median_actual_path_min_clearance_m,median_directional_cosine,median_endpoint_deviation_m,median_mean_cross_track_deviation_m,median_predicted_risk_improvement,median_realized_risk_improvement,median_selected_ray_min_clearance_m,n_complete_horizon,n_gate_positive,predicted_realized_pearson_r
0.5484496124031008,0.5484496124031008,0.9020979020979021,overall,0.2751937984496124,0.12015503875968993,0.5213178294573644,0.1401667039964931,1.8190783871005671,0.6886910799214434,4.548620168514338,2.061350315412158,0.13468036671474168,0.005455774390656106,2.1700348793998243,0.11029778691951184,1.0,0.695971322820941,4.816053787030965,2.2214341973016447,0.11713921899596849,0.001302713691413604,1.5,516,572,0.3550668411354705
0.5579268292682927,0.5579268292682927,0.9085872576177285,regime=R1,0.25609756097560976,0.11280487804878049,0.5030487804878049,0.1357642218713916,1.7028566428074023,0.6810473383370131,4.584694586439234,2.066042527657895,0.12434858690342344,0.0021468660285907295,2.1787568944983366,0.10985284140128054,1.0,0.6622858701436334,5.035734738729017,2.2376723071856883,0.10465214960277078,6.953875224535722e-07,1.5,328,361,0.22879301291587367
0.6021505376344086,0.6021505376344086,0.8942307692307693,regime=R2,0.23655913978494625,0.0967741935483871,0.5913978494623656,0.11944486844300185,2.770920749633543,0.6866879968120703,4.623236669920246,2.096243121803135,0.1611105397831948,0.04695584557233948,2.3089966607350174,0.09295974920193356,1.5,0.7094734410913233,4.718993651382517,2.221885691244771,0.12799648195505142,0.01450365454259639,1.4142135381698608,93,104,0.6522579342610333
0.4631578947368421,0.4631578947368421,0.8878504672897196,regime=R3,0.37894736842105264,0.16842105263157894,0.5157894736842106,0.17565243919131412,1.2885456756541604,0.7170430164358104,4.351022866302605,2.0109916142441286,0.14447844758575476,-0.023746169579229252,2.0038847044894568,0.13592906558761186,0.5,0.7142655582557649,4.605109319388418,2.1594049102236625,0.14056779940923048,0.0005844275344490946,1.5,95,107,0.26290999540505805
0.3178294573643411,0.3178294573643411,1.0,phase=before_event,0.35658914728682173,0.0,0.5193798449612403,0.07058044543850359,0.7076556645622549,0.6916232350042264,4.58999947494862,1.9637513607433377,0.09375801949620344,0.026731970764937663,1.5065220843913942,0.06669635661871404,0.5,0.6561951647614193,5.076725827297858,2.144421433244557,0.07984557073740733,0.000974433264717911,1.1180340051651,129,129,0.7230624012826973
0.07042253521126761,0.07042253521126761,1.0,phase=pre_opening,0.8873239436619719,0.8732394366197183,0.056338028169014086,0.32023422872999474,0.16749521796132477,0.7144036257324602,4.236335648592066,1.9344155505774725,0.12470530590890716,-0.19506085281937524,2.7469584941864014,0.31700172843175173,0.0,0.7075373478966671,4.621770301683889,2.1562314211181866,0.11102926482756931,-0.20283066157807633,2.1213202476501465,71,71,-0.13671483116945812
0.75,0.75,0.8494623655913979,phase=post_opening,0.10443037974683544,0.0,0.6265822784810127,0.12811554291390462,2.6438756536079357,0.6817169066358066,4.601893176060096,2.1297130795119696,0.15362724047551915,0.04182302502239632,2.3112740373309655,0.12194655130898102,1.9013878107070923,0.7030004960458596,4.721498874690139,2.250661142232052,0.13339584320783615,0.01458078654534184,1.5,316,372,0.4939923942875608
0.32673267326732675,0.32673267326732675,1.0,"regime=R1,phase=before_event",0.31683168316831684,0.0,0.4752475247524752,0.07187815735707945,0.7850255517676326,0.7011921313631245,4.4725382459586625,1.9042978019456749,0.08685204454492639,0.01951366120006156,1.4352823979783766,0.06969093573008317,0.5,0.650486810345482,5.076725827297858,2.1118850690730038,0.07910952071348826,-0.0003872147737585818,1.1180340051651,101,101,0.5861525765661045
0.1111111111111111,0.1111111111111111,1.0,"regime=R1,phase=pre_opening",0.8444444444444444,0.8222222222222222,0.08888888888888889,0.2845782249606467,0.2531591216723124,0.7061600255791707,4.2519865651329125,1.9388039808342308,0.12439994166294734,-0.15943977285055339,3.328020532925924,0.2623659225288349,0.0,0.6043663220447597,5.431571499342248,2.4396757222250893,0.09433115770419437,-0.1456140668114167,2.8284270763397217,45,45,0.017684973659670696
0.7967032967032966,0.7967032967032966,0.8465116279069768,"regime=R1,phase=post_opening",0.07692307692307693,0.0,0.6208791208791209,0.1344228063600127,2.5706441628408956,0.6636589041527583,4.729198165270674,2.187262043613935,0.14514441005743237,0.032461989310145295,2.307185797900944,0.12770177568644078,2.0,0.6882937556285719,4.910401321943835,2.352211501860581,0.13137094552318257,0.012632848689839604,1.5811388492584229,182,215,0.31265325495166146
0.0,0.0,1.0,"regime=R2,phase=before_event",1.0,0.0,0.9,0.05186847947244748,0.0,0.742583495682507,4.194559917031997,1.7208729758258599,0.1678635078171889,0.11599502834474143,1.041421353816986,0.05189704000568371,0.0,0.7177074799695098,4.61569208869933,1.869823300675192,0.18362120787302652,0.12557331041397657,1.0,10,10,0.947014200921062
0.0,0.0,1.0,"regime=R2,phase=pre_opening",0.9,0.9,0.0,0.3274214438759716,0.05,0.7047842879735805,4.643566091777114,2.1402410463267105,0.1186528354883194,-0.20876860838765224,1.306644356250763,0.39829983163023347,0.0,0.7145789006282193,4.590309845952177,2.1148749103105686,0.09974794710675874,-0.2525626070064461,1.2661237716674805,10,10,-0.6366219477607102
0.7671232876712328,0.7671232876712328,0.8690476190476191,"regime=R2,phase=post_opening",0.0410958904109589,0.0,0.6301369863013698,0.10021196618787649,3.5232278043276644,0.6765521351638583,4.679174660472489,2.1416365767967926,0.16600159954495936,0.07252917039255725,2.6199456485983443,0.09295974920193356,1.5811388492584229,0.7023205731496781,4.735304498965942,2.2499184758703534,0.12594564631581306,0.015868259633736725,1.5,73,84,0.8325719293632236
0.4444444444444444,0.4444444444444444,1.0,"regime=R3,phase=before_event",0.2222222222222222,0.0,0.5555555555555556,0.07369437632097026,0.6666666666666666,0.6096198383913655,5.4687761253459435,2.4322843211732676,0.09133849654448842,0.017644120223518158,2.164645175139109,0.07442126582762335,0.5,0.5682795326986514,5.714909359548369,2.503032228337987,0.07397234936555228,0.0005697413907924942,2.0,18,18,0.9263886600072169
0.0,0.0,1.0,"regime=R3,phase=pre_opening",1.0,1.0,0.0,0.41602472986505046,0.0,0.7436008372628867,3.9377984188302824,1.7934321556370643,0.12934693686353665,-0.28667779300151386,2.012917846441269,0.41751082014119334,0.0,0.7078703355463515,4.603479971922342,2.143302116694196,0.12085489556193352,-0.2789269116243487,1.8027756214141846,16,16,-0.5812652653027518
0.5901639344262295,0.5901639344262295,0.8356164383561644,"regime=R3,phase=post_opening",0.26229508196721313,0.0,0.639344262295082,0.14268995527141917,1.8100301506089382,0.7417756733467417,4.129580776085836,1.9437405095390223,0.1641280097217922,0.03300597399957567,1.9540778398513794,0.141259543762853,1.1180340051651,0.7727935522461671,4.111606283219167,1.9474517133752998,0.15699449678262073,0.02413609681391049,1.5,61,73,0.34586112053970486
0.5555555555555556,0.5555555555555556,1.0,"phase=pre_opening,crosses_opening=0",0.1111111111111111,0.0,0.2222222222222222,0.10623921147366364,1.3213511639171176,0.7177401002840411,4.04358490256711,1.8534533983615775,0.12317116117035903,0.02062450193242539,1.687107801437378,0.10067013770004629,1.0,0.6078895444944853,5.431571499342248,2.4396757222250893,0.09513664493958152,-0.007961776054506653,1.0,9,9,0.6508100339453574
